code,province_code,name,latitude,longitude
1501,15,"Kab. Kerinci",-2.0323166508493,101.46532454444
1502,15,"Kab. Merangin",-2.1931162016872,102.06833784145
1503,15,"Kab. Sarolangun",-2.3062600654813,102.67254936961
1504,15,"Kab. Batanghari",-1.7497988094887,103.09794620427
1505,15,"Kab. Muaro Jambi",-1.611633677571,103.7422286788
1506,15,"Kab. Tanjung Jabung Barat",-1.0712911911961,103.11457459113
1507,15,"Kab. Tanjung Jabung Timur",-1.225373485898,103.96529379756
1508,15,"Kab. Bungo",-1.5915799673321,101.92711314355
1509,15,"Kab. Tebo",-1.3075639168273,102.36429282482
1571,15,"Kota Jambi",-1.6181774220731,103.59978913913
1572,15,"Kota Sungai Penuh",-2.1132906932571,101.33925759467
