code,district_code,regency_code,province_code,name,postal_code,latitude,longitude,coordinates
1301012001,130101,1301,13,Inderapura,25671,,,null
1301012002,130101,1301,13,"Muaro Sakai Inderapura",25671,,,null
1301012003,130101,1301,13,"Tiga Sepakat Inderapura",25671,,,null
1301012004,130101,1301,13,"Inderapura Barat",25671,,,null
1301012005,130101,1301,13,"Kudo-Kudo Inderapura",25671,,,null
1301012006,130101,1301,13,"Inderapura Selatan",25671,,,null
1301012009,130101,1301,13,"Simpang Lama Inderapura",25671,,,null
1301012010,130101,1301,13,"Tigo Sungai Inderapura",25671,,,null
1301012011,130101,1301,13,"Tluk Amplu Inderapura",25671,,,null
1301012012,130101,1301,13,"Inderapura Tengah",25671,,,null
1301022001,130102,1301,13,Pelangai,25666,,,null
1301022002,130102,1301,13,"Sungai Tunu",25666,,,null
1301022003,130102,1301,13,"Sungai Tunu Utara",25666,,,null
1301022004,130102,1301,13,"Sungai Tunu Barat",25666,,,null
1301022005,130102,1301,13,"Nyiur Melambai Pelangai",25666,,,null
1301022006,130102,1301,13,"Sungai Liku Pelangai",25666,,,null
1301022007,130102,1301,13,"Koto VIII Pelangai",25666,,,null
1301022008,130102,1301,13,"Pelangai Gadang",25666,,,null
1301022009,130102,1301,13,"Pelangai Kaciak",25666,,,null
1301022010,130102,1301,13,"Pasia Pelangai",25666,,,null
1301032001,130103,1301,13,Kambang,25663,,,null
1301032002,130103,1301,13,Lakitan,25663,,,null
1301032003,130103,1301,13,"Kambang Utara",25663,,,null
1301032004,130103,1301,13,"Kambang Timur",25663,,,null
1301032005,130103,1301,13,"Kambang Barat",25663,,,null
1301032006,130103,1301,13,"Lakitan Utara",25663,,,null
1301032007,130103,1301,13,"Lakitan Selatan",25663,,,null
1301032008,130103,1301,13,"Lakitan Timur",25663,,,null
1301032009,130103,1301,13,"Lakitan Tengah",25663,,,null
1301042001,130104,1301,13,"IV Koto Hilie",25661,,,null
1301042002,130104,1301,13,"IV Koto Mudiek",25661,,,null
1301042003,130104,1301,13,Taluak,25661,,,null
1301042004,130104,1301,13,"Koto Nan Duo IV Koto Hilie",25661,,,null
1301042005,130104,1301,13,"Koto Nan Tigo IV Koto Hilie",25661,,,null
1301042006,130104,1301,13,"Teratak Tempatih IV Koto Mudiek",25661,,,null
1301042007,130104,1301,13,"Tuik IV Koto Mudiek",25661,,,null
1301042008,130104,1301,13,"Sungai Nyalo IV Koto Mudiek",25661,,,null
1301042009,130104,1301,13,"Taluk Tigo Sakato",25661,,,null
1301052001,130105,1301,13,Painan,25651,,,null
1301052002,130105,1301,13,Tambang,25651,,,null
1301052003,130105,1301,13,Salido,25651,,,null
1301052004,130105,1301,13,Lumpo,25651,,,null
1301052005,130105,1301,13,"Bunga Pasang Salido",25651,,,null
1301052006,130105,1301,13,"Sago Salido",25651,,,null
1301052007,130105,1301,13,"Salido Sari Bulan",25651,,,null
1301052008,130105,1301,13,"Koto Rawang",25651,,,null
1301052009,130105,1301,13,"Limau Gadang Lumpo",25651,,,null
1301052010,130105,1301,13,"Batu Kunik Lumpo",25651,,,null
1301052011,130105,1301,13,"Taratak Tangah Lumpo",25651,,,null
1301052012,130105,1301,13,"Ampuan Lumpo",25651,,,null
1301052013,130105,1301,13,"Ampang Tareh Lumpo",25651,,,null
1301052014,130105,1301,13,"Balai Sinayan Lumpo",25651,,,null
1301052015,130105,1301,13,"Sungai Gayo Lumpo",25651,,,null
1301052016,130105,1301,13,"Sungai Sariak Lumpo",25651,,,null
1301052017,130105,1301,13,"Bukik Kaciak Lumpo",25651,,,null
1301052018,130105,1301,13,"Gunung Bungkuak Lumpo",25651,,,null
1301052019,130105,1301,13,"Painan Selatan Painan",25651,,,null
1301052020,130105,1301,13,"Painan Timur Painan",25651,,,null
1301062005,130106,1301,13,"Koto Berapak",25652,,,null
1301062006,130106,1301,13,Talaok,25652,,,null
1301062007,130106,1301,13,"Pasar Baru",25652,,,null
1301062008,130106,1301,13,"Gurun Panjang",25652,,,null
1301062009,130106,1301,13,"Api-api Pasar Baru",25652,,,null
1301062010,130106,1301,13,"Tanjung Durian Pasar Baru",25652,,,null
1301062011,130106,1301,13,"Asam Kamba Pasar Baru",25652,,,null
1301062012,130106,1301,13,"Sawah Laweh Pasar Baru",25652,,,null
1301062013,130106,1301,13,"Kapeh Panji Jaya Talaok",25652,,,null
1301062014,130106,1301,13,"Aur Begalung Talaok",25652,,,null
1301062015,130106,1301,13,"Kapelgam Koto Berapak",25652,,,null
1301062016,130106,1301,13,"Koto Baru Koto Berapak",25652,,,null
1301062017,130106,1301,13,"Kubang Koto Berapak",25652,,,null
1301062018,130106,1301,13,"Kapujan Koto Berapak",25652,,,null
1301062019,130106,1301,13,"Gurun Panjang Utara",25652,,,null
1301062020,130106,1301,13,"Gurun Panjang Barat",25652,,,null
1301062021,130106,1301,13,"Gurun Panjang Selatan",25652,,,null
1301072001,130107,1301,13,Siguntur,25654,,,null
1301072002,130107,1301,13,"Sungai Pinang",25654,,,null
1301072003,130107,1301,13,Duku,25654,,,null
1301072004,130107,1301,13,"Batu Hampa",25654,,,null
1301072005,130107,1301,13,Nanggalo,25654,,,null
1301072006,130107,1301,13,"Ampang Pulai",25654,,,null
1301072007,130107,1301,13,Kapuh,25654,,,null
1301072008,130107,1301,13,"Barung-Barung Balantai",25654,,,null
1301072009,130107,1301,13,"Barung-Barung Balantai Selatan",25654,,,null
1301072010,130107,1301,13,Mandeh,25654,,,null
1301072011,130107,1301,13,"Kapuah Utara",25654,,,null
1301072012,130107,1301,13,"Taratak Sungai Lundang",25654,,,null
1301072013,130107,1301,13,"Siguntur Tua",25654,,,null
1301072014,130107,1301,13,"Kampung Baru Korong Nan Ampek",25654,,,null
1301072015,130107,1301,13,"Duku Utara",25654,,,null
1301072016,130107,1301,13,"Pulau Karam Ampang Pulai",25654,,,null
1301072017,130107,1301,13,"Jinang Kampung Pansur Ampang Pulai",25654,,,null
1301072018,130107,1301,13,"Cerocok Anau Ampang Pulai",25654,,,null
1301072019,130107,1301,13,"Sungai Nyalo Mudiak Aia",25654,,,null
1301072020,130107,1301,13,"Batu Hampar Selatan",25654,,,null
1301072021,130107,1301,13,"Barung-Barung Balantai Timur",25654,,,null
1301072022,130107,1301,13,"Barung-Barung Balantai Tengah",25654,,,null
1301072023,130107,1301,13,"Setara Nanggalo",25654,,,null
1301082001,130108,1301,13,Taratak,25662,,,null
1301082002,130108,1301,13,Surantih,25662,,,null
1301082003,130108,1301,13,"Amping Parak",25662,,,null
1301082004,130108,1301,13,"Amping Parak Timur",25662,,,null
1301082005,130108,1301,13,"Koto Taratak",25662,,,null
1301082006,130108,1301,13,"Lansano Taratak",25662,,,null
1301082007,130108,1301,13,"Aur Duri Surantih",25662,,,null
1301082008,130108,1301,13,"Rawang Gunung Malelo Surantih",25662,,,null
1301082009,130108,1301,13,"Koto Nan Tigo Selatan Surantih",25662,,,null
1301082010,130108,1301,13,"Koto Nan Tigo Utara Surantih",25662,,,null
1301082011,130108,1301,13,"Ganting Mudiak Selatan Surantih",25662,,,null
1301082012,130108,1301,13,"Ganting Mudiak Utara Surantih",25662,,,null
1301092001,130109,1301,13,Punggasan,25668,,,null
1301092002,130109,1301,13,"Air Haji",25668,,,null
1301092003,130109,1301,13,"Punggasan Utara",25668,,,null
1301092004,130109,1301,13,"Punggasan Timur",25668,,,null
1301092005,130109,1301,13,"Padang XI Punggasan",25668,,,null
1301092006,130109,1301,13,"Lagan Mudik Punggasan",25668,,,null
1301092007,130109,1301,13,"Lagan Hilir Punggasan",25668,,,null
1301092008,130109,1301,13,"Air Haji Tenggara",25668,,,null
1301092009,130109,1301,13,"Pasar Lama Muara Air Haji",25668,,,null
1301092010,130109,1301,13,"Pasar Bukit Air Haji",25668,,,null
1301092011,130109,1301,13,"Air Haji Barat",25668,,,null
1301092012,130109,1301,13,"Air Haji Tengah",25668,,,null
1301092013,130109,1301,13,"Rantau Simalenang Air Haji",25668,,,null
1301092014,130109,1301,13,"Muara Gadang Air Haji",25668,,,null
1301092015,130109,1301,13,"Sungai Sirah Air Haji",25668,,,null
1301092016,130109,1301,13,"Muara Kandis Punggasan",25668,,,null
1301102001,130110,1301,13,Lunang,25674,,,null
1301102003,130110,1301,13,"Lunang Utara",25674,,,null
1301102004,130110,1301,13,"Lunang Selatan",25674,,,null
1301102005,130110,1301,13,"Lunang Barat",25674,,,null
1301102015,130110,1301,13,"Sindang Lunang",25674,,,null
1301102016,130110,1301,13,"Pondok Parian Lunang",25674,,,null
1301102017,130110,1301,13,"Lunang Tengah",25674,,,null
1301102018,130110,1301,13,"Lunang Satu",25674,,,null
1301102019,130110,1301,13,"Lunang Dua",25674,,,null
1301102020,130110,1301,13,"Lunang Tiga",25674,,,null
1301112001,130111,1301,13,Tapan,25672,,,null
1301112002,130111,1301,13,"Pasar Tapan",25672,,,null
1301112007,130111,1301,13,"Batang Arah Tapan",25672,,,null
1301112008,130111,1301,13,"Ampang Tulak Tapan",25672,,,null
1301112009,130111,1301,13,"Tanjung Pondok Tapan",25672,,,null
1301112010,130111,1301,13,"Batang Betung Tapan",25672,,,null
1301112016,130111,1301,13,"Bukit Buai Tapan",25672,,,null
1301112017,130111,1301,13,"Riak Danau Tapan",25672,,,null
1301112018,130111,1301,13,"Koto Anau Tapan",25672,,,null
1301112019,130111,1301,13,"Dusun Baru Tapan",25672,,,null
1301122001,130112,1301,13,Puluik-Puluik,25653,,,null
1301122002,130112,1301,13,"Koto Ranah",25653,,,null
1301122003,130112,1301,13,"Muaro Aie",25653,,,null
1301122004,130112,1301,13,"Pancuang Taba",25653,,,null
1301122005,130112,1301,13,"Puluik-Puluik Selatan",25653,,,null
1301122006,130112,1301,13,"Limau Gadang Pancung Taba",25653,,,null
1301132001,130113,1301,13,"Inderapura Utara",25673,,,null
1301132002,130113,1301,13,"Muara Inderapura",25673,,,null
1301132003,130113,1301,13,"Damar Lapan Batang Inderapura",25673,,,null
1301132004,130113,1301,13,"Lalang Panjang Inderapura",25673,,,null
1301132005,130113,1301,13,"Palokan Inderapura",25673,,,null
1301132006,130113,1301,13,"Lubuk Betung Inderapura",25673,,,null
1301132007,130113,1301,13,"Tluk Kualo Inderapura",25673,,,null
1301132008,130113,1301,13,"Tanah Bakali Inderapura",25673,,,null
1301132009,130113,1301,13,"Inderapura Timur",25673,,,null
1301132010,130113,1301,13,"Pulau Rajo Inderapura",25673,,,null
1301142001,130114,1301,13,"Sungai Gambir Sako Tapan",25670,,,null
1301142002,130114,1301,13,"Limau Purut Tapan",25670,,,null
1301142003,130114,1301,13,"Talang Balarik Tapan",25670,,,null
1301142004,130114,1301,13,"Tebing Tinggi Tapan",25670,,,null
