code,regency_code,province_code,name
750101,7501,75,Limboto
750102,7501,75,Telaga
750103,7501,75,Batudaa
750104,7501,75,Tibawa
750105,7501,75,"Batudaa Pantai"
750109,7501,75,Boliyohuto
750110,7501,75,"Telaga Biru"
750111,7501,75,Bongomeme
750113,7501,75,Tolangohula
750114,7501,75,Mootilango
750116,7501,75,Pulubala
750117,7501,75,"Limboto Barat"
750118,7501,75,Tilango
750119,7501,75,Tabongo
750120,7501,75,Biluhu
750121,7501,75,Asparaga
750122,7501,75,"Talaga Jaya"
750123,7501,75,Bilato
750124,7501,75,Dungaliyo
750201,7502,75,Paguyaman
750202,7502,75,Wonosari
750203,7502,75,Dulupi
750204,7502,75,Tilamuta
750205,7502,75,Mananggu
750206,7502,75,Botumoita
750207,7502,75,"Paguyaman Pantai"
750301,7503,75,Tapa
750302,7503,75,Kabila
750303,7503,75,Suwawa
750304,7503,75,Bonepantai
750305,7503,75,"Bulango Utara"
750306,7503,75,Tilongkabila
750307,7503,75,Botupingge
750308,7503,75,"Kabila Bone"
750309,7503,75,Bone
750310,7503,75,"Bone Raya"
750311,7503,75,"Suwawa Timur"
750312,7503,75,"Suwawa Selatan"
750313,7503,75,"Suwawa Tengah"
750314,7503,75,"Bulango Ulu"
750315,7503,75,"Bulango Selatan"
750316,7503,75,"Bulango Timur"
750317,7503,75,Bulawa
750318,7503,75,Pinogu
750401,7504,75,Popayato
750402,7504,75,Lemito
750403,7504,75,Randangan
750404,7504,75,Marisa
750405,7504,75,Paguat
750406,7504,75,Patilanggio
750407,7504,75,Taluditi
750408,7504,75,Dengilo
750409,7504,75,Buntulia
750410,7504,75,Duhiadaa
750411,7504,75,Wanggarasi
750412,7504,75,"Popayato Timur"
750413,7504,75,"Popayato Barat"
750501,7505,75,Atinggola
750502,7505,75,Kwandang
750503,7505,75,Anggrek
750504,7505,75,Sumalata
750505,7505,75,Tolinggula
750506,7505,75,"Gentuma Raya"
750507,7505,75,Tomolito
750508,7505,75,"Ponelo Kepulauan"
750509,7505,75,Monano
750510,7505,75,Biau
750511,7505,75,"Sumalata Timur"
757101,7571,75,"Kota Barat"
757102,7571,75,"Kota Selatan"
757103,7571,75,"Kota Utara"
757104,7571,75,Dungingi
757105,7571,75,"Kota Timur"
757106,7571,75,"Kota Tengah"
757107,7571,75,Sipatana
757108,7571,75,"Dumbo Raya"
757109,7571,75,Hulonthalangi
