code,district_code,regency_code,province_code,name,postal_code,latitude,longitude
7101052001,710105,7101,71,Ayong,95742,0.78956000277193,123.89551908225
7101052002,710105,7101,71,Babo,95742,0.80804204997142,123.87053572747
7101052003,710105,7101,71,Bolangat,95742,0.77907904287675,123.86492222694
7101052004,710105,7101,71,Maelang,95742,0.74617009841919,123.81457692325
7101052005,710105,7101,71,"Domisil Moonow",95742,0.75623407534028,123.75295600199
7101052006,710105,7101,71,Pangi,95742,0.84145866612608,123.72977044541
7101052012,710105,7101,71,Lolanan,95742,0.72832681659212,123.85060803007
7101052015,710105,7101,71,Cempaka,95742,0.82841897106547,123.89303273484
7101052017,710105,7101,71,"Batu Merah",95742,0.78618311888918,123.79870557641
7101052018,710105,7101,71,"Pasir Putih",95742,0.83550738856907,123.81103102049
7101052019,710105,7101,71,"Pangi Timur",95742,0.826138315211,123.73818961152
7101052020,710105,7101,71,"Bolangat Timur",95742,0.83014623639723,123.85294777839
7101092001,710109,7101,71,Matayangan,95731,0.46132160111477,123.94491966281
7101092002,710109,7101,71,Uuan,95731,0.48556748451507,123.99006827827
7101092003,710109,7101,71,Ikhwan,95731,0.4821778561994,123.92369661389
7101092004,710109,7101,71,Doloduo,95731,0.53590863239066,123.95964391974
7101092005,710109,7101,71,"Wangga Baru",95731,0.52513219128309,123.97646960639
7101092010,710109,7101,71,Toraut,95731,0.512687346315,123.78073169749
7101092011,710109,7101,71,Mekaruo,95731,0.53571774814375,123.93405518785
7101092017,710109,7101,71,"Toraut Utara",95731,0.56829823466282,123.85349577847
7101092018,710109,7101,71,"Doloduo Satu",95731,0.52083112895169,123.95390242499
7101092019,710109,7101,71,"Doloduo Dua",95731,0.52460222023454,123.9469465342
7101092020,710109,7101,71,"Doloduo Tiga",95731,0.52243188972132,123.9338315778
7101092022,710109,7101,71,"Toraut Tengah",95731,0.56348969853111,123.79645966259
7101101003,710110,7101,71,Imandi,95736,0.57409819791782,124.06878455501
7101102001,710110,7101,71,Tonom,95736,0.56387015899525,124.0375733162
7101102002,710110,7101,71,Mogoyunggung,95736,0.54276755472689,124.06822026379
7101102004,710110,7101,71,Modomang,95736,0.58877128525288,124.08170395694
7101102005,710110,7101,71,"Kembang Mertha",95736,0.5803975093269,124.13052629133
7101102006,710110,7101,71,Dumoga,95736,0.61930872284882,124.05504194481
7101102013,710110,7101,71,Pinonobatuan,95736,0.55971353626984,124.10577464632
7101102017,710110,7101,71,"Dumoga II",95736,0.60985098146745,124.04979416077
7101102018,710110,7101,71,"Pinonobatuan Barat",95736,0.54642519592582,124.08781515706
7101102019,710110,7101,71,"Amertha Sari",95736,0.59565499211919,124.09406573843
7101102020,710110,7101,71,"Kembang Sari",95736,0.61433327772377,124.09949981073
7101102021,710110,7101,71,"Amertha Buana",95736,0.60317178021035,124.10066835254
7101102023,710110,7101,71,"Mogoyunggung Satu",95736,0.57278660289839,124.06047726283
7101102024,710110,7101,71,"Mogoyunggung Dua",95736,0.54236492874133,124.05362662083
7101102025,710110,7101,71,"Dumoga Tiga",95736,0.62917528288876,124.07663437921
7101102026,710110,7101,71,"Dumoga Empat",95736,0.62593135082814,124.06727298293
7101112001,710111,7101,71,"Tumokang Baru",95734,0.6040642236322,123.78994381402
7101112002,710111,7101,71,"Mopugad Utara",95734,0.63385427922969,123.8406122422
7101112003,710111,7101,71,"Mopugad Selatan",95734,0.54906619905494,123.95474827906
7101112004,710111,7101,71,"Mopuya Utara",95734,0.60489299390934,123.97366891568
7101112005,710111,7101,71,"Mopuya Selatan",95734,0.56550176240963,123.9935023262
7101112007,710111,7101,71,Dondomon,95734,0.54431502506087,123.98433407936
7101112014,710111,7101,71,"Mopugad Utara Satu",95734,0.62492062844067,123.91219961673
7101112015,710111,7101,71,"Mopugad Utara Dua",95734,0.61760836240912,123.93600031086
7101112016,710111,7101,71,"Mopugad Selatan Satu",95734,0.55216775715169,123.96399248274
7101112017,710111,7101,71,"Mopuya Utara Satu",95734,0.61438352906033,123.95281272758
7101112018,710111,7101,71,"Mopuya Utara Dua",95734,0.60829415875121,123.94616764693
7101112019,710111,7101,71,"Mopuya Selatan Satu",95734,0.56231551082878,123.98727782818
7101112020,710111,7101,71,"Mopuya Selatan Dua",95734,0.55638910519109,123.97671862794
7101112024,710111,7101,71,"Dondomon Utara",95734,0.55011036734804,123.98544971571
7101112025,710111,7101,71,"Dondomon Selatan",95734,0.54095007539682,123.99668431031
7101112026,710111,7101,71,"Tumokang Timur",95734,0.61927455533916,123.82032180616
7101122001,710112,7101,71,Totabuan,95741,0.75478917030371,124.0864795236
