code,province_code,name,latitude,longitude
7101,71,"Kab. Bolaang Mongondow",0.70754052052732,124.03855699611
7102,71,"Kab. Minahasa",1.2500305141379,124.85811263763
7103,71,"Kab. Kepulauan Sangihe",3.5526798785623,125.54098144611
7104,71,"Kab. Kepulauan Talaud",4.2257232420572,126.7810758664
7105,71,"Kab. Minahasa Selatan",1.0849712837909,124.51890029185
7106,71,"Kab. Minahasa Utara",1.5480922268034,125.00529466134
7107,71,"Kab. Minahasa Tenggara",1.0121994191861,124.71665253725
7108,71,"Kab. Bolaang Mongondow Utara",0.76763959144712,123.47646833626
7109,71,"Kab. Kep. Siau Tagulandang Biaro",2.539117563181,125.39693568192
7110,71,"Kab. Bolaang Mongondow Timur",0.71602191739331,124.5098867138
7111,71,"Kab. Bolaang Mongondow Selatan",0.44310723200512,123.92826282447
7171,71,"Kota Manado",1.5249208884877,124.84790009538
7172,71,"Kota Bitung",1.4898111811434,125.15797427809
7173,71,"Kota Tomohon",1.3305321031292,124.81504660779
7174,71,"Kota Kotamobagu",0.7110773575761,124.31830775994
