code,district_code,regency_code,province_code,name,postal_code
3601012001,360101,3601,36,Sumberjaya,42283
3601012002,360101,3601,36,Kertajaya,42283
3601012003,360101,3601,36,Kertamukti,42283
3601012004,360101,3601,36,Tunggaljaya,42283
3601012005,360101,3601,36,Cigorondong,42283
3601012006,360101,3601,36,Tamanjaya,42283
3601012007,360101,3601,36,Ujungjaya,42283
3601022001,360102,3601,36,Rancapinang,42284
3601022002,360102,3601,36,Cibadak,42284
3601022003,360102,3601,36,Tugu,42284
3601022004,360102,3601,36,Batuhideung,42284
3601022005,360102,3601,36,Padasuka,42284
3601022006,360102,3601,36,Ciburial,42284
3601022007,360102,3601,36,Cijaralang,42284
3601022008,360102,3601,36,Cimanggu,42284
3601022009,360102,3601,36,Mangkualam,42284
3601022010,360102,3601,36,"Tangkil Sari",42284
3601022011,360102,3601,36,"Waringin Kurung",42284
3601022012,360102,3601,36,Kramatjaya,42284
3601032001,360103,3601,36,Mendung,42285
3601032006,360103,3601,36,Sudimanik,42285
3601032007,360103,3601,36,Curug,42285
3601032008,360103,3601,36,Cibingbin,42285
3601032009,360103,3601,36,Sukajadi,42285
3601032011,360103,3601,36,Mahendra,42285
3601032012,360103,3601,36,Cibaliung,42285
3601032015,360103,3601,36,Cihanjuang,42285
3601032016,360103,3601,36,Sorongan,42285
3601042001,360104,3601,36,Tanjungan,42286
3601042002,360104,3601,36,Sumurbatu,42286
3601042003,360104,3601,36,Sukawaris,42286
3601042004,360104,3601,36,Rancaseneng,42286
3601042005,360104,3601,36,Parungkokosan,42286
3601042006,360104,3601,36,Nanggala,42286
3601042007,360104,3601,36,Cikeusik,42286
3601042008,360104,3601,36,Cikadongdong,42286
3601042009,360104,3601,36,Curugciung,42286
3601042010,360104,3601,36,Leuwibalang,42286
3601042011,360104,3601,36,Sukaseneng,42286
3601042012,360104,3601,36,Sukamulya,42286
3601042013,360104,3601,36,Umbulan,42286
3601042014,360104,3601,36,Cikiruhwetan,42286
3601052001,360105,3601,36,Karangbolong,42282
3601052002,360105,3601,36,Katumbiri,42282
3601052003,360105,3601,36,Waringinjaya,42282
3601052004,360105,3601,36,Karyabuana,42282
3601052005,360105,3601,36,Tarumanagara,42282
3601052006,360105,3601,36,Ciseureuheun,42282
3601052007,360105,3601,36,Banyuasih,42282
3601052009,360105,3601,36,Cigeulis,42282
3601052010,360105,3601,36,Sinarjaya,42282
3601062001,360106,3601,36,Panimbangjaya,42281
3601062002,360106,3601,36,Mekarjaya,42281
3601062004,360106,3601,36,Gombong,42281
3601062009,360106,3601,36,"Mekar Jaya",42281
3601062011,360106,3601,36,Citeureup,42281
3601062012,360106,3601,36,Tanjungjaya,42281
3601072001,360107,3601,36,Angsana,42277
3601072002,360107,3601,36,Padaherang,42277
3601072003,360107,3601,36,Padamulya,42277
3601072004,360107,3601,36,Karangsari,42277
3601072005,360107,3601,36,Cikayas,42277
3601072006,360107,3601,36,Sumurlaban,42277
3601072007,360107,3601,36,Kadubadak,42277
3601072009,360107,3601,36,Cipinang,42277
3601072010,360107,3601,36,Kramatmanik,42277
3601082001,360108,3601,36,Pasanggrahan,42275
3601082002,360108,3601,36,Sukasaba,42275
3601082005,360108,3601,36,Gunungbatu,42275
3601082006,360108,3601,36,Panacaran,42275
3601082007,360108,3601,36,Curuglanglang,42275
3601082008,360108,3601,36,Munjul,42275
3601082009,360108,3601,36,Cibitung,42275
3601082011,360108,3601,36,Kotadukuh,42275
3601082018,360108,3601,36,Lebak,42275
3601092001,360109,3601,36,Sukadame,42265
3601092002,360109,3601,36,Pagelaran,42265
3601092003,360109,3601,36,Surakarta,42265
3601092004,360109,3601,36,Montor,42265
3601092005,360109,3601,36,Kertasana,42265
3601092006,360109,3601,36,Bama,42265
3601092007,360109,3601,36,Margasana,42265
3601092008,360109,3601,36,Sindanglaya,42265
3601092009,360109,3601,36,Tegalpapak,42265
3601092010,360109,3601,36,Bulagor,42265
3601092011,360109,3601,36,Harapankarya,42265
3601092012,360109,3601,36,Senangsari,42265
3601092013,360109,3601,36,Margagiri,42265
3601102001,360110,3601,36,Mekarsari,42274
3601102002,360110,3601,36,Cijakan,42274
3601102003,360110,3601,36,Geredug,42274
3601102004,360110,3601,36,Bojong,42274
3601102005,360110,3601,36,Banyumas,42274
3601102006,360110,3601,36,Citumenggung,42274
3601102007,360110,3601,36,Manggungjaya,42274
3601102008,360110,3601,36,Cahayamekar,42274
3601112001,360111,3601,36,Pasirsedang,42275
3601112002,360111,3601,36,Cililitan,42275
3601112003,360111,3601,36,Kadupandak,42275
3601112004,360111,3601,36,Kolelet,42275
3601112005,360111,3601,36,Ciherang,42275
3601112006,360111,3601,36,Bungurcopong,42275
3601112007,360111,3601,36,Pasirpanjang,42275
3601112008,360111,3601,36,Kadubera,42275
3601112009,360111,3601,36,Ganggaeng,42275
3601122001,360112,3601,36,Rancateureup,42260
3601122002,360112,3601,36,Labuan,42260
3601122003,360112,3601,36,Banyubiru,42260
3601122004,360112,3601,36,Caringin,42260
3601122010,360112,3601,36,Teluk,42260
3601122012,360112,3601,36,Cigondang,42260
3601122013,360112,3601,36,Kalanganyar,42260
3601122014,360112,3601,36,Sukamaju,42260
3601122015,360112,3601,36,Banyumekar,42260
3601132001,360113,3601,36,Alaswangi,42262
3601132002,360113,3601,36,Tegalwangi,42262
3601132003,360113,3601,36,Kananga,42262
3601132004,360113,3601,36,Cigandeng,42262
3601132005,360113,3601,36,Menes,42262
3601132006,360113,3601,36,Muruy,42262
3601132010,360113,3601,36,Sukamanah,42262
3601132011,360113,3601,36,Purwaraja,42262
3601132012,360113,3601,36,Sindangkarya,42262
3601132013,360113,3601,36,Cilabanbulan,42262
3601132015,360113,3601,36,Kadupayung,42262
3601132016,360113,3601,36,Ramaya,42262
3601142001,360114,3601,36,Langensari,42278
3601142002,360114,3601,36,Medalsari,42278
3601142003,360114,3601,36,Majau,42278
3601142004,360114,3601,36,Sodong,42278
3601142005,360114,3601,36,Talagasari,42278
3601142006,360114,3601,36,Ciandur,42278
3601142007,360114,3601,36,Kadudampit,42278
3601142008,360114,3601,36,Wanagiri,42278
3601142009,360114,3601,36,Parigi,42278
3601142010,360114,3601,36,Mekarwangi,42278
3601142011,360114,3601,36,Saketi,42278
3601142012,360114,3601,36,Girijaya,42278
3601142013,360114,3601,36,Sindanghayu,42278
3601142014,360114,3601,36,Sukalangu,42278
3601152001,360115,3601,36,Palanyar,42272
3601152002,360115,3601,36,Baturanjang,42272
3601152003,360115,3601,36,Cikadueun,42272
3601152004,360115,3601,36,Koncang,42272
3601152005,360115,3601,36,Kadugadung,42272
3601152006,360115,3601,36,Parumasan,42272
3601152007,360115,3601,36,Curugbarang,42272
3601152008,360115,3601,36,Kalanggunung,42272
3601152009,360115,3601,36,Pasireurih,42272
3601152010,360115,3601,36,Pasirmae,42272
3601162001,360116,3601,36,Pamarayan,42263
3601162002,360116,3601,36,Jiput,42263
3601162003,360116,3601,36,Sukacai,42263
3601162004,360116,3601,36,Tenjolahang,42263
3601162005,360116,3601,36,Janaka,42263
3601162006,360116,3601,36,Sikulan,42263
3601162007,360116,3601,36,Citaman,42263
3601162008,360116,3601,36,Jayamekar,42263
3601162011,360116,3601,36,Sukamanah,42263
3601162012,360116,3601,36,Salapraya,42263
3601162013,360116,3601,36,Banyuresmi,42263
3601162014,360116,3601,36,"Sampang Bitung",42263
3601162015,360116,3601,36,Babadsari,42263
3601172001,360117,3601,36,Pandat,42261
3601172002,360117,3601,36,Cikoneng,42261
3601172003,360117,3601,36,Nembol,42261
3601172004,360117,3601,36,Kurungkambing,42261
3601172005,360117,3601,36,Mandalawangi,42261
3601172006,360117,3601,36,Sinarjaya,42261
3601172007,360117,3601,36,Sirnagalih,42261
3601172008,360117,3601,36,Cikumbuen,42261
3601172009,360117,3601,36,Ramea,42261
3601172010,360117,3601,36,Gunungsari,42261
3601172011,360117,3601,36,Panjangjaya,42261
3601172012,360117,3601,36,Giripawana,42261
3601172013,360117,3601,36,Mandalasari,42261
3601172014,360117,3601,36,Curuglemo,42261
3601172015,360117,3601,36,Pari,42261
3601182001,360118,3601,36,Cimanuk,42270
3601182002,360118,3601,36,Batubantar,42270
3601182003,360118,3601,36,Kadubungbang,42270
3601182004,360118,3601,36,Kupahandap,42270
3601182005,360118,3601,36,Dalembalar,42270
3601182006,360118,3601,36,Kadumadang,42270
3601182007,360118,3601,36,Rocek,42270
3601182008,360118,3601,36,Kadudodol,42270
3601182010,360118,3601,36,Gunungdatar,42270
3601182013,360118,3601,36,Sekong,42270
3601182015,360118,3601,36,Gunungcupu,42270
3601192001,360119,3601,36,Campaka,42253
3601192002,360119,3601,36,Banyumundu,42253
3601192003,360119,3601,36,Mandalasari,42253
3601192004,360119,3601,36,Sukasari,42253
3601192005,360119,3601,36,Saninten,42253
3601192006,360119,3601,36,Palurahan,42253
3601192007,360119,3601,36,Sukamanah,42253
3601192008,360119,3601,36,Kadugemblo,42253
3601192009,360119,3601,36,Banjarsari,42253
3601192010,360119,3601,36,Ciputri,42253
3601202002,360120,3601,36,Citalahab,42252
3601202004,360120,3601,36,Kadulimus,42252
3601202005,360120,3601,36,Bandung,42252
3601202006,360120,3601,36,Mogana,42252
3601202007,360120,3601,36,Banjar,42252
3601202008,360120,3601,36,Gunungputri,42252
3601202010,360120,3601,36,Cibodas,42252
3601202011,360120,3601,36,Kadubale,42252
3601202012,360120,3601,36,Cibeureum,42252
3601202013,360120,3601,36,Kadumaneuh,42252
3601202014,360120,3601,36,Pasirawi,42252
3601211002,360121,3601,36,Kadomas,42218
3601211003,360121,3601,36,"Babakan Kalanganyar",42219
3601211004,360121,3601,36,Kabayan,42212
3601211009,360121,3601,36,Pandeglang,42211
3601222001,360122,3601,36,Kaduengang,42251
3601222002,360122,3601,36,Pasirpeuteuy,42251
3601222003,360122,3601,36,Kurungdahu,42251
3601222004,360122,3601,36,Kaduela,42251
3601222005,360122,3601,36,Koranji,42251
3601222006,360122,3601,36,Tapos,42251
3601222007,360122,3601,36,Cadasari,42251
3601222008,360122,3601,36,Ciinjuk,42251
3601222009,360122,3601,36,Kaungcaang,42251
3601222010,360122,3601,36,Cikentrung,42251
3601222013,360122,3601,36,Tanagara,42251
3601232001,360123,3601,36,Rawasari,42273
3601232002,360123,3601,36,Pasireurih,42273
3601232003,360123,3601,36,Kaduronyok,42273
3601232004,360123,3601,36,Cibarani,42273
3601232005,360123,3601,36,Cisereh,42273
3601232006,360123,3601,36,Kubangkondang,42273
3601232007,360123,3601,36,Kondangjaya,42273
3601232008,360123,3601,36,Ciherangjaya,42273
