code,regency_code,province_code,name,latitude,longitude
310101,3101,31,"Kepulauan Seribu Utara",-5.5801344804456,106.55358267846
310102,3101,31,"Kepulauan Seribu Selatan.",-5.9010106247185,106.62129892421
317101,3171,31,Gambir,-6.171453896602,106.81812792272
317102,3171,31,"Sawah Besar",-6.1538962213787,106.83323769911
317103,3171,31,Kemayoran,-6.1626980787063,106.85581721329
317104,3171,31,Senen,-6.1842485715628,106.84590415766
317105,3171,31,"Cempaka Putih",-6.1808819206037,106.8681178598
317106,3171,31,Menteng,-6.1958300525248,106.83529809327
317107,3171,31,"Tanah Abang",-6.205426813836,106.80938373354
317108,3171,31,"Johar Baru",-6.1821141529109,106.85459124969
317201,3172,31,Penjaringan,-6.1150364588371,106.76393197307
317202,3172,31,"Tanjung Priok",-6.1318857470731,106.87496607722
317203,3172,31,Koja,-6.121465205515,106.90495663256
317204,3172,31,Cilincing,-6.124277181194,106.94209030959
317205,3172,31,Pademangan,-6.1300565634945,106.83812385929
317206,3172,31,"Kelapa Gading",-6.1610431501603,106.90368763453
317301,3173,31,Cengkareng,-6.1514688726806,106.73685128
317302,3173,31,"Grogol Petamburan",-6.1634134423905,106.78648613173
317303,3173,31,"Taman Sari",-6.1481414233628,106.81837525399
317304,3173,31,Tambora,-6.1474996736301,106.80349541273
317305,3173,31,"Kebon Jeruk",-6.189506823267,106.76905850449
317306,3173,31,Kalideres,-6.1346109303175,106.70390275499
317307,3173,31,"Pal Merah",-6.1917339247128,106.79558621177
317308,3173,31,Kembangan,-6.1982293398009,106.74182320739
317401,3174,31,Tebet,-6.2288580575524,106.85087909598
317402,3174,31,Setiabudi,-6.2196218755992,106.82998541768
317403,3174,31,"Mampang Prapatan",-6.2523139926038,106.82098630074
317404,3174,31,"Pasar Minggu",-6.2908320141715,106.82929198995
317405,3174,31,"Kebayoran Lama",-6.2495017348382,106.78007755677
317406,3174,31,Cilandak,-6.2926711592313,106.79333338631
317407,3174,31,"Kebayoran Baru",-6.244730147722,106.80144167777
317408,3174,31,Pancoran,-6.2553392725135,106.84363261419
317409,3174,31,Jagakarsa,-6.3340198478541,106.82235854741
317410,3174,31,Pesanggrahan,-6.2503824329371,106.75868031992
317501,3175,31,Matraman,-6.203612994784,106.86453674922
317502,3175,31,Pulogadung,-6.1931990013128,106.88900534779
317503,3175,31,Jatinegara,-6.2273038301932,106.87742491284
317504,3175,31,Kramatjati,-6.2763072672052,106.86544206685
317505,3175,31,"Pasar Rebo",-6.3264150192353,106.8572563052
317506,3175,31,Cakung,-6.1884796644661,106.94085061111
317507,3175,31,"Duren Sawit",-6.2325010772897,106.92055669093
317508,3175,31,Makasar,-6.2663079405139,106.89111114401
317509,3175,31,Ciracas,-6.3338975036414,106.8783957373
317510,3175,31,Cipayung,-6.325341687675,106.90355627185
