code,district_code,regency_code,province_code,name,postal_code
6101012001,610101,6101,61,"Dalam Kaum",79460
6101012002,610101,6101,61,"Lubuk Dagang",79460
6101012003,610101,6101,61,"Tanjung Bugis",79460
6101012004,610101,6101,61,Pendawan,79460
6101012005,610101,6101,61,"Pasar Melayu",79460
6101012006,610101,6101,61,Durian,79460
6101012007,610101,6101,61,Lorong,79460
6101012008,610101,6101,61,Jagur,79460
6101012009,610101,6101,61,"Tumuk Manggis",79460
6101012010,610101,6101,61,"Tanjung Mekar",79460
6101012011,610101,6101,61,Sebayan,79460
6101012012,610101,6101,61,Kartiasa,79460
6101012013,610101,6101,61,"Saing Rambi",79460
6101012014,610101,6101,61,Lumbang,79460
6101012015,610101,6101,61,"Sungai Rambah",79460
6101012023,610101,6101,61,Gapura,79460
6101012024,610101,6101,61,"Sumber Harapan",79460
6101012029,610101,6101,61,Semangau,79460
6101022001,610102,6101,61,"Sungai Kumpai",79469
6101022002,610102,6101,61,Sekura,79469
6101022003,610102,6101,61,"Tri Mandayan",79469
6101022004,610102,6101,61,Pedada,79469
6101022005,610102,6101,61,Lela,79469
6101022006,610102,6101,61,Puringan,79469
6101022007,610102,6101,61,Berlimang,79469
6101022008,610102,6101,61,"Sungai Baru",79469
6101022009,610102,6101,61,Sengawang,79469
6101022010,610102,6101,61,"Teluk Kaseh",79469
6101022011,610102,6101,61,Sepadu,79469
6101022012,610102,6101,61,Tambatan,79469
6101022013,610102,6101,61,Kubangga,79469
6101022020,610102,6101,61,"Sungai Serabek",79469
6101022021,610102,6101,61,"Sayang Sedayu",79469
6101022022,610102,6101,61,"Pipit Teja",79469
6101022024,610102,6101,61,"Matang Segantar",79469
6101022025,610102,6101,61,Mulia,79469
6101022026,610102,6101,61,"Teluk Kumbang",79469
6101022027,610102,6101,61,Samustida,79469
6101022028,610102,6101,61,"Tanjung Kerucut",79469
6101022029,610102,6101,61,Sebagu,79469
6101022030,610102,6101,61,"Mekar Sekuntum",79469
6101022031,610102,6101,61,"Kuala Pangkalan Keramat",79469
6101022032,610102,6101,61,Sabing,79469
6101032001,610103,6101,61,"Sarang Burung Danau",79454
6101032002,610103,6101,61,"Sungai Nilam",79454
6101032003,610103,6101,61,"Sarang Burung Kolam",79454
6101032004,610103,6101,61,"Sarang Burung Usrat",79454
6101032005,610103,6101,61,"Sarang Burung Kuala",79454
6101032006,610103,6101,61,Pelimpaan,79454
6101032007,610103,6101,61,"Parit Setia",79454
6101032008,610103,6101,61,Bakau,79454
6101032009,610103,6101,61,"Sungai Nyirih",79454
6101032010,610103,6101,61,Sentebang,79454
6101032011,610103,6101,61,"Dungun Laut",79454
6101032021,610103,6101,61,Lambau,79454
6101032022,610103,6101,61,"Mutus Darussalam",79454
6101042001,610104,6101,61,"Tebas Kuala",79461
6101042002,610104,6101,61,"Tebas Sungai",79461
6101042003,610104,6101,61,Sempalai,79461
6101042004,610104,6101,61,Bekut,79461
6101042005,610104,6101,61,Seberkat,79461
6101042006,610104,6101,61,Sejiram,79461
6101042007,610104,6101,61,Makrampai,79461
6101042008,610104,6101,61,"Mekar Sekuntum",79461
6101042009,610104,6101,61,Mensere,79461
6101042010,610104,6101,61,Pusaka,79461
