code,district_code,regency_code,province_code,name,postal_code
9101011002,910101,9101,91,Samkai,
9101011003,910101,9101,91,"Karang Indah",
9101011004,910101,9101,91,Mandala,
9101011005,910101,9101,91,Maro,
9101011006,910101,9101,91,"Kelapa Lima",
9101011007,910101,9101,91,"Rimba Jaya",
9101011014,910101,9101,91,"Bambu Pemali",
9101011015,910101,9101,91,"Seringgu Jaya",
9101011016,910101,9101,91,Kamundu,
9101011017,910101,9101,91,Kamahedoga,
9101011018,910101,9101,91,Muli,
9101012001,910101,9101,91,Nasem,
9101012013,910101,9101,91,Wasur,
9101012019,910101,9101,91,Bokem,
9101012020,910101,9101,91,Buti,
9101012021,910101,9101,91,Nggolar,
9101022001,910102,9101,91,Muting,
9101022003,910102,9101,91,Boha,
9101022005,910102,9101,91,Wan,
9101022006,910102,9101,91,Kolam,
9101022007,910102,9101,91,Selauw,
9101022008,910102,9101,91,Pachas,
9101022010,910102,9101,91,"Seed Agung",
9101022011,910102,9101,91,"Enggol Jaya",
9101022012,910102,9101,91,"Manway Bop",
9101022013,910102,9101,91,"Efkab Makmur",
9101022014,910102,9101,91,"Sigabel Jaya",
9101022015,910102,9101,91,Andaito,
9101032001,910103,9101,91,Okaba,
9101032005,910103,9101,91,Wambi,
9101032006,910103,9101,91,Makaling,
9101032007,910103,9101,91,Alatep,
9101032018,910103,9101,91,Iwol,
9101032019,910103,9101,91,Dufmiraf,
9101032020,910103,9101,91,Alaku,
9101032021,910103,9101,91,Sanggase,
9101032024,910103,9101,91,"Es Wambi",
9101042001,910104,9101,91,Kimaam,
9101042002,910104,9101,91,Komolom,
9101042003,910104,9101,91,Kumbis,
9101042004,910104,9101,91,Kalilam,
9101042005,910104,9101,91,Teri,
9101042018,910104,9101,91,Mambum,
9101042019,910104,9101,91,Kiworo,
9101042020,910104,9101,91,Woner,
9101042021,910104,9101,91,Deka,
9101042022,910104,9101,91,Turiram,
9101042033,910104,9101,91,Purawanderu,
9101042034,910104,9101,91,Umanderu,
9101042035,910104,9101,91,Webu,
9101052001,910105,9101,91,Matara,
9101052002,910105,9101,91,"Waninggap Nanggo",
9101052003,910105,9101,91,Urumb,
9101052004,910105,9101,91,Sidomulyo,
9101052005,910105,9101,91,Kuprik,
9101052006,910105,9101,91,Kuper,
9101052007,910105,9101,91,"Semangga Jaya",
9101052008,910105,9101,91,"Marga Mulya",
9101052009,910105,9101,91,"Muram Sari",
9101052010,910105,9101,91,"Waninggap Kai",
9101062001,910106,9101,91,"Yasa Mulya",
9101062002,910106,9101,91,"Sumber Harapan",
9101062003,910106,9101,91,"Waninggap Sai",
9101062004,910106,9101,91,Amunkay,
9101062005,910106,9101,91,"Hidup Baru",
9101062006,910106,9101,91,"Sarmayam Indah",
9101062007,910106,9101,91,"Ngguti Bob",
9101062008,910106,9101,91,"Waninggap Miraf",
9101062009,910106,9101,91,"Isano Mbias",
9101062010,910106,9101,91,"Yaba Maru",
9101062011,910106,9101,91,Soa,
9101062012,910106,9101,91,Tambat,
9101062013,910106,9101,91,Bersehati,
9101062014,910106,9101,91,Kamangi,
9101072001,910107,9101,91,Kartini,
9101072002,910107,9101,91,"Makarti Jaya",
9101072003,910107,9101,91,Nalkin,
9101072004,910107,9101,91,"Angger Permegi",
9101072005,910107,9101,91,Poo,
9101072006,910107,9101,91,"Mimi Baru",
9101072007,910107,9101,91,"Kamno Sari",
9101072008,910107,9101,91,"Blandin Kakayo",
9101072009,910107,9101,91,"Gurinda Jaya",
9101072010,910107,9101,91,"Jagebob Raya",
9101072011,910107,9101,91,"Wenda Asri",
9101072012,910107,9101,91,"Melin Megikar",
9101072013,910107,9101,91,"Obaat Trow",
9101072014,910107,9101,91,"Jemunain Jaya",
9101082001,910108,9101,91,Sota,
9101082002,910108,9101,91,Yanggandur,
9101082003,910108,9101,91,"Rawa Biru",
9101082004,910108,9101,91,Toray,
9101082005,910108,9101,91,Erambu,
9101092001,910109,9101,91,Selil,
9101092002,910109,9101,91,Kindiki,
9101092003,910109,9101,91,Kumaaf,
9101092004,910109,9101,91,Nggayu,
9101092005,910109,9101,91,Kafyamke,
9101092006,910109,9101,91,Mandekman,
9101092007,910109,9101,91,"Rawa Hayu",
9101092008,910109,9101,91,Belbeland,
9101092009,910109,9101,91,Kireli,
9101092010,910109,9101,91,Kandrakai,
9101092011,910109,9101,91,Baidub,
9101102001,910110,9101,91,Bupul,
9101102002,910110,9101,91,Tanas,
9101102003,910110,9101,91,Kweel,
9101102004,910110,9101,91,Sipias,
9101102005,910110,9101,91,"Metaat Makmur",
9101102006,910110,9101,91,"Enggal Jaya",
9101102007,910110,9101,91,Gerisar,
9101102008,910110,9101,91,"Bupul Indah",
9101102009,910110,9101,91,Tof-Tof,
9101102010,910110,9101,91,Bunggay,
9101102011,910110,9101,91,Bouwer,
9101102012,910110,9101,91,Bumun,
9101112001,910111,9101,91,"Harapan Makmur",
9101112006,910111,9101,91,Kurik,
9101112007,910111,9101,91,"Telaga Sari",
9101112008,910111,9101,91,"Sumber Rejeki",
9101112009,910111,9101,91,"Jaya Makmur",
9101112011,910111,9101,91,"Sumber Mulya",
9101112012,910111,9101,91,Kaliki,
9101112013,910111,9101,91,Ivimahad,
9101112019,910111,9101,91,"Salor Indah",
9101112021,910111,9101,91,"Candra Jaya",
9101112022,910111,9101,91,Wonorejo,
9101112023,910111,9101,91,Anumbob,
9101112024,910111,9101,91,Wapeko,
9101122001,910112,9101,91,Kuler,
9101122002,910112,9101,91,Onggaya,
9101122003,910112,9101,91,Tomer,
9101122004,910112,9101,91,Tomerau,
9101122005,910112,9101,91,Kondo,
9101132001,910113,9101,91,Koa,
9101132002,910113,9101,91,Baad,
9101132003,910113,9101,91,Senegi,
9101132004,910113,9101,91,Wayau,
9101132005,910113,9101,91,Kaisah,
9101142001,910114,9101,91,Kumbe,
9101142002,910114,9101,91,Onggari,
9101142003,910114,9101,91,Rawasari,
9101142004,910114,9101,91,"Padang Raharja",
9101142005,910114,9101,91,Kaiburse,
9101142006,910114,9101,91,Domande,
9101142007,910114,9101,91,"Suka Maju",
9101152001,910115,9101,91,Yowied,
9101152002,910115,9101,91,Dokib,
9101152003,910115,9101,91,Wamal,
9101152004,910115,9101,91,Dodalim,
9101152005,910115,9101,91,Woboyo,
9101152006,910115,9101,91,Welbuti,
9101162001,910116,9101,91,"Po Epe",
9101162002,910116,9101,91,Yawimu,
9101162003,910116,9101,91,"Taga Epe",
9101162004,910116,9101,91,Nakias,
9101162005,910116,9101,91,"Salam Epe",
9101162006,910116,9101,91,Yomop,
9101172001,910117,9101,91,Kwemsid,
9101172002,910117,9101,91,Kaptel,
9101172003,910117,9101,91,Kaniskobat,
9101172004,910117,9101,91,Ihalik,
9101172005,910117,9101,91,Bu-Epe,
9101182001,910118,9101,91,Tabonji,
9101182002,910118,9101,91,Wanggambi,
9101182004,910118,9101,91,Suam,
9101182005,910118,9101,91,Yamuka,
9101182006,910118,9101,91,Iromoro,
9101182007,910118,9101,91,Konjombando,
9101182008,910118,9101,91,Yeraha,
9101192001,910119,9101,91,Konorau,
9101192002,910119,9101,91,Waan,
9101192003,910119,9101,91,Tor,
9101192004,910119,9101,91,Kladar,
9101192005,910119,9101,91,Sabon,
9101192011,910119,9101,91,Dafnawanga,
9101202001,910120,9101,91,Wanam,
9101202003,910120,9101,91,Bibikem,
9101202004,910120,9101,91,Wogikel,
9101202005,910120,9101,91,Uli-Uli,
9101212001,910121,9101,91,Sabudom,
9101212002,910121,9101,91,Padua,
9101212003,910121,9101,91,Sigad,
9101212004,910121,9101,91,"Bamol I",
9101212005,910121,9101,91,"Bamol II",
9101222001,910122,9101,91,Kawe,
9101222002,910122,9101,91,Wetau,
9101222003,910122,9101,91,Pembri,
9101222004,910122,9101,91,Sibenda,
9101222005,910122,9101,91,Wantarma,
9102011001,910201,9102,91,"Wamena Kota",
9102011056,910201,9102,91,Sinapuk,
9102011057,910201,9102,91,Sinakma,
9102012015,910201,9102,91,Honelama,
9102012025,910201,9102,91,Hulekama,
9102012034,910201,9102,91,"Batu Merah",
9102012037,910201,9102,91,Autakma,
9102012058,910201,9102,91,"Honelama Dua",
9102012059,910201,9102,91,Honaima,
9102012060,910201,9102,91,Lanitipo,
9102012061,910201,9102,91,Wamaroma,
9102032001,910203,9102,91,Jiwika,
9102032006,910203,9102,91,Mulima,
9102032007,910203,9102,91,Waga-Waga,
9102032009,910203,9102,91,Abusa,
9102032011,910203,9102,91,Eragama,
9102032017,910203,9102,91,Kimima,
9102032018,910203,9102,91,Mebagaima,
9102032019,910203,9102,91,Iyantik,
9102032020,910203,9102,91,Umpagalo,
9102032021,910203,9102,91,Hopama,
9102032033,910203,9102,91,Obya,
9102032043,910203,9102,91,"Utkolo Satu",
9102042006,910204,9102,91,Kimbin,
9102042008,910204,9102,91,Walak,
9102042015,910204,9102,91,Araboda,
9102042017,910204,9102,91,Logotpaga,
9102042025,910204,9102,91,Wawanca,
9102042026,910204,9102,91,Miligatnem,
9102042029,910204,9102,91,Loki,
9102042034,910204,9102,91,Tikawo,
9102042044,910204,9102,91,Kombagwe,
