code,district_code,regency_code,province_code,name,latitude,longitude,coordinates
7601082001,760108,7601,76,Tikke,,,null
7601082002,760108,7601,76,"Makmur Jaya",,,null
7601092003,760109,7601,76,"Batu Oge",,,null
7601112003,760111,7601,76,Letawa,,,null
7602032006,760203,7602,76,"Belang Belang",,,null
7602032007,760203,7602,76,Kabuloang,,,null
7602121001,760212,7602,76,Simboro,,,null
7603011002,760301,7603,76,Talipukki,,,null
7603012019,760301,7603,76,Sendana,,,null
7603042015,760304,7603,76,Salutambun,,,null
7603062003,760306,7603,76,"Batang Uru",,,null
7603071001,760307,7603,76,Messawa,,,null
7603092001,760309,7603,76,Malabo,,,null
7603112016,760311,7603,76,Sikamase,,,null
7603152008,760315,7603,76,"Salumokanan Utara",,,null
7603162001,760316,7603,76,Buntumalangka,,,null
7604012004,760401,7604,76,Lekopadis,,,null
7604032011,760403,7604,76,Tumpiling,,,null
7604032012,760403,7604,76,Bakka-Bakka,,,null
7604052013,760405,7604,76,"Taramanu Tua",,,null
7604091001,760409,7604,76,Matangnga,,,null
7604102011,760410,7604,76,Puccadi,,,null
7604112002,760411,7604,76,"Lembang Lembang",,,null
7604112011,760411,7604,76,Palece,,,null
7605032019,760503,7605,76,Leppangang,,,null
7605062001,760506,7605,76,Seppong,,,null
7606022005,760602,7606,76,Kuo,,,null
7606052008,760605,7606,76,"Suka Maju",,,null
7601012009,760101,7601,76,Wulai,,,null
7601032013,760103,7601,76,Towoni,,,null
7602031002,760203,7602,76,Bebanga,,,null
7602042014,760204,7602,76,"Kondo Bulo",,,null
7603012026,760301,7603,76,"Bujung Manurung",,,null
7603022019,760302,7603,76,Hahangan,,,null
7603032009,760303,7603,76,Pebassian,,,null
7603052011,760305,7603,76,Pangandaran,,,null
7603072005,760307,7603,76,Malimbong,,,null
7603082006,760308,7603,76,"Rante Puang",,,null
7603152004,760315,7603,76,Buangin,,,null
7603172001,760317,7603,76,Mehalaan,,,null
7603172003,760317,7603,76,Salukonta,,,null
7604052008,760405,7604,76,Taloba,,,null
7604062004,760406,7604,76,Mirring,,,null
7604072002,760407,7604,76,Tapango,,,null
7604112005,760411,7604,76,Napo,,,null
7604122004,760412,7604,76,Mosso,,,null
7604122008,760412,7604,76,Bala,,,null
7604141001,760414,7604,76,Matakali,,,null
7604162004,760416,7604,76,Karombang,,,null
7605032022,760503,7605,76,"Banua Sendana",,,null
7605042011,760504,7605,76,"Lombang Timur",,,null
7605052003,760505,7605,76,Tandeallo,,,null
7606012008,760601,7606,76,Saloadak,,,null
7606022007,760602,7606,76,Lamba-lamba,,,null
7606032003,760603,7606,76,Pontanakayang,,,null
7601032016,760103,7601,76,Kasano,,,null
7602032010,760203,7602,76,Guliling,,,null
7602042004,760204,7602,76,Karama,,,null
7602072002,760207,7602,76,Papalang,,,null
7602082006,760208,7602,76,Salubarana,,,null
7602112001,760211,7602,76,Tommo,,,null
7603052010,760305,7603,76,Salubakka,,,null
7603072004,760307,7603,76,Sepang,,,null
7603162010,760316,7603,76,Salutambun,,,null
7604072006,760407,7604,76,Riso,,,null
7604092004,760409,7604,76,Tapua,,,null
7604092005,760409,7604,76,"Mambu Tapua",,,null
7604102008,760410,7604,76,"Batupanga Daala",,,null
7604121002,760412,7604,76,Balanipa,,,null
7604142004,760414,7604,76,Pasiang,,,null
7604152005,760415,7604,76,"Puppu Uring",,,null
7605021001,760502,7605,76,Lalampanua,,,null
7605052004,760505,7605,76,Ulumanda,,,null
7605062007,760506,7605,76,Awo,,,null
7606012002,760601,7606,76,Salobaja,,,null
7601042003,760104,7601,76,"Bulu Mario",,,null
7601052005,760105,7601,76,Sarasa,,,null
7602042010,760204,7602,76,Salumakki,,,null
7602122007,760212,7602,76,"Botteng Utara",,,null
7603102004,760310,7603,76,"Tabang Barat",,,null
7603112008,760311,7603,76,Limbadebata,,,null
7603162007,760316,7603,76,"Salutambun Barat",,,null
7604012003,760401,7604,76,"Tangnga Tangnga",,,null
7604022003,760402,7604,76,Bonde,,,null
7604022014,760402,7604,76,Botto,,,null
7604022015,760402,7604,76,Gattungan,,,null
7604052009,760405,7604,76,Pollewani,,,null
7604081001,760408,7604,76,Mapili,,,null
