code,regency_code,province_code,name
760101,7601,76,Bambalamotu
760102,7601,76,Pasangkayu
760103,7601,76,Baras
760104,7601,76,Sarudu
760105,7601,76,Dapurang
760106,7601,76,Duripoku
760107,7601,76,"Bulu Taba"
760108,7601,76,"Tikke Raya"
760109,7601,76,Pedongga
760110,7601,76,Bambaira
760111,7601,76,Sarjo
760112,7601,76,Lariang
760201,7602,76,Mamuju
760202,7602,76,Tapalang
760203,7602,76,Kalukku
760204,7602,76,Kalumpang
760207,7602,76,Papalang
760208,7602,76,Sampaga
760211,7602,76,Tommo
760212,7602,76,"Simboro dan Kepulauan"
760213,7602,76,"Tapalang Barat"
760215,7602,76,Bonehau
760216,7602,76,"Kep. Bala Balakang"
760301,7603,76,Mambi
760302,7603,76,Aralle
760303,7603,76,Mamasa
760304,7603,76,Pana
760305,7603,76,Tabulahan
760306,7603,76,Sumarorong
760307,7603,76,Messawa
760308,7603,76,Sesenapadang
760309,7603,76,"Tanduk Kalua"
760310,7603,76,Tabang
760311,7603,76,Bambang
760312,7603,76,Balla
760313,7603,76,Nosu
760314,7603,76,Tawalian
760315,7603,76,"Rantebulahan Timur"
760316,7603,76,Buntumalangka
760317,7603,76,Mehalaan
760401,7604,76,Tinambung
760402,7604,76,Campalagian
760403,7604,76,Wonomulyo
760404,7604,76,Polewali
760405,7604,76,Tutar
760406,7604,76,Binuang
760407,7604,76,Tapango
760408,7604,76,Mapilli
760409,7604,76,Matangnga
760410,7604,76,Luyo
760411,7604,76,Limboro
760412,7604,76,Balanipa
760413,7604,76,Anreapi
760414,7604,76,Matakali
760415,7604,76,Allu
760416,7604,76,Bulo
760501,7605,76,Banggae
760502,7605,76,Pamboang
760503,7605,76,Sendana
760504,7605,76,Malunda
760505,7605,76,Ulumanda
760506,7605,76,"Tammerodo Sendana"
760507,7605,76,"Tubo Sendana"
760508,7605,76,"Banggae Timur"
760601,7606,76,Tobadak
760602,7606,76,Pangale
760603,7606,76,Budong-Budong
760604,7606,76,Topoyo
760605,7606,76,Karossa
