code,district_code,regency_code,province_code,name,postal_code,latitude,longitude,coordinates
1401011011,140101,1401,14,Bangkinang,28411,,,null
1401011013,140101,1401,14,"Langgini Sialang",28412,,,null
1401012009,140101,1401,14,Kumantan,28411,,,null
1401012010,140101,1401,14,"Rindan Permai",28411,,,null
1401021027,140102,1401,14,"Air Tiris",28461,,,null
1401022001,140102,1401,14,"Batu Belah",28461,,,null
1401022003,140102,1401,14,"Tanjung Berulak",28461,,,null
1401022006,140102,1401,14,Ranah,28461,,,null
1401022007,140102,1401,14,Penyasawan,28461,,,null
1401022008,140102,1401,14,Rumbio,28461,,,null
1401022013,140102,1401,14,"Padang Mutung",28461,,,null
1401022023,140102,1401,14,"Pulau Jambu",28461,,,null
1401022024,140102,1401,14,"Tanjung Rambutan",28461,,,null
1401022025,140102,1401,14,"Simpang Kubu",28461,,,null
1401022028,140102,1401,14,"Limau Manis",28461,,,null
1401022030,140102,1401,14,Naumbai,28461,,,null
1401022031,140102,1401,14,"Pulau Tinggi",28461,,,null
1401022032,140102,1401,14,"Ranah Baru",28461,,,null
1401022033,140102,1401,14,"Bukit Ranah",28461,,,null
1401022034,140102,1401,14,"Pulau Sarak",28461,,,null
1401022035,140102,1401,14,"Koto Tibun",28461,,,null
1401022036,140102,1401,14,"Ranah Singkuang",28461,,,null
1401032001,140103,1401,14,Tambang,28468,,,null
1401032002,140103,1401,14,Kuapan,28468,,,null
1401032003,140103,1401,14,Gobah,28468,,,null
1401032004,140103,1401,14,"Teluk Kenidai",28468,,,null
1401032005,140103,1401,14,Aursati,28468,,,null
1401032006,140103,1401,14,"Padang Luas",28468,,,null
1401032007,140103,1401,14,Terantang,28468,,,null
1401032008,140103,1401,14,Kualu,28468,,,null
1401032009,140103,1401,14,"Rimbo Panjang",28468,,,null
1401032010,140103,1401,14,"Parit Baru",28468,,,null
1401032011,140103,1401,14,"Kemang Indah",28468,,,null
1401032012,140103,1401,14,"Kualu Nenas",28468,,,null
1401032013,140103,1401,14,"Tarai Bangun",28468,,,null
1401032014,140103,1401,14,"Sungai Pinang",28468,,,null
1401032015,140103,1401,14,"Balam Jaya",28468,,,null
1401032016,140103,1401,14,Pulaupermai,28468,,,null
1401032017,140103,1401,14,Palungraya,28468,,,null
1401041018,140104,1401,14,"Batu Bersurat",28454,,,null
1401042004,140104,1401,14,"Gunung Bungsu",28454,,,null
1401042005,140104,1401,14,"Koto Tuo",28454,,,null
1401042006,140104,1401,14,Balung,28454,,,null
1401042007,140104,1401,14,"Muara Takus",28454,,,null
1401042010,140104,1401,14,"Pulau Gadang",28454,,,null
1401042011,140104,1401,14,"Tanjung Alai",28454,,,null
1401042012,140104,1401,14,"Ranah Sungkai",28454,,,null
1401042013,140104,1401,14,"Lubuk Agung",28454,,,null
1401042014,140104,1401,14,"Koto Mesjid",28454,,,null
1401042016,140104,1401,14,"Pongkai Istiqomah",28454,,,null
1401042017,140104,1401,14,Binamang,28454,,,null
1401042019,140104,1401,14,"Koto Tuo Barat",28454,,,null
1401052001,140105,1401,14,Kuok,28467,,,null
1401052005,140105,1401,14,Merangin,28467,,,null
1401052006,140105,1401,14,"Empat Balai",28467,,,null
1401052007,140105,1401,14,"Pulau Jambu",28467,,,null
1401052008,140105,1401,14,Silam,28467,,,null
1401052010,140105,1401,14,"Bukit Melintang",28467,,,null
1401052011,140105,1401,14,"Pulau Terap",28467,,,null
1401052012,140105,1401,14,Lereng,28467,,,null
1401052013,140105,1401,14,"Batulangka Kecil",28467,,,null
1401062001,140106,1401,14,"Pangkalan Baru",28452,,,null
1401062002,140106,1401,14,"Desa Baru",28452,,,null
1401062003,140106,1401,14,"Teratak Buluh",28452,,,null
1401062005,140106,1401,14,"Lubuk Siam",28452,,,null
1401062006,140106,1401,14,"Buluh Cina",28452,,,null
1401062007,140106,1401,14,"Buluh Nipis",28452,,,null
1401062011,140106,1401,14,"Tanah Merah",28452,,,null
1401062012,140106,1401,14,"Pandau Jaya",28452,,,null
1401062013,140106,1401,14,"Tanjung Balam",28452,,,null
1401062014,140106,1401,14,"Kepau Jaya",28452,,,null
1401062015,140106,1401,14,"Pangkalan Serik",28452,,,null
1401062016,140106,1401,14,"Kubang Jaya",28452,,,null
1401071027,140107,1401,14,"Lipat Kain",28472,,,null
1401072003,140107,1401,14,Kuntu,28472,,,null
1401072004,140107,1401,14,"Padang Sawah",28472,,,null
1401072005,140107,1401,14,Domo,28472,,,null
1401072006,140107,1401,14,"IV Koto Setingkai",28472,,,null
1401072008,140107,1401,14,"Teluk Paman",28472,,,null
1401072013,140107,1401,14,"Sungai Geringging",28472,,,null
1401072016,140107,1401,14,"Sungai Paku",28472,,,null
1401072019,140107,1401,14,"Muara Selayah",28472,,,null
1401072020,140107,1401,14,"Sungai Rambai",28472,,,null
1401072021,140107,1401,14,"Tanjung Harapan",28472,,,null
1401072023,140107,1401,14,"Sungai Raja",28472,,,null
1401072026,140107,1401,14,"Sungai Sarik",28472,,,null
1401072028,140107,1401,14,"Lipat Kain Utara",28472,,,null
1401072029,140107,1401,14,"Lipat Kain Selatan",28472,,,null
1401072030,140107,1401,14,"Kuntu Darussalam",28472,,,null
1401072031,140107,1401,14,Tanjungmas,28472,,,null
1401072032,140107,1401,14,Sungaiharapan,28472,,,null
1401072033,140107,1401,14,Sungailiti,28472,,,null
1401072034,140107,1401,14,"Telukpaman Timur",28472,,,null
1401081001,140108,1401,14,"Sungai Pagar",28473,,,null
1401082002,140108,1401,14,Mentulik,28473,,,null
1401082003,140108,1401,14,"Sungai Simpang Dua",28473,,,null
1401082004,140108,1401,14,"Sungai Bungo",28473,,,null
1401082005,140108,1401,14,"Rantau Kasih",28473,,,null
1401082006,140108,1401,14,"Sungai Petai",28473,,,null
1401082007,140108,1401,14,"Gading Permai",28473,,,null
1401082008,140108,1401,14,"Bangun Sari",28473,,,null
1401092001,140109,1401,14,Gema,28474,,,null
1401092002,140109,1401,14,"Tanjung Belit",28474,,,null
1401092003,140109,1401,14,"Tanjung Belit Selatan",28474,,,null
1401092004,140109,1401,14,"Koto Lama",28474,,,null
1401092005,140109,1401,14,"Batu Sanggan",28474,,,null
1401092006,140109,1401,14,"Aur Kuning",28474,,,null
1401092007,140109,1401,14,Ludai,28474,,,null
1401092008,140109,1401,14,"Tanjung Karang",28474,,,null
1401092009,140109,1401,14,"Batu Sasak",28474,,,null
1401092010,140109,1401,14,"Pangkalan Kapas",28474,,,null
1401092011,140109,1401,14,"Kebun Tinggi",28474,,,null
1401092012,140109,1401,14,"Tanjung Beringin",28474,,,null
1401092013,140109,1401,14,"Gajah Bertalut",28474,,,null
1401092014,140109,1401,14,"Danau Sontul",28474,,,null
1401092015,140109,1401,14,"Pangkalan Serai",28474,,,null
1401092016,140109,1401,14,"Dua Sepakat",28474,,,null
1401092017,140109,1401,14,Terusan,28474,,,null
1401092018,140109,1401,14,"Deras Tajak",28474,,,null
1401092019,140109,1401,14,"Sungai Santi",28474,,,null
1401092020,140109,1401,14,"Subayang Jaya",28474,,,null
1401092021,140109,1401,14,"Tanjung Permai",28474,,,null
1401092022,140109,1401,14,Bukitbetung,28474,,,null
1401092023,140109,1401,14,Muarobio,28474,,,null
1401092024,140109,1401,14,"Lubuk Bingau",28474,,,null
1401102001,140110,1401,14,Petapahan,28464,,,null
1401102002,140110,1401,14,"Pantai Cermin",28464,,,null
1401102003,140110,1401,14,"Patahapan Jaya",28464,,,null
1401102004,140110,1401,14,"Mukti Sari",28464,,,null
1401102005,140110,1401,14,"Sungai Putih",28464,,,null
1401102006,140110,1401,14,"Indra Sakti",28464,,,null
1401102007,140110,1401,14,"Gading Sari",28464,,,null
1401102008,140110,1401,14,"Sumber Makmur",28464,,,null
1401102009,140110,1401,14,"Pancuran Gading",28464,,,null
1401102010,140110,1401,14,"Sari Galuh",28464,,,null
1401102011,140110,1401,14,"Tri Manunggal",28464,,,null
1401102012,140110,1401,14,"Air Terbit",28464,,,null
1401102013,140110,1401,14,"Tanjung Sawit",28464,,,null
1401102014,140110,1401,14,Pagaruyung,28464,,,null
1401102015,140110,1401,14,Sibuak,28464,,,null
1401102016,140110,1401,14,Pelambayan,28464,,,null
1401102017,140110,1401,14,Kenantan,28464,,,null
1401102018,140110,1401,14,Indrapuri,28464,,,null
1401102019,140110,1401,14,"Sungai Lambu Makmur",28464,,,null
1401102020,140110,1401,14,"Muara Mahat Baru",28464,,,null
1401102021,140110,1401,14,"Karya Indah",28464,,,null
1401102022,140110,1401,14,"Kijang Rejo",28464,,,null
1401102023,140110,1401,14,"Sungai Agung",28464,,,null
1401102024,140110,1401,14,"Bencah Kelubi",28464,,,null
1401102025,140110,1401,14,Batugajah,28464,,,null
1401112001,140111,1401,14,"Koto Garo",28465,,,null
1401112002,140111,1401,14,Sekijang,28465,,,null
1401112003,140111,1401,14,"Beringin Lestari",28465,,,null
1401112004,140111,1401,14,"Kota Bangun",28465,,,null
1401112005,140111,1401,14,"Cinta Damai",28465,,,null
1401112006,140111,1401,14,"Suka Maju",28465,,,null
1401112007,140111,1401,14,"Kota Baru",28465,,,null
1401112008,140111,1401,14,"Tebing Lestari",28465,,,null
1401112009,140111,1401,14,"Tanah Tinggi",28465,,,null
1401112010,140111,1401,14,"Koto Aman",28465,,,null
1401112011,140111,1401,14,"Tapung Lestari",28465,,,null
1401112012,140111,1401,14,"Tapung Makmur",28465,,,null
1401112013,140111,1401,14,"Tandan Sari",28465,,,null
1401112014,140111,1401,14,"Gerbang Sari",28465,,,null
1401112015,140111,1401,14,"Kijang Jaya",28465,,,null
1401112016,140111,1401,14,"Kijang Makmur",28465,,,null
1401122001,140112,1401,14,"Senama Nenek",28466,,,null
1401122002,140112,1401,14,Kasikan,28466,,,null
1401122003,140112,1401,14,"Bukit Kemuning",28466,,,null
1401122004,140112,1401,14,"Danau Lancang",28466,,,null
1401122005,140112,1401,14,"Muara Intan",28466,,,null
1401122006,140112,1401,14,"Intan Jaya",28466,,,null
1401122007,140112,1401,14,"Tanah Datar",28466,,,null
1401122008,140112,1401,14,"Rimba Jaya",28466,,,null
1401122009,140112,1401,14,"Rimba Makmur",28466,,,null
1401122010,140112,1401,14,"Rimba Beringin",28466,,,null
1401122011,140112,1401,14,Sukaramai,28466,,,null
1401122012,140112,1401,14,"Sumber Sari",28466,,,null
1401122013,140112,1401,14,"Kusau Makmur",28466,,,null
1401122014,140112,1401,14,"Talang Danto",28466,,,null
1401132001,140113,1401,14,Salo,28451,,,null
1401132002,140113,1401,14,Siabu,28451,,,null
1401132003,140113,1401,14,"Salo Timur",28451,,,null
1401132004,140113,1401,14,Sepungguk,28451,,,null
1401132005,140113,1401,14,"Ganting Damai",28451,,,null
1401132006,140113,1401,14,Ganting,28451,,,null
1401142001,140114,1401,14,"Pulau Payung",28458,,,null
1401142002,140114,1401,14,Teratak,28458,,,null
1401142003,140114,1401,14,"Alam Panjang",28458,,,null
1401142004,140114,1401,14,"Bukit Keratai",28458,,,null
1401142005,140114,1401,14,"Batang Batindih",28458,,,null
