code,district_code,regency_code,province_code,name,postal_code
3101011001,310101,3101,31,"Pulau Panggang",14530
3101011002,310101,3101,31,"Pulau Kelapa",14540
3101011003,310101,3101,31,"Pulau Harapan",14540
3101021001,310102,3101,31,"Pulau Untung Jawa",14510
3101021002,310102,3101,31,"Pulau Tidung",14520
3101021003,310102,3101,31,"Pulau Pari",14520
3171011001,317101,3171,31,Gambir,10110
3171011002,317101,3171,31,Cideng,10150
3171011003,317101,3171,31,"Petojo Utara",10130
3171011004,317101,3171,31,"Petojo Selatan",10160
3171011005,317101,3171,31,"Kebon Kelapa",10120
3171011006,317101,3171,31,"Duri Pulo",10140
3171021001,317102,3171,31,"Pasar Baru",10710
3171021002,317102,3171,31,"Karang Anyar",10740
3171021003,317102,3171,31,Kartini,10750
3171021004,317102,3171,31,"Gunung Sahari Utara",10720
3171021005,317102,3171,31,"Mangga Dua Selatan",10730
3171031001,317103,3171,31,Kemayoran,10620
3171031002,317103,3171,31,"Kebon Kosong",10630
3171031003,317103,3171,31,"Harapan Mulia",10640
3171031004,317103,3171,31,Serdang,10650
3171031005,317103,3171,31,"Gunung Sahari Selatan",10610
3171031006,317103,3171,31,"Cempaka Baru",10640
3171031007,317103,3171,31,"Sumur Batu",10640
3171031008,317103,3171,31,"Utan Panjang",10650
3171041001,317104,3171,31,Senen,10410
3171041002,317104,3171,31,Kenari,10430
3171041003,317104,3171,31,Paseban,10440
3171041004,317104,3171,31,Kramat,10450
3171041005,317104,3171,31,Kwitang,10420
3171041006,317104,3171,31,Bungur,10460
3171051001,317105,3171,31,"Cempaka Putih Timur",10510
3171051002,317105,3171,31,"Cempaka Putih Barat",10520
3171051003,317105,3171,31,Rawasari,10570
3171061001,317106,3171,31,Menteng,10310
3171061002,317106,3171,31,Pegangsaan,10320
3171061003,317106,3171,31,Cikini,10330
3171061004,317106,3171,31,Gondangdia,10350
3171061005,317106,3171,31,"Kebon Sirih",10340
3171071001,317107,3171,31,Gelora,10270
3171071002,317107,3171,31,"Bendungan Hilir",10210
3171071003,317107,3171,31,"Karet Tengsin",10220
3171071004,317107,3171,31,Petamburan,10260
3171071005,317107,3171,31,"Kebon Melati",10230
3171071006,317107,3171,31,"Kebon Kacang",10240
3171071007,317107,3171,31,"Kampung Bali",10250
3171081001,317108,3171,31,"Johar Baru",10560
3171081002,317108,3171,31,"Kampung Rawa",10550
3171081003,317108,3171,31,Galur,10530
3171081004,317108,3171,31,"Tanah Tinggi",10540
3172011001,317201,3172,31,Penjaringan,14440
3172011002,317201,3172,31,"Kamal Muara",14470
3172011003,317201,3172,31,"Kapuk Muara",14460
3172011004,317201,3172,31,Pejagalan,14450
3172011005,317201,3172,31,Pluit,14450
3172021001,317202,3172,31,"Tanjung Priok",14310
3172021002,317202,3172,31,"Sunter Jaya",14360
3172021003,317202,3172,31,Papanggo,14340
3172021004,317202,3172,31,"Sungai Bambu",14330
3172021005,317202,3172,31,"Kebon Bawang",14320
3172021006,317202,3172,31,"Sunter Agung",14350
3172021007,317202,3172,31,Warakas,14370
3172031001,317203,3172,31,Koja,14210
3172031002,317203,3172,31,"Tugu Utara",14260
3172031003,317203,3172,31,Lagoa,14270
3172031004,317203,3172,31,"Rawa Badak Utara",14230
3172031005,317203,3172,31,"Tugu Selatan",14260
3172031006,317203,3172,31,"Rawa Badak Selatan",14230
3172041001,317204,3172,31,Cilincing,14120
3172041002,317204,3172,31,Sukapura,14140
3172041003,317204,3172,31,Marunda,14150
3172041004,317204,3172,31,Kalibaru,14110
3172041005,317204,3172,31,"Semper Timur",14130
3172041006,317204,3172,31,Rorotan,14140
3172041007,317204,3172,31,"Semper Barat",14130
3172051001,317205,3172,31,"Pademangan Timur",14410
3172051002,317205,3172,31,"Pademangan Barat",14420
3172051003,317205,3172,31,Ancol,14430
3172061001,317206,3172,31,"Kelapa Gading Timur",14240
3172061002,317206,3172,31,"Pegangsaan Dua",14250
3172061003,317206,3172,31,"Kelapa Gading Barat",14240
3173011001,317301,3173,31,"Cengkareng Barat",11730
3173011002,317301,3173,31,"Duri Kosambi",11750
3173011003,317301,3173,31,"Rawa Buaya",11740
3173011004,317301,3173,31,"Kedaung Kali Angke",11710
3173011005,317301,3173,31,Kapuk,11720
3173011006,317301,3173,31,"Cengkareng Timur",11730
3173021001,317302,3173,31,Grogol,11450
3173021002,317302,3173,31,"Tanjung Duren Utara",11470
3173021003,317302,3173,31,Tomang,11440
3173021004,317302,3173,31,Jelambar,11460
3173021005,317302,3173,31,"Tanjung Duren Selatan",11470
3173021006,317302,3173,31,"Jelambar Baru",11460
3173021007,317302,3173,31,"Wijaya Kusuma",11460
3173031001,317303,3173,31,"Taman Sari",11150
3173031002,317303,3173,31,Krukut,11140
3173031003,317303,3173,31,Maphar,11160
3173031004,317303,3173,31,Tangki,11170
3173031005,317303,3173,31,"Mangga Besar",11180
3173031006,317303,3173,31,Keagungan,11130
3173031007,317303,3173,31,Glodok,11120
3173031008,317303,3173,31,Pinangsia,11110
3173041001,317304,3173,31,Tambora,11220
3173041002,317304,3173,31,"Kali Anyar",11310
3173041003,317304,3173,31,"Duri Utara",11270
3173041004,317304,3173,31,"Tanah Sereal",11210
3173041005,317304,3173,31,Krendang,11260
3173041006,317304,3173,31,"Jembatan Besi",11320
3173041007,317304,3173,31,Angke,11330
3173041008,317304,3173,31,"Jembatan Lima",11250
3173041009,317304,3173,31,Pekojan,11240
3173041010,317304,3173,31,"Roa Malaka",11230
3173041011,317304,3173,31,"Duri Selatan",11270
3173051001,317305,3173,31,"Kebon Jeruk",11530
3173051002,317305,3173,31,"Sukabumi Utara",11540
3173051003,317305,3173,31,"Sukabumi Selatan",11560
3173051004,317305,3173,31,"Kelapa Dua",11550
3173051005,317305,3173,31,"Duri Kepa",11510
3173051006,317305,3173,31,"Kedoya Utara",11520
3173051007,317305,3173,31,"Kedoya Selatan",11520
3173061001,317306,3173,31,Kalideres,11840
3173061002,317306,3173,31,Semanan,11850
3173061003,317306,3173,31,"Tegal Alur",11820
3173061004,317306,3173,31,Kamal,11810
3173061005,317306,3173,31,Pegadungan,11830
3173071001,317307,3173,31,Palmerah,11480
3173071002,317307,3173,31,Slipi,11410
3173071003,317307,3173,31,"Kota Bambu Utara",11420
3173071004,317307,3173,31,Jatipulo,11430
3173071005,317307,3173,31,Kemanggisan,11480
3173071006,317307,3173,31,"Kota Bambu Selatan",11420
3173081001,317308,3173,31,"Kembangan Utara",11610
3173081002,317308,3173,31,"Meruya Utara",11620
3173081003,317308,3173,31,"Meruya Selatan",11650
3173081004,317308,3173,31,Srengseng,11630
3173081005,317308,3173,31,Joglo,11640
3173081006,317308,3173,31,"Kembangan Selatan",11610
3174011001,317401,3174,31,"Tebet Timur",12820
3174011002,317401,3174,31,"Tebet Barat",12810
3174011003,317401,3174,31,"Menteng Dalam",12870
3174011004,317401,3174,31,"Kebon Baru",12830
3174011005,317401,3174,31,"Bukit Duri",12840
3174011006,317401,3174,31,"Manggarai Selatan",12860
