code,regency_code,province_code,name
330101,3301,33,Kedungreja
330102,3301,33,Kesugihan
330103,3301,33,Adipala
330104,3301,33,Binangun
330105,3301,33,Nusawungu
330106,3301,33,Kroya
330107,3301,33,Maos
330108,3301,33,Jeruklegi
330109,3301,33,Kawunganten
330110,3301,33,Gandrungmangu
330111,3301,33,Sidareja
330112,3301,33,Karangpucung
330113,3301,33,Cimanggu
330114,3301,33,Majenang
330115,3301,33,Wanareja
330116,3301,33,Dayeuhluhur
330117,3301,33,Sampang
330118,3301,33,Cipari
330119,3301,33,Patimuan
330120,3301,33,Bantarsari
330121,3301,33,"Cilacap Selatan"
330122,3301,33,"Cilacap Tengah"
330123,3301,33,"Cilacap Utara"
330124,3301,33,"Kampung Laut"
330201,3302,33,Lumbir
330202,3302,33,Wangon
330203,3302,33,Jatilawang
330204,3302,33,Rawalo
330205,3302,33,Kebasen
330206,3302,33,Kemranjen
330207,3302,33,Sumpiuh
330208,3302,33,Tambak
330209,3302,33,Somagede
330210,3302,33,Kalibagor
330211,3302,33,Banyumas
330212,3302,33,Patikraja
330213,3302,33,Purwojati
330214,3302,33,Ajibarang
330215,3302,33,Gumelar
330216,3302,33,Pekuncen
330217,3302,33,Cilongok
330218,3302,33,Karanglewas
330219,3302,33,Sokaraja
330220,3302,33,Kembaran
330221,3302,33,Sumbang
330222,3302,33,Baturraden
330223,3302,33,Kedungbanteng
330224,3302,33,"Purwokerto Selatan"
330225,3302,33,"Purwokerto Barat"
330226,3302,33,"Purwokerto Timur"
330227,3302,33,"Purwokerto Utara"
330301,3303,33,Kemangkon
330302,3303,33,Bukateja
330303,3303,33,Kejobong
330304,3303,33,Kaligondang
330305,3303,33,Purbalingga
330306,3303,33,Kalimanah
330307,3303,33,Kutasari
330308,3303,33,Mrebet
330309,3303,33,Bobotsari
330310,3303,33,Karangreja
330311,3303,33,Karanganyar
330312,3303,33,Karangmoncol
330313,3303,33,Rembang
330314,3303,33,Bojongsari
330315,3303,33,Padamara
330316,3303,33,Pengadegan
330317,3303,33,Karangjambu
330318,3303,33,Kertanegara
330401,3304,33,Susukan
330402,3304,33,"Purworeja Klampok"
330403,3304,33,Mandiraja
330404,3304,33,Purwanegara
330405,3304,33,Bawang
330406,3304,33,Banjarnegara
330407,3304,33,Sigaluh
330408,3304,33,Madukara
330409,3304,33,Banjarmangu
330410,3304,33,Wanadadi
330411,3304,33,Rakit
330412,3304,33,Punggelan
330413,3304,33,Karangkobar
330414,3304,33,Pagentan
330415,3304,33,Pejawaran
330416,3304,33,Batur
330417,3304,33,Wanayasa
330418,3304,33,Kalibening
330419,3304,33,Pandanarum
330420,3304,33,Pagedongan
330501,3305,33,Ayah
330502,3305,33,Buayan
330503,3305,33,Puring
330504,3305,33,Petanahan
330505,3305,33,Klirong
330506,3305,33,Buluspesantren
330507,3305,33,Ambal
330508,3305,33,Mirit
330509,3305,33,Prembun
330510,3305,33,Kutowinangun
330511,3305,33,Alian
330512,3305,33,Kebumen
330513,3305,33,Pejagoan
330514,3305,33,Sruweng
330515,3305,33,Adimulyo
330516,3305,33,Kuwarasan
330517,3305,33,Rowokele
330518,3305,33,Sempor
330519,3305,33,Gombong
330520,3305,33,Karanganyar
330521,3305,33,Karanggayam
330522,3305,33,Sadang
330523,3305,33,Bonorowo
330524,3305,33,Padureso
330525,3305,33,Poncowarno
330526,3305,33,Karangsambung
330601,3306,33,Grabag
330602,3306,33,Ngombol
330603,3306,33,Purwodadi
330604,3306,33,Bagelen
330605,3306,33,Kaligesing
330606,3306,33,Purworejo
330607,3306,33,Banyuurip
330608,3306,33,Bayan
330609,3306,33,Kutoarjo
330610,3306,33,Butuh
330611,3306,33,Pituruh
330612,3306,33,Kemiri
330613,3306,33,Bruno
330614,3306,33,Gebang
330615,3306,33,Loano
330616,3306,33,Bener
330701,3307,33,Wadaslintang
330702,3307,33,Kepil
330703,3307,33,Sapuran
330704,3307,33,Kaliwiro
330705,3307,33,Leksono
330706,3307,33,Selomerto
330707,3307,33,Kalikajar
330708,3307,33,Kertek
330709,3307,33,Wonosobo
330710,3307,33,Watumalang
330711,3307,33,Mojotengah
330712,3307,33,Garung
330713,3307,33,Kejajar
330714,3307,33,Sukoharjo
330715,3307,33,Kalibawang
330801,3308,33,Salaman
330802,3308,33,Borobudur
330803,3308,33,Ngluwar
330804,3308,33,Salam
330805,3308,33,Srumbung
330806,3308,33,Dukun
330807,3308,33,Sawangan
330808,3308,33,Muntilan
330809,3308,33,Mungkid
330810,3308,33,Mertoyudan
330811,3308,33,Tempuran
330812,3308,33,Kajoran
330813,3308,33,Kaliangkrik
330814,3308,33,Bandongan
330815,3308,33,Candimulyo
330816,3308,33,Pakis
330817,3308,33,Ngablak
330818,3308,33,Grabag
330819,3308,33,Tegalrejo
330820,3308,33,Secang
330821,3308,33,Windusari
330901,3309,33,Selo
330902,3309,33,Ampel
330903,3309,33,Cepogo
330904,3309,33,Musuk
330905,3309,33,Boyolali
330906,3309,33,Mojosongo
330907,3309,33,Teras
330908,3309,33,Sawit
330909,3309,33,Banyudono
330910,3309,33,Sambi
330911,3309,33,Ngemplak
330912,3309,33,Nogosari
330913,3309,33,Simo
330914,3309,33,Karanggede
330915,3309,33,Klego
330916,3309,33,Andong
330917,3309,33,Kemusu
330918,3309,33,Wonosegoro
330919,3309,33,Juwangi
330920,3309,33,Gladagsari
330921,3309,33,Tamansari
330922,3309,33,Wonosamodro
331001,3310,33,Prambanan
331002,3310,33,Gantiwarno
331003,3310,33,Wedi
331004,3310,33,Bayat
331005,3310,33,Cawas
331006,3310,33,Trucuk
331007,3310,33,Kebonarum
331008,3310,33,Jogonalan
331009,3310,33,Manisrenggo
331010,3310,33,Karangnongko
331011,3310,33,Ceper
331012,3310,33,Pedan
331013,3310,33,Karangdowo
331014,3310,33,Juwiring
331015,3310,33,Wonosari
331016,3310,33,Delanggu
331017,3310,33,Polanharjo
331018,3310,33,Karanganom
331019,3310,33,Tulung
331020,3310,33,Jatinom
331021,3310,33,Kemalang
331022,3310,33,Ngawen
331023,3310,33,Kalikotes
331024,3310,33,"Klaten Utara"
331025,3310,33,"Klaten Tengah"
331026,3310,33,"Klaten Selatan"
331101,3311,33,Weru
331102,3311,33,Bulu
331103,3311,33,Tawangsari
331104,3311,33,Sukoharjo
331105,3311,33,Nguter
331106,3311,33,Bendosari
331107,3311,33,Polokarto
331108,3311,33,Mojolaban
331109,3311,33,Grogol
331110,3311,33,Baki
331111,3311,33,Gatak
331112,3311,33,Kartasura
331201,3312,33,Pracimantoro
331202,3312,33,Giritontro
331203,3312,33,Giriwoyo
331204,3312,33,Batuwarno
331205,3312,33,Tirtomoyo
331206,3312,33,Nguntoronadi
331207,3312,33,Baturetno
331208,3312,33,Eromoko
331209,3312,33,Wuryantoro
331210,3312,33,Manyaran
331211,3312,33,Selogiri
331212,3312,33,Wonogiri
331213,3312,33,Ngadirojo
331214,3312,33,Sidoharjo
331215,3312,33,Jatiroto
331216,3312,33,Kismantoro
331217,3312,33,Purwantoro
331218,3312,33,Bulukerto
331219,3312,33,Slogohimo
331220,3312,33,Jatisrono
331221,3312,33,Jatipurno
331222,3312,33,Girimarto
331223,3312,33,Karangtengah
331224,3312,33,Paranggupito
331225,3312,33,Puhpelem
331301,3313,33,Jatipuro
331302,3313,33,Jatiyoso
331303,3313,33,Jumapolo
331304,3313,33,Jumantono
331305,3313,33,Matesih
331306,3313,33,Tawangmangu
331307,3313,33,Ngargoyoso
331308,3313,33,Karangpandan
331309,3313,33,Karanganyar
331310,3313,33,Tasikmadu
331311,3313,33,Jaten
331312,3313,33,Colomadu
331313,3313,33,Gondangrejo
331314,3313,33,Kebakkramat
331315,3313,33,Mojogedang
331316,3313,33,Kerjo
331317,3313,33,Jenawi
331401,3314,33,Kalijambe
331402,3314,33,Plupuh
331403,3314,33,Masaran
331404,3314,33,Kedawung
331405,3314,33,Sambirejo
331406,3314,33,Gondang
331407,3314,33,Sambungmacan
331408,3314,33,Ngrampal
331409,3314,33,Karangmalang
331410,3314,33,Sragen
331411,3314,33,Sidoharjo
331412,3314,33,Tanon
331413,3314,33,Gemolong
331414,3314,33,Miri
331415,3314,33,Sumberlawang
331416,3314,33,Mondokan
331417,3314,33,Sukodono
331418,3314,33,Gesi
331419,3314,33,Tangen
331420,3314,33,Jenar
331501,3315,33,Kedungjati
331502,3315,33,Karangrayung
331503,3315,33,Penawangan
331504,3315,33,Toroh
331505,3315,33,Geyer
331506,3315,33,Pulokulon
331507,3315,33,Kradenan
331508,3315,33,Gabus
331509,3315,33,Ngaringan
331510,3315,33,Wirosari
331511,3315,33,Tawangharjo
331512,3315,33,Grobogan
331513,3315,33,Purwodadi
331514,3315,33,Brati
331515,3315,33,Klambu
331516,3315,33,Godong
331517,3315,33,Gubug
331518,3315,33,Tegowanu
331519,3315,33,Tanggungharjo
331601,3316,33,Jati
331602,3316,33,Randublatung
331603,3316,33,Kradenan
331604,3316,33,Kedungtuban
331605,3316,33,Cepu
331606,3316,33,Sambong
