code,regency_code,province_code,name
920101,9201,92,Makbon
920104,9201,92,Beraur
920105,9201,92,Salawati
920106,9201,92,Seget
920107,9201,92,Aimas
920108,9201,92,Klamono
920110,9201,92,Sayosa
920112,9201,92,Segun
920113,9201,92,Mayamuk
920114,9201,92,"Salawati Selatan"
920117,9201,92,Klabot
920118,9201,92,Klawak
920120,9201,92,Maudus
920139,9201,92,Mariat
920140,9201,92,Klayili
920141,9201,92,Klaso
920142,9201,92,Moisegen
920143,9201,92,Sorong
920144,9201,92,Bagun
920145,9201,92,Wemak
920146,9201,92,Sunook
920147,9201,92,Buk
920148,9201,92,Saengkeduk
920149,9201,92,Malabotom
920150,9201,92,Konhir
920151,9201,92,Klasafet
920152,9201,92,Hobard
920153,9201,92,"Salawati Tengah"
920154,9201,92,Botain
920155,9201,92,"Sayosa Timur"
920203,9202,92,Warmare
920204,9202,92,Prafi
920205,9202,92,Masni
920212,9202,92,"Manokwari Barat"
920213,9202,92,"Manokwari Timur"
920214,9202,92,"Manokwari Utara"
920215,9202,92,"Manokwari Selatan"
920217,9202,92,"Tanah Rubuh"
920221,9202,92,Sidey
920301,9203,92,Fak-Fak
920302,9203,92,"Fak-Fak Barat"
920303,9203,92,"Fak-Fak Timur"
920304,9203,92,Kokas
920305,9203,92,"Fak-Fak Tengah"
920306,9203,92,Karas
920307,9203,92,Bomberay
920308,9203,92,Kramongmongga
920309,9203,92,"Teluk Patipi"
920310,9203,92,Pariwari
920311,9203,92,Wartutin
920312,9203,92,"Fakfak Timur Tengah"
920313,9203,92,Arguni
920314,9203,92,Mbahamdandara
920315,9203,92,Kayauni
920316,9203,92,Furwagi
920317,9203,92,Tomage
920401,9204,92,Teminabuan
920404,9204,92,Inanwatan
920406,9204,92,Sawiat
920409,9204,92,Kokoda
920410,9204,92,Moswaren
920411,9204,92,Seremuk
920412,9204,92,Wayer
920414,9204,92,Kais
920415,9204,92,Konda
920420,9204,92,Matemani
920421,9204,92,"Kokoda Utara"
920422,9204,92,Saifi
920424,9204,92,Fokour
920425,9204,92,Salkma
920426,9204,92,"Kais Darat"
920501,9205,92,"Misool (Misool Utara)"
920502,9205,92,"Waigeo Utara"
920503,9205,92,"Waigeo Selatan"
920504,9205,92,"Salawati Utara"
920505,9205,92,"Kepulauan Ayau"
920506,9205,92,"Misool Timur"
920507,9205,92,"Waigeo Barat"
920508,9205,92,"Waigeo Timur"
920509,9205,92,"Teluk Mayalibit"
920510,9205,92,Kofiau
920511,9205,92,"Meos Mansar"
920513,9205,92,"Misool Selatan"
920514,9205,92,Warwarbomi
920515,9205,92,"Waigeo Barat Kepulauan"
920516,9205,92,"Misool Barat"
920517,9205,92,"Kepulauan Sembilan"
920518,9205,92,"Kota Waisai"
920519,9205,92,"Tiplol Mayalibit"
920520,9205,92,"Batanta Utara"
920521,9205,92,"Salawati Barat"
920522,9205,92,"Salawati Tengah"
920523,9205,92,Supnin
920524,9205,92,Ayau
920525,9205,92,"Batanta Selatan"
920601,9206,92,Bintuni
920602,9206,92,Merdey
920603,9206,92,Babo
920604,9206,92,Aranday
920605,9206,92,"Moskona Selatan"
920606,9206,92,"Moskona Utara"
920607,9206,92,Wamesa
920608,9206,92,Fafurwar
920609,9206,92,Tembuni
920610,9206,92,Kuri
