code,district_code,regency_code,province_code,name,latitude,longitude,coordinates
7201072021,720107,7201,72,"Jaya Bakti",,,null
7201072041,720107,7201,72,Tombang,,,null
7201091054,720109,7201,72,Cendana,,,null
7201092038,720109,7201,72,Benteng,,,null
7201112007,720111,7201,72,Lauwon,,,null
7201132010,720113,7201,72,Bella,,,null
7201152002,720115,7201,72,Gori-Gori,,,null
7201162004,720116,7201,72,Kadodi,,,null
7201201009,720120,7201,72,Maahas,,,null
7201211010,720121,7201,72,Kilongan,,,null
7202041006,720204,7202,72,Pamona,,,null
7202182002,720218,7202,72,Kawende,,,null
7202221005,720222,7202,72,Tegalrejo,,,null
7202252002,720225,7202,72,Betue,,,null
7202272007,720227,7202,72,Lena,,,null
7203042002,720304,7203,72,Bonemarawa,,,null
7203042005,720304,7203,72,Towiora,,,null
7203081026,720308,7203,72,Boya,,,null
7203092008,720309,7203,72,"Labuan Salumbone",,,null
7203112004,720311,7203,72,Dampal,,,null
7203112006,720311,7203,72,"Tanjung Padang",,,null
7203182010,720318,7203,72,Tolongano,,,null
7203212003,720321,7203,72,Dangara'a,,,null
7203302002,720330,7203,72,"Ogoamas II",,,null
7204012008,720401,7204,72,Paddumpu,,,null
7204022002,720402,7204,72,Kabinuang,,,null
7204022011,720402,7204,72,Balaroa,,,null
7204032007,720403,7204,72,Malomba,,,null
7205012008,720501,7205,72,"Lamadong II",,,null
7205032014,720503,7205,72,"Negeri Lama",,,null
7206062015,720606,7206,72,Padabale,,,null
7206072001,720607,7206,72,Terebino,,,null
7206082007,720608,7206,72,Ambunu,,,null
7206092001,720609,7206,72,Parilangke,,,null
7206092008,720609,7206,72,"Beringin Jaya",,,null
7206102001,720610,7206,72,Bete-Bete,,,null
7206152008,720615,7206,72,Laroenai,,,null
7207032011,720703,7207,72,Salangano,,,null
7207042018,720704,7207,72,Kautu,,,null
7207092001,720709,7207,72,Bonepuso,,,null
7207092014,720709,7207,72,Lemelu,,,null
7207182001,720718,7207,72,Lumbi-lumbia,,,null
7207192001,720719,7207,72,Tatakalai,,,null
7208022028,720802,7208,72,Aloo,,,null
7208092005,720809,7208,72,Tolai,,,null
7208102002,720810,7208,72,Sinei,,,null
7208122008,720812,7208,72,Moubang,,,null
7208122013,720812,7208,72,Maranti,,,null
7208142009,720814,7208,72,"Taopa Barat",,,null
7208162002,720816,7208,72,Baliara,,,null
7208172003,720817,7208,72,Silanga,,,null
7208172006,720817,7208,72,Toraranga,,,null
7208182005,720818,7208,72,"Palasa Tangki",,,null
