code,regency_code,province_code,name,latitude,longitude,coordinates
340101,3401,34,Temon,,,null
340102,3401,34,Wates,,,null
340103,3401,34,Panjatan,,,null
340104,3401,34,Galur,,,null
340105,3401,34,Lendah,,,null
340106,3401,34,Sentolo,,,null
340107,3401,34,Pengasih,,,null
340108,3401,34,Kokap,,,null
340109,3401,34,Girimulyo,,,null
340110,3401,34,Nanggulan,,,null
340111,3401,34,Samigaluh,,,null
340112,3401,34,Kalibawang,,,null
340201,3402,34,Srandakan,,,null
340202,3402,34,Sanden,,,null
340203,3402,34,Kretek,,,null
340204,3402,34,Pundong,,,null
340205,3402,34,Bambanglipuro,,,null
340206,3402,34,Pandak,,,null
340207,3402,34,Pajangan,,,null
340208,3402,34,Bantul,,,null
340209,3402,34,Jetis,,,null
340210,3402,34,Imogiri,,,null
340211,3402,34,Dlingo,,,null
340212,3402,34,Banguntapan,,,null
340213,3402,34,Pleret,,,null
340214,3402,34,Piyungan,,,null
340215,3402,34,Sewon,,,null
340216,3402,34,Kasihan,,,null
340217,3402,34,Sedayu,,,null
340301,3403,34,Wonosari,,,null
340302,3403,34,Nglipar,,,null
340303,3403,34,Playen,,,null
340304,3403,34,Patuk,,,null
340305,3403,34,Paliyan,,,null
340306,3403,34,Panggang,,,null
340307,3403,34,Tepus,,,null
340308,3403,34,Semanu,,,null
340309,3403,34,Karangmojo,,,null
340310,3403,34,Ponjong,,,null
340311,3403,34,Rongkop,,,null
340312,3403,34,Semin,,,null
340313,3403,34,Ngawen,,,null
340314,3403,34,Gedangsari,,,null
340315,3403,34,Saptosari,,,null
340316,3403,34,Girisubo,,,null
340317,3403,34,Tanjungsari,,,null
340318,3403,34,Purwosari,,,null
340401,3404,34,Gamping,,,null
340402,3404,34,Godean,,,null
340403,3404,34,Moyudan,,,null
340404,3404,34,Minggir,,,null
340405,3404,34,Seyegan,,,null
340406,3404,34,Mlati,,,null
340407,3404,34,Depok,,,null
340408,3404,34,Berbah,,,null
340409,3404,34,Prambanan,,,null
340410,3404,34,Kalasan,,,null
340411,3404,34,Ngemplak,,,null
340412,3404,34,Ngaglik,,,null
340413,3404,34,Sleman,,,null
340414,3404,34,Tempel,,,null
340415,3404,34,Turi,,,null
340416,3404,34,Pakem,,,null
340417,3404,34,Cangkringan,,,null
347101,3471,34,Tegalrejo,,,null
347102,3471,34,Jetis,,,null
347103,3471,34,Gondokusuman,,,null
347104,3471,34,Danurejan,,,null
347105,3471,34,Gedongtengen,,,null
347106,3471,34,Ngampilan,,,null
347107,3471,34,Wirobrajan,,,null
347108,3471,34,Mantrijeron,,,null
347109,3471,34,Kraton,,,null
347110,3471,34,Gondomanan,,,null
347111,3471,34,Pakualaman,,,null
347112,3471,34,Mergangsan,,,null
347113,3471,34,Umbulharjo,,,null
347114,3471,34,Kotagede,,,null
