code,province_code,name,latitude,longitude
6401,64,"Kab. Paser",-1.7367323651334,116.09273757917
6402,64,"Kab. Kutai Kartanegara",0.1079626379461,116.48011669874
6403,64,"Kab. Berau",1.9124951080427,117.34017280976
6407,64,"Kab. Kutai Barat",-0.50266999656368,115.8242164657
6408,64,"Kab. Kutai Timur",0.98987080177862,117.12915342707
6409,64,"Kab. Penajam Paser Utara",-1.1571295540332,116.59035802019
6411,64,"Kab. Mahakam Ulu",0.73180654875047,114.83612637599
6471,64,"Kota Balikpapan",-1.1566657989966,116.87229050894
6472,64,"Kota Samarinda",-0.50027972638432,117.1770634541
6474,64,"Kota Bontang",0.093264880318329,117.45806814326
