code,regency_code,province_code,name,latitude,longitude
620101,6201,62,Kumai,-2.9527558915819,111.89668939031
620102,6201,62,"Arut Selatan",-2.5473223728687,111.60094941923
620103,6201,62,"Kotawaringin Lama",-2.4722148538275,111.40828801126
620104,6201,62,"Arut Utara",-2.0008193694517,111.90133955562
620105,6201,62,"Pangkalan Lada",-2.4754275317654,111.78004173756
620106,6201,62,"Pangkalan Banteng",-2.4611390902214,111.94014352609
620201,6202,62,"Kota Besi",-2.3414823995416,112.82563441978
620202,6202,62,Cempaga,-2.2415535768702,113.02065093848
620203,6202,62,"Mentaya Hulu",-2.065990923914,112.52370724249
620204,6202,62,Parenggean,-2.0180691776597,112.78800279404
620205,6202,62,Baamang,-2.4662865725712,112.94717911392
620206,6202,62,"Mentawa Baru Ketapang",-2.5747101837029,112.88826993968
620207,6202,62,"Mentaya Hilir Utara",-2.6540638658575,112.73564907953
620208,6202,62,"Mentaya Hilir Selatan",-2.8810264729788,112.91839359685
620209,6202,62,"Pulau Hanaut",-2.8838448802388,113.07058610383
620210,6202,62,"Antang Kalang",-1.4198639553548,112.59911332773
620211,6202,62,"Teluk Sampit",-3.0890571224924,112.90507469955
620212,6202,62,Seranau,-2.5285593544398,113.08235388543
620213,6202,62,"Cempaga Hulu",-1.9648895193467,113.04084474291
620214,6202,62,Telawang,-2.3635525016903,112.57503303467
620215,6202,62,"Bukit Santuai",-1.7067013633798,112.30615200761
620216,6202,62,"Tualan Hulu",-1.7113832684114,112.79282016159
620217,6202,62,"Telaga Antang",-1.543912371544,112.4209481849
620301,6203,62,Selat,-2.9995713932798,114.37863906512
620302,6203,62,"Kapuas Hilir",-2.9951370706827,114.4569396628
620303,6203,62,"Kapuas Timur",-3.0823559210493,114.46067586479
620304,6203,62,"Kapuas Kuala",-3.329676670023,114.28614194304
620305,6203,62,"Kapuas Barat",-2.7996750497833,114.39281251773
620306,6203,62,"Pulau Petak",-2.9053466908066,114.4805844382
620307,6203,62,"Kapuas Murung",-2.7500350047751,114.62402491375
620308,6203,62,Basarang,-2.9614680973277,114.29942487095
620309,6203,62,Mantangai,-1.969176147806,114.31231735222
620310,6203,62,Timpah,-1.5869540668468,114.53658604628
620311,6203,62,"Kapuas Tengah",-1.1869790776891,114.38790726563
620312,6203,62,"Kapuas Hulu",-0.88748317003472,113.95497733124
620313,6203,62,"Tamban Catur",-3.2176307960749,114.39514383511
620314,6203,62,"Pasak Talawang",-1.0981048043889,114.16318771096
620315,6203,62,"Mandau Talawang",-0.63674298343806,113.92858079711
620316,6203,62,Dadahup,-2.568136676578,114.64511208561
620317,6203,62,Bataguh,-3.1689737787783,114.28025171019
620401,6204,62,Jenamas,-2.4363792985955,114.86872956472
620402,6204,62,"Dusun Hilir",-2.1996861294951,114.77755110084
620403,6204,62,"Karau Kuala",-1.9059917099327,114.78200900095
620404,6204,62,"Dusun Utara",-1.4317241045297,114.91116646617
620405,6204,62,"Gn. Bintang Awai",-1.4887535170849,115.23920019929
620406,6204,62,"Dusun Selatan",-1.6767133505422,114.80929307174
620501,6205,62,Montallat,-1.246365094093,114.81388701432
620502,6205,62,"Gunung Timang",-1.2294875206308,115.18626149993
620503,6205,62,"Gunung Purei",-1.2075134515538,115.60115232258
620504,6205,62,"Teweh Timur",-1.0118212675631,115.40388563944
620505,6205,62,"Teweh Tengah",-0.97436464300593,114.67831112331
620506,6205,62,Lahei,-0.54759454420746,115.15421350622
620507,6205,62,"Teweh Baru",-1.0013900591228,115.09489194647
620508,6205,62,"Teweh Selatan",-1.1097147787843,114.86887315811
620509,6205,62,"Lahei Barat",-0.7190047930211,114.92941529566
620601,6206,62,Kamipang,-2.358487128933,113.45419872833
620602,6206,62,"Katingan Hilir",-1.9082451172886,113.35843857691
620603,6206,62,"Tewang Sangalang Garing",-1.7507787989251,113.28385044911
620604,6206,62,"Pulau Malan",-1.5822165152092,113.2597487944
620605,6206,62,"Katingan Tengah",-1.4814489562656,112.9957035995
620606,6206,62,"Sanaman Mantikei",-1.1479617085393,113.04192532532
620607,6206,62,Marikit,-0.97617142741004,112.64077921642
620608,6206,62,"Katingan Hulu",-1.0754423583248,112.34525422487
620609,6206,62,Mendawai,-2.7589307170462,113.3720244347
620610,6206,62,"Katingan Kuala",-3.0543892342843,113.47325999229
620611,6206,62,"Tasik Payawan",-2.0555045549531,113.45075568376
620612,6206,62,"Petak Malai",-0.79684150311028,112.98784852684
620613,6206,62,"Bukit Raya",-0.89478900534481,112.23879930052
620701,6207,62,"Seruyan Hilir",-3.0858471674221,112.40518155461
620702,6207,62,"Seruyan Tengah",-1.901484785614,112.11405174806
620703,6207,62,"Danau Sembuluh",-2.7821449193063,112.30406158279
620704,6207,62,Hanau,-2.5428227757506,112.14573722544
620705,6207,62,"Seruyan Hulu",-1.1450406732223,111.93216886691
620706,6207,62,"Seruyan Hilir Timur",-3.2521953077477,112.65732519571
620707,6207,62,"Seruyan Raya",-2.5528296721244,112.40357307884
620708,6207,62,"Danau Seluluk",-2.3341528182836,112.26266999314
620709,6207,62,"Batu Ampar",-2.2191708245998,112.18692882356
620710,6207,62,"Suling Tambun",-1.3068099890796,111.69277218737
620801,6208,62,Sukamara,-2.6316991739483,111.22670151245
620802,6208,62,Jelai,-2.9374147221152,110.89595725405
620803,6208,62,"Balai Riam",-2.3464062949901,111.17442090203
620804,6208,62,"Pantai Lunci",-2.9138505129761,111.14801495477
620805,6208,62,"Permata Kecubung",-2.1819634618403,111.19695945694
620901,6209,62,Lamandau,-1.9032962222809,111.18491023692
620902,6209,62,Delang,-1.6250281444433,111.03288780622
620903,6209,62,Bulik,-2.1202592446207,111.43023036688
620904,6209,62,"Bulik Timur",-1.7356463097111,111.61940030423
620905,6209,62,"Menthobi Raya",-1.909255377964,111.72227395114
620906,6209,62,"Sematu Jaya",-2.2241192590888,111.55677455671
620907,6209,62,"Belantikan Raya",-1.557240726938,111.43489611175
620908,6209,62,"Batang Kawa",-1.6354688055801,111.20354795093
621001,6210,62,Sepang,-1.4818836776016,113.87600293875
621002,6210,62,Kurun,-1.1813005800804,113.86107473074
621003,6210,62,Tewah,-0.99756494709982,113.70909006211
621004,6210,62,"Kahayan Hulu Utara",-0.85752019442443,113.51703280085
621005,6210,62,Rungan,-1.3998305219802,113.64279538872
621006,6210,62,Manuhing,-1.470607929837,113.450846089
621007,6210,62,"Mihing Raya",-1.3575464678449,113.88477738647
621008,6210,62,"Damang Batu",-0.68213878348623,113.33200978567
621009,6210,62,"Miri Manasa",-0.57193441280933,113.58872447881
621010,6210,62,"Rungan Hulu",-1.1099233034718,113.5537677882
621011,6210,62,"Manuhing Raya",-1.1741963538395,113.30720317141
621012,6210,62,"Rungan Barat",-1.2056740281141,113.44694319818
621101,6211,62,"Pandih Batu",-3.0807505470209,114.09586489942
621102,6211,62,"Kahayan Kuala",-3.2995026416228,113.93925502664
621103,6211,62,"Kahayan Tengah",-2.0158476175431,113.9892552216
621104,6211,62,"Banama Tingang",-1.6797551950543,113.90720600366
621105,6211,62,"Kahayan Hilir",-2.7541387976418,114.2103761188
621106,6211,62,Maliku,-2.9523039343551,114.16040126624
621107,6211,62,"Jabiren Raya",-2.4312262801203,114.19741497144
621108,6211,62,"Sebangau Kuala",-2.8331107232409,113.84734198436
621201,6212,62,Murung,-0.73981708843121,114.55401083569
621202,6212,62,"Tanah Siang",-0.35124685778958,114.50776256558
621203,6212,62,"Laung Tuhup",-0.38079490115306,114.71910105086
621204,6212,62,"Permata Intan",-0.71148213153207,114.26696834723
621205,6212,62,"Sumber Barito",-0.41887913354413,114.14998297762
621206,6212,62,"Barito Tuhup Raya",-0.37582178967408,114.89773838695
621207,6212,62,"Tanah Siang Selatan",-0.661565604864,114.46377318455
621208,6212,62,"Sungai Babuat",-0.5279554734445,114.37416145807
621209,6212,62,"Seribu Riam",0.065896119022658,113.77693949404
621210,6212,62,"Uut Murung",0.29660883724905,114.54098269082
621301,6213,62,"Dusun Timur",-2.1085300367713,115.17335937922
621302,6213,62,"Banua Lima",-2.1969780235305,115.21569052294
621303,6213,62,"Patangkep Tutui",-1.9915947297347,115.35154239944
621304,6213,62,Awang,-1.9657866003221,115.25485718938
621305,6213,62,"Dusun Tengah",-1.7636172610692,115.24057793428
621306,6213,62,"Pematang Karau",-1.8329615651101,115.02419042091
621307,6213,62,"Paju Epat",-2.1853161710186,115.01901043486
621308,6213,62,"Raren Batuah",-1.6962908504456,115.17664327868
621309,6213,62,Paku,-1.8978840132909,115.19078356127
621310,6213,62,"Karusen Janang",-1.9597163729307,115.07821553619
627101,6271,62,Pahandut,-2.2076752637917,113.95230862324
627102,6271,62,"Bukit Batu",-1.9958754419439,113.74280378007
627103,6271,62,"Jekan Raya",-2.1910492843949,113.80992825148
627104,6271,62,Sabangau,-2.3087946913744,113.91366137955
627105,6271,62,Rakumpit,-1.7523094756495,113.66098211217
