code,regency_code,province_code,name,latitude,longitude,coordinates
730205,7302,73,Herlang,,,null
730304,7303,73,"Tompo Bulu",,,null
730406,7304,73,"Bangkala Barat",,,null
730507,7305,73,Pattallassang,,,null
730508,7305,73,Sanrobone,,,null
730706,7307,73,Bulupoddo,,,null
730801,7308,73,Bontocani,,,null
730805,7308,73,Tonra,,,null
731001,7310,73,"Liukang Tangaya",,,null
731404,7314,73,Baranti,,,null
731609,7316,73,Malua,,,null
731805,7318,73,Makale,,,null
731812,7318,73,Mengkendek,,,null
730103,7301,73,Bontomatene,,,null
730803,7308,73,Kajuara,,,null
730813,7308,73,Lamuru,,,null
731009,7310,73,Segeri,,,null
731203,7312,73,Lilirilau,,,null
731208,7312,73,Citta,,,null
731601,7316,73,Maiwa,,,null
731705,7317,73,"Bua Ponrang",,,null
737306,7373,73,"Wara Barat",,,null
730109,7301,73,Pasilambena,,,null
730301,7303,73,Bissappu,,,null
730504,7305,73,"Polombangkeng Utara",,,null
730809,7308,73,Barebbo,,,null
730815,7308,73,Palakka,,,null
730816,7308,73,Awangpone,,,null
731012,7310,73,"Tondong Tallasa",,,null
731302,7313,73,Pammana,,,null
731603,7316,73,Baraka,,,null
731838,7318,73,Kurra,,,null
737304,7373,73,Telluwanua,,,null
730403,7304,73,Binamu,,,null
730408,7304,73,Turatea,,,null
730616,7306,73,"Bontonompo Selatan",,,null
731207,7312,73,Ganra,,,null
731301,7313,73,Sabangparu,,,null
731610,7316,73,"Buntu Batu",,,null
732212,7322,73,"Tana Lili",,,null
732405,7324,73,Angkona,,,null
737103,7371,73,Makassar,,,null
737301,7373,73,Wara,,,null
730615,7306,73,Bontolempangang,,,null
730906,7309,73,Malllawa,,,null
730910,7309,73,Cenrana,,,null
731503,7315,73,"Mattiro Bulu",,,null
731512,7315,73,"Batu Lappa",,,null
731707,7317,73,Belopa,,,null
731717,7317,73,"Walenrang Timur",,,null
731801,7318,73,Saluputi,,,null
737108,7371,73,"Ujung Tanah",,,null
730818,7308,73,Ajangale,,,null
730819,7308,73,"Dua Boccoe",,,null
730827,7308,73,Patimpeng,,,null
730902,7309,73,Camba,,,null
731303,7313,73,Takkalalla,,,null
731313,7313,73,Gilireng,,,null
731407,7314,73,Maritengngae,,,null
731502,7315,73,Suppa,,,null
731708,7317,73,Bua,,,null
732215,7322,73,"Sabbang Selatan",,,null
732620,7326,73,"Kapala Pitu",,,null
730111,7301,73,Buki,,,null
730204,7302,73,"Bonto Tiro",,,null
730206,7302,73,Kajang,,,null
730808,7308,73,Sibulue,,,null
730903,7309,73,Bantimurung,,,null
731201,7312,73,Marioriwawo,,,null
731304,7313,73,Sajoanging,,,null
731510,7315,73,Lanrisang,,,null
