code,district_code,regency_code,province_code,name,latitude,longitude,coordinates
7301072005,730107,7301,73,Lambego,,,null
7301112006,730111,7301,73,"Mekar Indah",,,null
7301112007,730111,7301,73,"Buki Timur",,,null
7302042013,730204,7302,73,Lamanda,,,null
7302052008,730205,7302,73,Pataro,,,null
7302072013,730207,7302,73,Tibona,,,null
7302082004,730208,7302,73,Arinhua,,,null
7303021003,730302,7303,73,Letta,,,null
7304012005,730401,7304,73,Pallantikang,,,null
7304112007,730411,7304,73,"Bonto Ujung",,,null
7305092014,730509,7305,73,Campagaya,,,null
7306012016,730601,7306,73,Bontobiraeng,,,null
7306022019,730602,7306,73,Paraikatte,,,null
7306041003,730604,7306,73,Gantarang,,,null
7306062014,730606,7306,73,Bili-bili,,,null
7306091010,730609,7306,73,Je'nebatu,,,null
7306112005,730611,7306,73,Berutallasa,,,null
7306112011,730611,7306,73,Julukanaya,,,null
7306132007,730613,7306,73,Panaikang,,,null
7306142004,730614,7306,73,Moncongloe,,,null
7306182002,730618,7306,73,Mandalle,,,null
7307032004,730703,7307,73,Panaikang,,,null
7307032005,730703,7307,73,Saukang,,,null
7307041001,730704,7307,73,Samaenre,,,null
7307042003,730704,7307,73,Kompang,,,null
7307051005,730705,7307,73,Bongki,,,null
7308022007,730802,7308,73,Matajang,,,null
7308022008,730802,7308,73,Cenrana,,,null
7308022020,730802,7308,73,Manggenrang,,,null
7308072017,730807,7308,73,Karella,,,null
7308082010,730808,7308,73,"Pattiro Sompe",,,null
7308082017,730808,7308,73,"Letta Tanah",,,null
7308091006,730809,7308,73,Apala,,,null
7308092010,730809,7308,73,Kajaolaliddong,,,null
7308102008,730810,7308,73,Abbumpungeng,,,null
7308152008,730815,7308,73,Passippo,,,null
7308172013,730817,7308,73,Lea,,,null
7308211006,730821,7308,73,Manurunge,,,null
7308242014,730824,7308,73,Bila,,,null
7309021001,730902,7309,73,Cempaniga,,,null
7309032004,730903,7309,73,"Minasa Baji",,,null
7309042004,730904,7309,73,Borikamase,,,null
7309062002,730906,7309,73,Padaelo,,,null
7309062003,730906,7309,73,"Batu Putih",,,null
7309072006,730907,7309,73,Damai,,,null
7310041008,731004,7310,73,Tekolabbua,,,null
7311022006,731102,7311,73,"Pao Pao",,,null
7311032007,731103,7311,73,Tompo,,,null
7312082004,731208,7312,73,Tinco,,,null
7313011001,731301,7313,73,Walennae,,,null
7313052005,731305,7313,73,Tosora,,,null
7313052015,731305,7313,73,Liu,,,null
7313061005,731306,7313,73,Watallipue,,,null
7314042006,731404,7314,73,Passeno,,,null
7314071005,731407,7314,73,Lakessi,,,null
7315062009,731506,7315,73,Buttusawe,,,null
7315101001,731510,7315,73,Lanrisang,,,null
