code,regency_code,province_code,name
190101,1901,19,Sungailiat
190102,1901,19,Belinyu
190103,1901,19,Merawang
190104,1901,19,"Mendo Barat"
190105,1901,19,Pemali
190106,1901,19,Bakam
190107,1901,19,"Riau Silip"
190108,1901,19,"Puding Besar"
190201,1902,19,"Tanjung Pandan"
190202,1902,19,Membalong
190203,1902,19,"Selat Nasik"
190204,1902,19,Sijuk
190205,1902,19,Badau
190301,1903,19,Toboali
190302,1903,19,"Lepar Pongok"
190303,1903,19,"Air Gegas"
190304,1903,19,"Simpang Rimba"
190305,1903,19,Payung
190306,1903,19,"Tukak Sadai"
190307,1903,19,Pulaubesar
190308,1903,19,"Kepulauan Pongok"
190401,1904,19,Koba
190402,1904,19,"Pangkalan Baru"
190403,1904,19,"Sungai Selan"
190404,1904,19,"Simpang Katis"
190405,1904,19,Namang
190406,1904,19,"Lubuk Besar"
190501,1905,19,Mentok
190502,1905,19,"Simpang Teritip"
190503,1905,19,Jebus
190504,1905,19,Kelapa
190505,1905,19,Tempilang
190506,1905,19,Parittiga
190601,1906,19,Manggar
190602,1906,19,Gantung
190603,1906,19,Dendang
190604,1906,19,"Kelapa Kampit"
190605,1906,19,Damar
190606,1906,19,"Simpang Renggiang"
190607,1906,19,"Simpang Pesak"
197101,1971,19,Bukitintan
197102,1971,19,"Taman Sari"
197103,1971,19,"Pangkal Balam"
197104,1971,19,Rangkui
197105,1971,19,Gerunggang
197106,1971,19,Gabek
197107,1971,19,Girimaya
