code,district_code,regency_code,province_code,name,postal_code,latitude,longitude
1701012001,170101,1701,17,"Batu Ampar",38553,-4.332730913206,103.18566808688
1701012002,170101,1701,17,"Rantau Sialang",38553,-4.4224889070072,103.13054621341
1701012003,170101,1701,17,"Bumi Agung",38553,-4.426771620394,103.11124980002
1701012004,170101,1701,17,"Palak Siring",38553,-4.4367411109821,103.11355528352
1701012005,170101,1701,17,"Keban Agung I",38553,-4.4425495721768,103.10632921383
1701012006,170101,1701,17,"Keban Agung II",38553,-4.4597829420656,103.10676388061
1701012007,170101,1701,17,"Tanjung Alam",38553,-4.4527857540646,103.09559208855
1701012008,170101,1701,17,"Tanjung Negara",38553,-4.4748760495079,103.10170792813
1701012009,170101,1701,17,"Keban Agung III",38553,-4.4353469896713,103.08588255206
1701012010,170101,1701,17,"Suka Nanti",38553,-4.4628733178094,103.09183637158
1701012011,170101,1701,17,"Muara Tiga",38553,-4.4355618179357,103.08197776641
1701012012,170101,1701,17,"Tanjung Besar",38553,-4.46868717271,103.09026965955
1701012013,170101,1701,17,"Pajar Bulan",38553,-4.4711223729376,103.08380031909
1701012014,170101,1701,17,"Durian Sebatang",38553,-4.4774185292365,103.07659307089
1701012015,170101,1701,17,"Lawang Agung",38553,-4.4594077763479,103.06271153693
1701012027,170101,1701,17,"Nanti Agung",38553,-4.4488387870156,103.12891033776
1701012028,170101,1701,17,"Karang Agung",38553,-4.4359192087971,103.12509082664
1701012029,170101,1701,17,"Lubuk Resam",38553,-4.4312550955378,103.12907414017
1701012030,170101,1701,17,"Muara Tiga Ilir",38553,-4.4400543394258,103.08051175866
1701021024,170102,1701,17,"Pasar Baru",38552,-4.4342189138625,103.01813501945
1701022001,170102,1701,17,"Padang Lebar",38552,-4.4454212149877,103.02351090914
1701022002,170102,1701,17,Sukaraja,38552,-4.4308300670546,103.00983000605
1701022004,170102,1701,17,"Tanjung Menang",38552,-4.4280385957731,102.99294936609
1701022005,170102,1701,17,"Darat Sawah",38552,-4.4201026414983,103.02144760428
1701022006,170102,1701,17,"Kota Agung",38552,-4.4302775318201,103.03463322082
1701022007,170102,1701,17,"Babatan Ilir",38552,-4.4265576251239,103.03861835726
1701022008,170102,1701,17,"Babatan Ulu",38552,-4.4282705381899,103.04670915177
1701022009,170102,1701,17,"Muara Danau",38552,-4.4458437492263,103.0443980729
1701022011,170102,1701,17,"Gunung Ayu",38552,-4.4094600085439,103.00936850143
1701022014,170102,1701,17,"Muara Pulutan",38552,-4.4494142531498,102.98279803337
1701022015,170102,1701,17,"Kota Bumi Baru",38552,-4.4262481791895,103.00259980852
1701022016,170102,1701,17,"Sindang Bulan",38552,-4.4263682171876,103.01125544404
1701022017,170102,1701,17,"Muara Payang",38552,-4.459529518327,102.99003189005
1701022018,170102,1701,17,"Durian Seginim",38552,-4.4676471026653,103.00992628459
1701022020,170102,1701,17,"Banding Agung",38552,-4.4511087602926,103.00682148533
1701022021,170102,1701,17,"Pajar Bulan",38552,-4.4409123247132,103.01034225958
1701022022,170102,1701,17,"Dusun Tengah",38552,-4.4366982404717,103.01588514332
1701022023,170102,1701,17,"Padang Siring",38552,-4.4363582203841,103.0085772512
1701022029,170102,1701,17,"Darat Sawah Ulu",38552,-4.4157346016568,103.028470115
1701022030,170102,1701,17,"Tanjung Agung",38552,-4.4423637864206,102.99495718189
1701022031,170102,1701,17,"Dusun Baru",38552,-4.4579539393131,103.0099186926
1701031018,170103,1701,17,Masat,38570,-4.3797365071273,102.94922509031
1701032001,170103,1701,17,"Tanjung Aur I",38570,-4.3978179101787,102.94808984796
1701032002,170103,1701,17,Anggut,38570,-4.4238156119555,102.96841442059
1701032003,170103,1701,17,"Tanjung Eran",38570,-4.4087676953513,102.9864309079
1701032004,170103,1701,17,"Padang Lebar",38570,-4.4061945501621,102.93944392934
1701032005,170103,1701,17,"Gedung Agung",38570,-4.4172587240342,102.97414336157
1701032015,170103,1701,17,"Batu Bandung",38570,-4.362721301838,102.94708110155
1701032016,170103,1701,17,"Ulak Lebar",38570,-4.3716723432104,102.94203567701
1701032017,170103,1701,17,"Kota Bumi",38570,-4.363208864039,102.96809965191
1701032019,170103,1701,17,"Air Umban",38570,-4.393345393344,102.96316836736
1701032020,170103,1701,17,Sebilo,38570,-4.3652048551699,102.99064410117
1701032021,170103,1701,17,Ganjuh,38570,-4.3813342186765,102.99534083399
1701032022,170103,1701,17,Puding,38570,-4.398392307775,102.98313414572
1701032023,170103,1701,17,"Padang Tambak",38570,-4.4096700883875,102.96158880777
1701032024,170103,1701,17,"Padang Mumpo",38570,-4.3856907338741,102.9572199165
1701032025,170103,1701,17,"Beringin Datar",38570,-4.3893866640898,102.9458228373
1701041022,170104,1701,17,"Kayu Kunyit",38511,-4.4743307057176,102.93202269256
1701042001,170104,1701,17,"Tanjung Raman",38511,-4.47815521981,102.93098503128
1701042016,170104,1701,17,"Tanjung Besar",38511,-4.4907420466052,102.93362768081
1701042017,170104,1701,17,Manggul,38511,-4.494037238125,102.92597289473
1701042018,170104,1701,17,Terulung,38511,-4.4902853676184,102.921518125
1701042019,170104,1701,17,Ketaping,38511,-4.4852723769758,102.90915575046
1701042020,170104,1701,17,"Lubuk Sirih Ulu",38511,-4.4831084250647,102.9566235567
1701042021,170104,1701,17,"Lubuk Sirih Ilir",38511,-4.4772060199213,102.94113100739
1701042023,170104,1701,17,"Kota Padang",38511,-4.4706756619983,102.93601562819
1701042024,170104,1701,17,Mela'o,38511,-4.4657250842383,102.9378892926
1701042025,170104,1701,17,"Gunung Sakti",38511,-4.4583307095226,102.94087655508
1701042026,170104,1701,17,"Jeranglah Rendah",38511,-4.4691447182117,102.95624613552
1701042027,170104,1701,17,"Jeranglah Tinggi",38511,-4.4570986140589,102.95474799807
1701042028,170104,1701,17,"Kembang Ayun",38511,-4.4453498827233,102.94228229059
1701042029,170104,1701,17,Tambangan,38511,-4.4347148478288,102.96098923729
1701042031,170104,1701,17,"Padang Manis",38511,-4.4639719554859,102.94073044618
1701042032,170104,1701,17,"Padang Pandan",38511,-4.4526904229312,102.96820423546
1701042033,170104,1701,17,"Gunung Kembang",38511,-4.4813240979483,102.92212998662
1701051009,170105,1701,17,"Gunung Ayu",38513,-4.4426933978194,102.92639544279
1701051010,170105,1701,17,"Kota Medan",38513,-4.4462276853468,102.9084432104
1701051016,170105,1701,17,"Kampung Baru",38511,-4.4521322956024,102.89636970032
1701051017,170105,1701,17,"Pasar Baru",38512,-4.4567925859582,102.90750418124
1701051019,170105,1701,17,Ibul,38513,-4.4542401650017,102.92981635071
1701051020,170105,1701,17,"Padang Kapuk",38511,-4.4447299019887,102.91748452463
1701052001,170105,1701,17,"Pagar Dewa",38513,-4.4292543820846,102.89285037696
1701052004,170105,1701,17,"Padang Niur",38511,-4.4396794391981,102.93464238872
1701052005,170105,1701,17,"Tebat Kubu",38511,-4.4260813569719,102.91495361491
1701052006,170105,1701,17,Gelumbang,38511,-4.4130285475747,102.9200365265
1701052018,170105,1701,17,"Padang Berangin",38511,-4.4291901296724,102.93828738733
1701062001,170106,1701,17,Selali,38572,-4.3674411057146,102.81571813512
1701062002,170106,1701,17,"Air Kemang",38572,-4.3998579556875,102.89295751723
1701062003,170106,1701,17,"Pasar Pino",38572,-4.3919254109258,102.84281353533
1701062004,170106,1701,17,"Tanggo Raso",38572,-4.4101519803546,102.86210272477
1701062005,170106,1701,17,"Talang Padang",38572,-4.385182421929,102.85680978159
1701062006,170106,1701,17,"Tungkal I",38572,-4.3868808733273,102.86819690126
1701062007,170106,1701,17,"Tungkal II",38572,-4.3751876009187,102.86492417211
1701062008,170106,1701,17,"Bandung Ayu",38572,-4.3783008719267,102.87552553606
1701062009,170106,1701,17,"Napal Melintang",38572,-4.3744666613494,102.88378317595
1701062010,170106,1701,17,"Serang Bulan",38572,-4.3608862540788,102.88382627713
1701062011,170106,1701,17,"Suka Bandung",38572,-4.37043979932,102.91195714976
1701062012,170106,1701,17,"Pagar Gading",38572,-4.3496316544968,102.90800366281
1701062013,170106,1701,17,"Cinto Mandi",38572,-4.3149612876223,102.87430685823
1701062014,170106,1701,17,"Kembang Seri",38572,-4.3284425573472,102.90366873982
1701062015,170106,1701,17,"Karang Cayo",38572,-4.2966172947734,102.89436614947
1701062016,170106,1701,17,"Tanjung Aur II",38572,-4.2210052332306,102.94300927684
1701062017,170106,1701,17,Nanjungan,38572,-4.3590900991651,102.82646726562
1701062018,170106,1701,17,"Kemang Manis",38572,-4.3888497828102,102.91430336587
1701062019,170106,1701,17,"Padang Beriang",38572,-4.3459199710031,102.83676424271
1701062020,170106,1701,17,"Padang Serasan",38572,-4.4112176833368,102.87387269739
1701062021,170106,1701,17,"Telaga Dalam",38572,-4.3370881740445,102.86452777561
1701072001,170107,1701,17,"Karang Caya",38554,-4.4761929107591,103.06135092446
1701072002,170107,1701,17,Betungan,38554,-4.4806334110461,103.05590064414
1701072003,170107,1701,17,"Pagar Banyu",38554,-4.4636086976226,103.03805611498
1701072004,170107,1701,17,Nanjungan,38554,-4.4869491884372,103.04860298142
1701072005,170107,1701,17,"Suka Rami",38554,-4.4715226917333,103.0354435563
1701072006,170107,1701,17,"Padang Bindu",38554,-4.4976018539553,103.05797941291
1701072007,170107,1701,17,Penindaian,38554,-4.5056408210691,103.0574073391
1701072008,170107,1701,17,Limus,38554,-4.493870274687,103.03798361561
1701072009,170107,1701,17,Sukaraja,38554,-4.5056498085127,103.0389463372
1701072010,170107,1701,17,"Lubuk Ladung",38554,-4.5225935323375,103.0404149241
1701072011,170107,1701,17,"Air Sulau",38554,-4.5324297250591,103.07279618972
1701072012,170107,1701,17,"Suka Jaya",38554,-4.5503421922304,103.06744228042
1701082001,170108,1701,17,"Keban Jati",38571,-4.3916412905126,103.03775342999
1701082002,170108,1701,17,"Tanjung Beringin",38571,-4.3883640836457,103.04647215183
1701082003,170108,1701,17,"Suka Negeri",38571,-4.3969891927418,103.08300857898
1701082004,170108,1701,17,Sukarami,38571,-4.3106648202495,103.15285818954
1701082005,170108,1701,17,"Palak Bengkerung",38571,-4.3787169659884,103.05270038076
1701082006,170108,1701,17,Sukamaju,38571,-4.3221192602221,103.07891196916
1701082007,170108,1701,17,"Pino Baru",38571,-4.3079506608836,103.12496832752
1701082008,170108,1701,17,Penandingan,38571,-4.4258265520069,103.06115143396
1701082009,170108,1701,17,"Suka Bandung",38571,-4.4048801955134,103.03143937711
1701082010,170108,1701,17,Maras,38571,-4.3965350730168,103.0332784919
1701092001,170109,1701,17,"Batu Panco",38573,-4.3538274989318,102.98713629621
1701092002,170109,1701,17,"Batu Kuning",38573,-4.3446795315631,102.97866481632
1701092003,170109,1701,17,"Bandar Agung",38573,-4.3286308499131,102.98125653251
1701092004,170109,1701,17,Merambung,38573,-4.3094980041975,102.98313940679
1701092005,170109,1701,17,"Simpang Pino",38573,-4.306049729357,102.95134854546
1701092006,170109,1701,17,"Talang Tinggi",38573,-4.2862241971339,102.95170856277
1701092007,170109,1701,17,"Keban Jati",38573,-4.284960461396,102.99198116378
1701092008,170109,1701,17,"Lubuk Tapi",38573,-4.2466786450133,102.96573700836
1701092009,170109,1701,17,"Kayu Ajaran",38573,-4.2398570833463,103.01849168777
1701092010,170109,1701,17,"Air Tenam Dalam",38573,-4.2707470764107,103.07065012632
1701102001,170110,1701,17,"Tumbak Tebing",38511,-4.5006881256732,102.95539844938
1701102002,170110,1701,17,"Gunung Kayo",38511,-4.5008615958377,102.96425976464
1701102003,170110,1701,17,"Gindo Suli",38511,-4.5039240426991,102.97774812033
1701102004,170110,1701,17,"Talang Indah",38511,-4.4908279517256,102.98655862617
1701102005,170110,1701,17,Kuripan,38511,-4.4826493193363,102.98056612704
1701102006,170110,1701,17,"Padang Nibung",38511,-4.4742439121392,102.97548324418
1701102007,170110,1701,17,"Tanjung Tebat",38511,-4.4940513645427,103.00118861516
1701102008,170110,1701,17,"Padang Jawi",38511,-4.5023443058988,103.01164448664
1701102009,170110,1701,17,"Tanjung Aur",38511,-4.5157839414973,103.01550459139
1701102010,170110,1701,17,"Padang Burnai",38511,-4.4922956392617,102.94674660328
1701111003,170111,1701,17,"Tanjung Mulia",38518,-4.4608922817801,102.92401490745
1701111004,170111,1701,17,"Pasar Mulia",38518,-4.4623375031625,102.91012029159
1701111005,170111,1701,17,"Belakang Gedung",38514,-4.4638947309693,102.90055941164
1701111006,170111,1701,17,"Gunung Mesir",38517,-4.4738204655554,102.91584787772
1701111007,170111,1701,17,"Padang Sialang",38517,-4.4678626444653,102.9105035955
1701111008,170111,1701,17,"Ketapang Besar",38516,-4.4705758231474,102.90734920869
1701111009,170111,1701,17,"Pasar Bawah",38515,-4.4757561431843,102.90211377287
1701112001,170111,1701,17,"Batu Kuning",38518,-4.472459739663,102.92522812781
