code,province_code,name,latitude,longitude
1701,17,"Kab. Bengkulu Selatan",-4.3483972134895,103.02116096358
1702,17,"Kab. Rejang Lebong",-3.4304548353947,102.70204516714
1703,17,"Kab. Bengkulu Utara",-3.4188283620512,102.00188239853
1704,17,"Kab. Kaur",-4.6111382894519,103.41232464138
1705,17,"Kab. Seluma",-4.0520067561186,102.65951397298
1706,17,"Kab. Muko Muko",-2.6903158367968,101.48189529745
1707,17,"Kab. Lebong",-3.0900072441103,102.2478186586
1708,17,"Kab. Kepahiang",-3.6289348286598,102.64445099697
1709,17,"Kab. Bengkulu Tengah",-3.6852212484736,102.4043565707
1771,17,"Kota Bengkulu",-3.8413968780209,102.30815765385
