code,regency_code,province_code,name
640101,6401,64,"Batu Sopang"
640102,6401,64,"Tanjung Harapan"
640103,6401,64,"Paser Belengkong"
640104,6401,64,"Tanah Grogot"
640105,6401,64,Kuaro
640106,6401,64,"Long Ikis"
640107,6401,64,"Muara Komam"
640108,6401,64,"Long Kali"
640109,6401,64,"Batu Engau"
640110,6401,64,"Muara Samu"
640201,6402,64,"Muara Muntai"
640202,6402,64,"Loa Kulu"
640203,6402,64,"Loa Janan"
640204,6402,64,Anggana
640205,6402,64,"Muara Badak"
640206,6402,64,Tenggarong
640207,6402,64,Sebulu
640208,6402,64,"Kota Bangun"
640209,6402,64,Kenohan
640210,6402,64,"Kembang Janggut"
640211,6402,64,"Muara Kaman"
640212,6402,64,Tabang
640213,6402,64,Samboja
640214,6402,64,"Muara Jawa"
640215,6402,64,"Sanga Sanga"
640216,6402,64,"Tenggarong Seberang"
640217,6402,64,"Marang Kayu"
640218,6402,64,"Muara Wis"
640219,6402,64,"Kota Bangun Darat"
640220,6402,64,"Semboja Barat"
640301,6403,64,Kelay
640302,6403,64,Talisayan
640303,6403,64,Sambaliung
640304,6403,64,Segah
640305,6403,64,"Tanjung Redeb"
640306,6403,64,"Gunung Tabur"
640307,6403,64,"Pulau Derawan"
640308,6403,64,Biduk-Biduk
640309,6403,64,"Teluk Bayur"
640310,6403,64,Tabalar
640311,6403,64,Maratua
640312,6403,64,"Batu Putih"
640313,6403,64,Biatan
640705,6407,64,"Long Iram"
640706,6407,64,Melak
640707,6407,64,"Barong Tongkok"
640708,6407,64,Damai
640709,6407,64,"Muara Lawa"
640710,6407,64,"Muara Pahu"
640711,6407,64,Jempang
640712,6407,64,Bongan
640713,6407,64,Penyinggahan
640714,6407,64,"Bentian Besar"
640715,6407,64,"Linggang Bigung"
640716,6407,64,Nyuatan
640717,6407,64,"Siluq Ngurai"
640718,6407,64,"Mook Manaar Bulatn"
640719,6407,64,Tering
640720,6407,64,"Sekolaq Darat"
640801,6408,64,"Muara Ancalong"
640802,6408,64,"Muara Wahau"
640803,6408,64,"Muara Bengkal"
640804,6408,64,"Sangatta Utara"
640805,6408,64,Sangkulirang
640806,6408,64,Busang
640807,6408,64,Telen
640808,6408,64,Kombeng
640809,6408,64,Bengalon
640810,6408,64,Kaliorang
640811,6408,64,Sandaran
640812,6408,64,"Sangatta Selatan"
640813,6408,64,"Teluk Pandan"
640814,6408,64,"Rantau Pulung"
640815,6408,64,Kaubun
640816,6408,64,Karangan
640817,6408,64,"Batu Ampar"
640818,6408,64,"Long Mesangat"
640901,6409,64,Penajam
640902,6409,64,Waru
640903,6409,64,Babulu
640904,6409,64,Sepaku
641101,6411,64,"Long Bagun"
641102,6411,64,"Long Hubung"
641103,6411,64,Laham
641104,6411,64,"Long Apari"
641105,6411,64,"Long Pahangai"
647101,6471,64,"Balikpapan Timur"
647102,6471,64,"Balikpapan Barat"
647103,6471,64,"Balikpapan Utara"
647104,6471,64,"Balikpapan Tengah"
647105,6471,64,"Balikpapan Selatan"
647106,6471,64,"Balikpapan Kota"
647201,6472,64,Palaran
647202,6472,64,"Samarinda Seberang"
647203,6472,64,"Samarinda Ulu"
647204,6472,64,"Samarinda Ilir"
647205,6472,64,"Samarinda Utara"
647206,6472,64,"Sungai Kunjang"
647207,6472,64,Sambutan
647208,6472,64,"Sungai Pinang"
647209,6472,64,"Samarinda Kota"
647210,6472,64,"Loa Janan Ilir"
647401,6474,64,"Bontang Utara"
647402,6474,64,"Bontang Selatan"
647403,6474,64,"Bontang Barat"
