code,district_code,regency_code,province_code,name
1102052030,110205,1102,11,"Lawe Bekung"
1102052031,110205,1102,11,"Lawe Bekung Tampahan"
1102052032,110205,1102,11,"Badar Indah"
1102052033,110205,1102,11,"Batu Mbekhong"
1102052034,110205,1102,11,"Tanah Merah"
1102052035,110205,1102,11,"Tanoh Megakhe"
1102052036,110205,1102,11,"Lawe Sekerah"
1102062001,110206,1102,11,"Pardomuan II"
1102062002,110206,1102,11,"Lawe Desky I"
1102062003,110206,1102,11,"Lawe Desky Sabas"
1102062004,110206,1102,11,"Pardomuan I"
1102062005,110206,1102,11,"Cinta Damai"
1102062006,110206,1102,11,Pardamean
1102062007,110206,1102,11,"Lawe Desky Tongah"
1102062008,110206,1102,11,"Kute Bakti"
1102062010,110206,1102,11,"Muara Situlen"
1102062011,110206,1102,11,Sejahtera
1102062012,110206,1102,11,"Kute Makmur"
1102062013,110206,1102,11,Pardamean
1102062014,110206,1102,11,"Lawe Mantik"
1102062015,110206,1102,11,"Cinta Makmur"
1102062016,110206,1102,11,"Muara Setia"
1102062017,110206,1102,11,"Tanoh Alas"
1102062018,110206,1102,11,"Sejahtera Baru"
1102062024,110206,1102,11,"Lawe Tawakh"
1102062025,110206,1102,11,Sabilussalam
1102062026,110206,1102,11,"Lawe Desky Jaya"
1102062027,110206,1102,11,"Pintu Alas"
1102072001,110207,1102,11,Gulo
1102072002,110207,1102,11,"Pulo Piku"
1102072003,110207,1102,11,"Terutung Kute"
1102072004,110207,1102,11,"Kute Ujung"
1102072005,110207,1102,11,"Lawe Stul"
1102072006,110207,1102,11,"Kite Merangun"
1102072007,110207,1102,11,Mamas
1102072008,110207,1102,11,"Tanjung Lama"
1102072009,110207,1102,11,"Tanjung Muda"
1102072010,110207,1102,11,"Rambung Teldak"
1102072011,110207,1102,11,"Tanjung Aman"
1102072012,110207,1102,11,"Sri Muda"
1102072013,110207,1102,11,"Ujung Baru"
1102072014,110207,1102,11,"Kute Rambe"
1102072015,110207,1102,11,"Mamas Baru"
1102072016,110207,1102,11,"Rambung Jaya"
1102072017,110207,1102,11,"Makmur Jaya"
1102072018,110207,1102,11,"Darul Makmur"
1102072019,110207,1102,11,"Tanjung Bakhu"
1102072020,110207,1102,11,"Pulo Gabung"
1102072021,110207,1102,11,"Kokhtan Jaya"
1102072022,110207,1102,11,Istiqamah
1102072023,110207,1102,11,"Lawe Mamas Indah"
1102072024,110207,1102,11,"Tanjung Leuser"
1102072025,110207,1102,11,"Simpang IV Tanjung"
1102072026,110207,1102,11,"Lawe Pinis"
1102072027,110207,1102,11,"Buntul Kendawi"
1102072028,110207,1102,11,"Kuning Abadi"
1102082001,110208,1102,11,"Pasir Gala"
1102082002,110208,1102,11,"Pasir Penjengakan"
1102082003,110208,1102,11,Kutambaru
1102082004,110208,1102,11,"Lawe Sagu Hulu"
1102082005,110208,1102,11,"Lawe Sagu Hilir"
1102082006,110208,1102,11,"Kute Bantil"
1102082011,110208,1102,11,"Lawe Kolok"
1102082012,110208,1102,11,"Lawe Rutung"
1102082013,110208,1102,11,"Kampung Nangka"
1102082014,110208,1102,11,"Tenembak Juhar"
1102082015,110208,1102,11,"Simpang Empat"
1102082016,110208,1102,11,"Kuta Buluh Botong"
1102082017,110208,1102,11,"Katambaru Becawan"
1102082018,110208,1102,11,"Lawe Kinge"
1102082019,110208,1102,11,"Kandang Mbelang Mandiri"
1102082020,110208,1102,11,"Mbacang Racun"
1102082021,110208,1102,11,"Telaga Mekar"
1102082023,110208,1102,11,"Pulonas Baru"
1102082025,110208,1102,11,"Kuta Genting"
1102082026,110208,1102,11,"Lawe Sagu Baru"
1102082027,110208,1102,11,"Lawe Sagu"
1102082028,110208,1102,11,"Pekhapet Timur"
1102082029,110208,1102,11,Bahagia
1102082030,110208,1102,11,"Kute Galuh Asli"
1102092001,110209,1102,11,"Kute Lengat Pangan"
1102092002,110209,1102,11,"Kute Lengat Selian"
1102092003,110209,1102,11,"Tualang Baru"
1102092004,110209,1102,11,"Alur Buluh"
1102092005,110209,1102,11,"Maha Singkil"
1102092006,110209,1102,11,"Tenembak Bintang"
1102092007,110209,1102,11,"Kute Lingga"
1102092008,110209,1102,11,"Rikit Bur"
1102092010,110209,1102,11,Kerukunan
1102092011,110209,1102,11,"Lawe Dua"
1102092012,110209,1102,11,Rema
1102092013,110209,1102,11,"Bambel Baru"
1102092014,110209,1102,11,Pejuang
1102092015,110209,1102,11,Darussalam
1102092016,110209,1102,11,Amaliah
1102092017,110209,1102,11,"Sebudi Jaya"
1102092018,110209,1102,11,Gumpang
1102092019,110209,1102,11,"Kute Gekhat"
1102092020,110209,1102,11,"Paye Khambung"
1102092021,110209,1102,11,"Mbak Sako"
1102092022,110209,1102,11,"Darul Imami"
1102092023,110209,1102,11,"Rikit Bur II"
1102092024,110209,1102,11,"Kute Empat Lima"
1102102001,110210,1102,11,"Simpang Semadam"
1102102002,110210,1102,11,"Semadam Awal"
1102102003,110210,1102,11,"Semadam Asal"
1102102004,110210,1102,11,"Lawe Kinga Gabungan"
1102102005,110210,1102,11,"Lawe Kinga Tebing Tinggi"
1102102006,110210,1102,11,"Kebun Sere"
1102102007,110210,1102,11,"Lawe Beringin Horas"
1102102008,110210,1102,11,"Lawe. Berigin Gayo"
1102102009,110210,1102,11,"Suka Makmur"
1102102010,110210,1102,11,"Pasar Puntung"
1102102011,110210,1102,11,"Titi Pasir"
1102102012,110210,1102,11,"Lawe Petanduk I"
1102102013,110210,1102,11,"Ngkeran Alur Buluh"
1102102014,110210,1102,11,"Kampung Baru"
1102102015,110210,1102,11,"Sepakat Segenap"
1102102016,110210,1102,11,"Selamat Indah"
1102102017,110210,1102,11,"Lawe Kinge Lapter"
1102102018,110210,1102,11,"Lawe Mejile"
1102102019,110210,1102,11,"Lawe Petanduk-II"
1102112004,110211,1102,11,"Titi Mas"
1102112005,110211,1102,11,Meranti
1102112006,110211,1102,11,"Kute Lang-Lang"
1102112007,110211,1102,11,"Lawe Sumur"
1102112008,110211,1102,11,Pardamaian
1102112009,110211,1102,11,"Salim Pipit"
1102112010,110211,1102,11,Penguhapan
1102112011,110211,1102,11,"Lumban Tua"
1102112012,110211,1102,11,"Mutiara Damai"
1102112013,110211,1102,11,"Dolok Nauli"
1102112014,110211,1102,11,"Tuhi Jongkat"
1102112015,110211,1102,11,"Uning Sigugur"
1102112016,110211,1102,11,"Lumban Sitio-tio"
1102112017,110211,1102,11,"Lawe Malum"
1102112018,110211,1102,11,"Alur Baning"
1102112019,110211,1102,11,"Lingga Alas"
1102112020,110211,1102,11,"Khambung Tumbung"
1102112021,110211,1102,11,"Tuah Mesade"
1102112022,110211,1102,11,"Sumukh Alas"
1102112023,110211,1102,11,"Alukh Bakhu"
1102112024,110211,1102,11,Sepekhinding
1102112025,110211,1102,11,"Tanoh Subukh"
1102112026,110211,1102,11,"Pinggan Mbelang"
1102112027,110211,1102,11,"Sigai Indah"
1102112028,110211,1102,11,"Ukekh Deleng"
1102112029,110211,1102,11,"Alas Mesikhat"
1102112030,110211,1102,11,"Titi Hakhapen"
1102122001,110212,1102,11,"Aunan Sepakat"
1102122002,110212,1102,11,"Lawe Penanggalan"
1102122003,110212,1102,11,"Lawe Mengkudu"
1102122004,110212,1102,11,"Jambur Lak-lak"
1102122005,110212,1102,11,"Simpang Tiga Jongar"
1102122006,110212,1102,11,"Jongar Asli"
1102122007,110212,1102,11,Ketambe
1102122008,110212,1102,11,"Rumah Bundar"
1102122009,110212,1102,11,"Penyeberangan Cingkam"
1102122010,110212,1102,11,"Deleng Damar"
1102122011,110212,1102,11,"Bintang Bener"
1102122012,110212,1102,11,"Suka Rimbun"
1102122013,110212,1102,11,"Lawe Aunan"
1102122014,110212,1102,11,"Bener Bepapah"
1102122015,110212,1102,11,Penungkunen
1102122016,110212,1102,11,"Datok Pining"
1102122017,110212,1102,11,"Kati Maju"
1102122018,110212,1102,11,Leuser
1102122019,110212,1102,11,"Jati Sara"
1102122020,110212,1102,11,"Bukit Mbakhu"
1102122021,110212,1102,11,"Kayu Metangur"
1102122022,110212,1102,11,"Lawe Sembekan"
1102122023,110212,1102,11,"Lawe Beringin"
1102122024,110212,1102,11,"Lawe Ger-Ger"
1102122025,110212,1102,11,"Simpur Jaya"
1102132001,110213,1102,11,"Salang Baru"
1102132002,110213,1102,11,"Ranto Dior"
1102132003,110213,1102,11,"Lembah Alas"
1102132004,110213,1102,11,"Tenembak Lang-Lang"
1102132005,110213,1102,11,"Salang Sigotom"
1102132006,110213,1102,11,"Tualang Lama"
1102132007,110213,1102,11,"Gusung Batu"
1102132008,110213,1102,11,"Kaya Pangur"
1102132009,110213,1102,11,Sepakat
1102132010,110213,1102,11,"Lawe Pangkat"
1102132011,110213,1102,11,"Bunga Melur"
1102132012,110213,1102,11,Penampaan
1102132013,110213,1102,11,"Terutung Mbelang"
1102132014,110213,1102,11,"Salang Muara"
1102132015,110213,1102,11,"Lawe Hakhum"
1102132016,110213,1102,11,"Tanoh Khukahen"
1102132017,110213,1102,11,"Tading Ni Ulihi"
1102132018,110213,1102,11,"Peseluk Pesimbe"
1102132019,110213,1102,11,"Kane Lot"
1102132020,110213,1102,11,Muhajirin
1102132021,110213,1102,11,"Beriring Naru"
1102132022,110213,1102,11,"Kati Jeroh"
1102142001,110214,1102,11,"Terutung Megara Lawe Pasaran"
1102142002,110214,1102,11,"Kisam Gabungan"
1102142003,110214,1102,11,"Kisam Kute Pasir"
