code,district_code,regency_code,province_code,name
1611042007,161104,1611,16,"Terusan Baru"
1611042008,161104,1611,16,"Rantau Tenang"
1611042009,161104,1611,16,"Seguring Kecil"
1611042011,161104,1611,16,"Kemang Manis"
1611042012,161104,1611,16,"Lampar Baru"
1611042021,161104,1611,16,"Kota Gading"
1611042022,161104,1611,16,"Batu Raja Baru"
1611042023,161104,1611,16,"Batu Raja Lama"
1611042024,161104,1611,16,"Sugi Waras"
1611042027,161104,1611,16,"Mekar Jaya"
1611042030,161104,1611,16,"Fajar Bakti"
1611042032,161104,1611,16,"Pancur Mas"
1611042034,161104,1611,16,"Makarti Jaya"
1611042035,161104,1611,16,"Tanjung Kupang Baru"
1611052001,161105,1611,16,"Umo Jati"
1611052002,161105,1611,16,"Tanjung Jati"
1611052003,161105,1611,16,"Pagar Jati"
1611052004,161105,1611,16,Nibung
1611052005,161105,1611,16,"Batu Ampar"
1611052006,161105,1611,16,"Karang Tanding"
1611052007,161105,1611,16,"Lubuk Cik"
1611052008,161105,1611,16,"Rantau Kasai"
1611052009,161105,1611,16,Sukarami
1611052010,161105,1611,16,"Rantau Aleh"
1611052011,161105,1611,16,"Tanjung Alam"
1611052012,161105,1611,16,"Lesung Batu"
1611052013,161105,1611,16,Babatan
1611052014,161105,1611,16,"Muara Danau"
1611052015,161105,1611,16,Endalo
1611052016,161105,1611,16,"Lubuk Tapang"
1611062001,161106,1611,16,"Karang Are"
1611062002,161106,1611,16,"Padang Titiran"
1611062003,161106,1611,16,"Kembahang Lama"
1611062004,161106,1611,16,"Pasar Tj. Padang"
1611062005,161106,1611,16,"Macang Manis"
1611062006,161106,1611,16,"Lubuk Buntak"
1611062007,161106,1611,16,"Talang Durian"
1611062008,161106,1611,16,"Talang Padang"
1611062009,161106,1611,16,"Kembahang Baru"
1611062010,161106,1611,16,Canggu
1611062011,161106,1611,16,Remantai
1611062012,161106,1611,16,"Ulak Dabuk"
1611062013,161106,1611,16,"Lampar Baru"
1611072001,161107,1611,16,"Talang Padang"
1611072002,161107,1611,16,"Tanjung Beringin"
1611072003,161107,1611,16,Penantian
1611072004,161107,1611,16,"Pagar Jati"
1611072005,161107,1611,16,"Kebon Jati"
1611072006,161107,1611,16,"Bandar Agung"
1611072007,161107,1611,16,"Lawang Agung"
1611072008,161107,1611,16,Nanjungan
1611072009,161107,1611,16,"Talang Randai"
1611072010,161107,1611,16,"Air Mayam"
1611072011,161107,1611,16,"Muara Rungga"
1611072012,161107,1611,16,"Padang Gelai"
1611072013,161107,1611,16,"Padang Bindu"
1611072014,161107,1611,16,"Muara Sindang"
1611072015,161107,1611,16,"Muara Aman"
1611082001,161108,1611,16,Puntang
1611082002,161108,1611,16,Bandaraji
1611082003,161108,1611,16,Paduraksa
1611082004,161108,1611,16,"Karang Gede"
1611082005,161108,1611,16,"Karang Dapo Baru"
1611082006,161108,1611,16,"Karang Dapo Lama"
1611082007,161108,1611,16,Tanggarasa
1611082008,161108,1611,16,"Tapa Baru"
1611082009,161108,1611,16,"Tapa Lama"
1611082010,161108,1611,16,Martapura
1611082011,161108,1611,16,"Karang Anyar"
1611092001,161109,1611,16,"Lubuk Kelumpang"
1611092002,161109,1611,16,"Tanjungning Simpang"
1611092003,161109,1611,16,"Tanjungning Tengah"
1611092004,161109,1611,16,"Tanjungning Lama"
1611092005,161109,1611,16,"Tanjungning Jaya"
1611092006,161109,1611,16,Sawah
1611092007,161109,1611,16,Kebon
1611092008,161109,1611,16,"Suka Kaya"
1611092009,161109,1611,16,Taba
1611092010,161109,1611,16,"Muara Saling"
1611102001,161110,1611,16,"Muaralintang Lama"
1611102002,161110,1611,16,"Muaralintang Baru"
1611102003,161110,1611,16,"Tebat Payang"
1611102004,161110,1611,16,"Karang Caya"
1611102005,161110,1611,16,Tanjungraya
1611102006,161110,1611,16,"Padang Bindu"
1611102007,161110,1611,16,"Air Kandis"
1611102008,161110,1611,16,Lingge
1611102009,161110,1611,16,"Rantau Dodor"
1611102010,161110,1611,16,Kungkilan
1612011003,161201,1612,16,"Talang Ubi Timur"
1612011010,161201,1612,16,"Talang Ubi Barat"
1612011011,161201,1612,16,"Talang Ubi Utara"
1612011012,161201,1612,16,"Talang Ubi Selatan"
1612011017,161201,1612,16,"Pasar Bhayangkara"
1612011018,161201,1612,16,"Handayani Mulya"
1612012001,161201,1612,16,"Talang Bulang"
1612012002,161201,1612,16,Benuang
1612012004,161201,1612,16,"Talang Akar"
1612012005,161201,1612,16,"Sungai Ibul"
1612012006,161201,1612,16,"Karta Dewa"
1612012007,161201,1612,16,"Panta Dewa"
1612012008,161201,1612,16,"Sungai Baung"
1612012009,161201,1612,16,Semangus
1612012013,161201,1612,16,"Sinar Dewa"
1612012014,161201,1612,16,"Benakat Minyak"
1612012015,161201,1612,16,"Suka Maju"
1612012016,161201,1612,16,"Suka Damai"
1612012019,161201,1612,16,"Beruge Darat"
1612012020,161201,1612,16,"Simpang Tais"
1612022001,161202,1612,16,Sukarami
1612022002,161202,1612,16,"Tanjung Baru"
1612022003,161202,1612,16,"Prabu Menang"
1612022004,161202,1612,16,"Tanding Marga"
1612022005,161202,1612,16,"Karang Tanding"
1612022006,161202,1612,16,"Lubuk Tampui"
1612022007,161202,1612,16,Tempirai
1612022008,161202,1612,16,"Tempirai Selatan"
1612022009,161202,1612,16,"Kota Baru"
1612022010,161202,1612,16,"Tempirai Utara"
1612022011,161202,1612,16,"Tempirai Timur"
1612022012,161202,1612,16,Tambak
1612022013,161202,1612,16,"Muara Ikan"
1612032001,161203,1612,16,Purun
1612032002,161203,1612,16,"Gunung Menang"
1612032003,161203,1612,16,Mangkunegara
1612032004,161203,1612,16,"Raja Jaya"
1612032005,161203,1612,16,"Air Itam"
1612032006,161203,1612,16,"Gunung Raja"
1612032007,161203,1612,16,"Air Itam Timur"
1612032008,161203,1612,16,"Sungai Langan"
1612032009,161203,1612,16,"Spantan Jaya"
1612032010,161203,1612,16,Babat
1612032011,161203,1612,16,"Suka Raja"
1612032012,161203,1612,16,"Purun Timur"
1612032013,161203,1612,16,"Mangkunegara Timur"
1612042001,161204,1612,16,Betung
1612042002,161204,1612,16,"Betung Barat"
1612042003,161204,1612,16,"Karang Agung"
1612042004,161204,1612,16,"Tanjung Kurung"
1612042005,161204,1612,16,Pengabuan
1612042006,161204,1612,16,Prambatan
1612042007,161204,1612,16,"Pengabuan Timur"
1612042008,161204,1612,16,"Betung Selatan"
1612052001,161205,1612,16,"Bumi Ayu"
1612052002,161205,1612,16,"Muara Sungai"
1612052003,161205,1612,16,"Tanah Abang Utara"
1612052004,161205,1612,16,Sedupi
1612052005,161205,1612,16,Sukaraja
1612052006,161205,1612,16,Curup
1612052007,161205,1612,16,Raja
1612052008,161205,1612,16,Pandan
1612052009,161205,1612,16,Modong
1612052010,161205,1612,16,"Tanah Abang Selatan"
1612052011,161205,1612,16,"Harapan Jaya"
1612052012,161205,1612,16,"Tanjung Dalam"
1612052013,161205,1612,16,"Lunas Jaya"
1612052014,161205,1612,16,"Raja Barat"
1612052015,161205,1612,16,"Tanah Abang Jaya"
1612052016,161205,1612,16,"Muara Dua"
1612052017,161205,1612,16,Sukamanis
1613011007,161301,1613,16,"Muara Rupit"
1613012001,161301,1613,16,"Tanjung Beringin"
1613012002,161301,1613,16,Noman
1613012003,161301,1613,16,"Batu Gajah"
1613012004,161301,1613,16,"Maur Lama"
1613012005,161301,1613,16,"Maur Baru"
1613012006,161301,1613,16,"Bingin Rupit"
1613012008,161301,1613,16,"Lubuk Rumbai"
1613012009,161301,1613,16,Pantai
1613012010,161301,1613,16,"Lawang Agung"
1613012011,161301,1613,16,"Karang Waru"
1613012012,161301,1613,16,"Karang Anyar"
1613012013,161301,1613,16,"Sungai Jernih"
1613012014,161301,1613,16,"Beringin Jaya"
1613012015,161301,1613,16,"Lubuk Rumbai Baru"
1613012016,161301,1613,16,"Noman Baru"
1613012017,161301,1613,16,"Batu Gajah Baru"
1613021005,161302,1613,16,"Pasar Surulangun"
1613022001,161302,1613,16,Pangkalan
1613022002,161302,1613,16,"Kerta Dewa"
1613022003,161302,1613,16,Teladas
1613022004,161302,1613,16,"Pulau Lebar"
1613022006,161302,1613,16,"Sungai Baung"
1613022007,161302,1613,16,"Sungai Jauh"
1613022008,161302,1613,16,"Sungai Kijang"
1613022009,161302,1613,16,Surulangun
1613022010,161302,1613,16,"Lesung Batu"
1613022011,161302,1613,16,"Lubuk Kemang"
1613022012,161302,1613,16,Remban
1613022013,161302,1613,16,"Lesung Batu Muda"
1613022014,161302,1613,16,"Simpang Nibung Rawas"
1613022015,161302,1613,16,"Lubuk Mas"
1613022016,161302,1613,16,"Sungai Lanang"
1613022017,161302,1613,16,Sukomoro
1613031003,161303,1613,16,"Karya Makmur"
1613032001,161303,1613,16,"Tebing Tinggi"
1613032002,161303,1613,16,"Jadi Mulya"
1613032004,161303,1613,16,"Mulya Jaya"
1613032005,161303,1613,16,"Sumber Makmur"
1613032006,161303,1613,16,"Sri Jaya Makmur"
1613032007,161303,1613,16,"Kelumpang Jaya"
1613032008,161303,1613,16,"Bumi Makmur"
1613032009,161303,1613,16,"Sumber Sari"
1613032010,161303,1613,16,"Krani Jaya"
1613032011,161303,1613,16,"Jadi Mulya I"
1613041005,161304,1613,16,"Bingin Teluk"
1613042001,161304,1613,16,Pauh
1613042002,161304,1613,16,"Batu Kucing"
1613042003,161304,1613,16,Belani
1613042004,161304,1613,16,"Tanjung Raja"
1613042006,161304,1613,16,"Mandi Angin"
1613042007,161304,1613,16,"Air Bening"
1613042008,161304,1613,16,"Beringin Sakti"
1613042009,161304,1613,16,"Beringin Makmur I"
1613042010,161304,1613,16,"Beringin Makmur II"
1613042011,161304,1613,16,"Pauh I"
1613042012,161304,1613,16,"Ketapat Bening"
1613042013,161304,1613,16,Mekarsari
1613051004,161305,1613,16,"Karang Dapo I"
1613052001,161305,1613,16,Aringin
1613052002,161305,1613,16,"Biaro Baru"
1613052003,161305,1613,16,"Biaro Lama"
1613052005,161305,1613,16,"Rantau Kadam"
1613052006,161305,1613,16,"Kerta Sari"
1613052007,161305,1613,16,"Karang Dapo II"
1613052008,161305,1613,16,"Setia Marga"
1613052009,161305,1613,16,"Bina Karya"
1613061009,161306,1613,16,"Karang Jaya"
1613062001,161306,1613,16,"Bukit Ulu"
1613062002,161306,1613,16,Sukaraja
1613062003,161306,1613,16,"Lubuk Kumbung"
1613062004,161306,1613,16,"Muara Batang Empu"
1613062005,161306,1613,16,"Tanjung Agung"
1613062006,161306,1613,16,"Rantau Telang"
1613062007,161306,1613,16,"Suka Menang"
1613062008,161306,1613,16,Terusan
1613062010,161306,1613,16,"Muara Tiku"
1613062011,161306,1613,16,"Embacang Baru"
1613062012,161306,1613,16,"Embacang Lama"
1613062013,161306,1613,16,"Rantau Jaya"
1613062014,161306,1613,16,"Bukit Langkap"
1613062015,161306,1613,16,"Embacang Baru Ilir"
1613071007,161307,1613,16,"Muara Kulam"
1613072001,161307,1613,16,Jangkat
1613072002,161307,1613,16,"Napal Licin"
1613072003,161307,1613,16,Sosokan
1613072004,161307,1613,16,"Kuto Tanjung"
1613072005,161307,1613,16,"Muara Kuis"
1613072006,161307,1613,16,"Pulau Kidak"
1671011001,167101,1671,16,"35 Ilir"
1671011002,167101,1671,16,"32 Ilir"
1671011003,167101,1671,16,"30 Ilir"
1671011004,167101,1671,16,"29 Ilir"
1671011005,167101,1671,16,"28 Ilir"
1671011006,167101,1671,16,"27 Ilir"
1671011007,167101,1671,16,"Kemang Manis"
1671021002,167102,1671,16,"1 Ulu"
1671021003,167102,1671,16,"2 Ulu"
1671021004,167102,1671,16,"3 / 4 Ulu"
1671021005,167102,1671,16,"5 Ulu"
1671021006,167102,1671,16,"7 Ulu"
1671031001,167103,1671,16,"11 Ulu"
1671031002,167103,1671,16,"12 Ulu"
1671031003,167103,1671,16,"13 Ulu"
1671031004,167103,1671,16,"14 Ulu"
1671031005,167103,1671,16,"16 Ulu"
1671031006,167103,1671,16,"Tangga Takat"
1671031007,167103,1671,16,Sentosa
1671041001,167104,1671,16,"Bukit Lama"
1671041002,167104,1671,16,"Lorok Pakjo"
1671041003,167104,1671,16,"26 Ilir D. I"
1671041004,167104,1671,16,"Siring Agung"
1671041005,167104,1671,16,"Demang Lebar Daun"
1671041006,167104,1671,16,"Bukit Baru"
1671051001,167105,1671,16,"18 Ilir"
1671051002,167105,1671,16,"16 Ilir"
1671051003,167105,1671,16,"13 Ilir"
1671051004,167105,1671,16,"14 Ilir"
1671051005,167105,1671,16,"15 Ilir"
1671051006,167105,1671,16,"17 Ilir"
1671051007,167105,1671,16,"20 Ilir D. III"
1671051008,167105,1671,16,"20 Ilir D IV"
1671051009,167105,1671,16,"20 Ilir D. I"
1671051010,167105,1671,16,"Sungai Pangeran"
1671051011,167105,1671,16,"Kepandean Baru"
1671061005,167106,1671,16,"5 Ilir"
1671061006,167106,1671,16,"3 Ilir"
1671061007,167106,1671,16,"1 Ilir"
1671061008,167106,1671,16,"2 Ilir"
1671061009,167106,1671,16,"Lawang Kidul"
1671061012,167106,1671,16,"Sei Buah"
1671071002,167107,1671,16,"Talang Betutu"
1671071004,167107,1671,16,Sukajaya
1671071005,167107,1671,16,"Suka Rami"
1671071007,167107,1671,16,"Kebun Bunga"
1671071009,167107,1671,16,"Suka Bangun"
1671071010,167107,1671,16,"Talang Jambe"
1671071011,167107,1671,16,Sukodadi
1671081001,167108,1671,16,"Suka Maju"
1671081002,167108,1671,16,Sako
1671081006,167108,1671,16,Sialang
1671081007,167108,1671,16,"Sako Baru"
1671091001,167109,1671,16,"20 Ilir D II"
1671091002,167109,1671,16,"Ario Kemuning"
1671091003,167109,1671,16,"Sekip Jaya"
1671091004,167109,1671,16,Pahlawan
1671091005,167109,1671,16,"Pipa Reja"
1671091006,167109,1671,16,"Talang Aman"
1671101001,167110,1671,16,"Bukit Sangkal"
1671101002,167110,1671,16,Kalidoni
1671101003,167110,1671,16,"Sei Selayur"
1671101004,167110,1671,16,"Sei Selincah"
1671101005,167110,1671,16,"Sei Lais"
1671111001,167111,1671,16,"19 Ilir"
1671111002,167111,1671,16,"22 Ilir"
1671111003,167111,1671,16,"23 Ilir"
1671111004,167111,1671,16,"24 Ilir"
1671111005,167111,1671,16,"26 Ilir"
1671111006,167111,1671,16,"Talang Semut"
1671121001,167112,1671,16,Gandus
1671121002,167112,1671,16,"Karang Anyar"
1671121003,167112,1671,16,"36 Ilir"
1671121004,167112,1671,16,"Karang Jaya"
1671121005,167112,1671,16,"Pulo Kerto"
1671131001,167113,1671,16,"Kemas Rindo"
1671131002,167113,1671,16,"Kemang Agung"
1671131003,167113,1671,16,Keramasan
1671131004,167113,1671,16,Kertapati
1671131005,167113,1671,16,"Karya Jaya"
1671131006,167113,1671,16,"Ogan Baru"
1671141001,167114,1671,16,"Plaju Ulu"
1671141002,167114,1671,16,"Plaju Darat"
1671141003,167114,1671,16,"Plaju Ilir"
1671141004,167114,1671,16,"Bagus Kuning"
1671141005,167114,1671,16,Komperta
1671141006,167114,1671,16,"Talang Putri"
1671141007,167114,1671,16,"Talang Bubuk"
1671151001,167115,1671,16,"Alang-Alang Lebar"
1671151002,167115,1671,16,"Sri Jaya"
1671151003,167115,1671,16,"Talang Kelapa"
1671151004,167115,1671,16,"Karya Baru"
1671161001,167116,1671,16,"Sri Mulya"
1671161002,167116,1671,16,Sukamulya
1671161003,167116,1671,16,"Lebung Gajah"
1671161005,167116,1671,16,"Karya Mulia"
1671171001,167117,1671,16,"8 Ulu"
1671171002,167117,1671,16,"9-10 Ulu"
1671171003,167117,1671,16,"15 Ulu"
1671171004,167117,1671,16,Silaberanti
1671171005,167117,1671,16,"Tuan Kentang"
1671181001,167118,1671,16,"8 Ilir"
1671181002,167118,1671,16,"9 Ilir"
1671181003,167118,1671,16,"10 Ilir"
1671181004,167118,1671,16,"11 Ilir"
1671181005,167118,1671,16,"Kuto Batu"
1671181006,167118,1671,16,Duku
1672011001,167201,1672,16,Sukorejo
1672011002,167201,1672,16,"Bangun Rejo"
1672011005,167201,1672,16,"Pagar Alam"
1672011007,167201,1672,16,"Alun Dua"
1672011014,167201,1672,16,Selibar
1672011016,167201,1672,16,"Beringin Jaya"
1672011018,167201,1672,16,"Dempio Makmur"
1672011019,167201,1672,16,"Kusipan Babas"
1672011020,167201,1672,16,"Bangun Jaya"
1672011021,167201,1672,16,"Curup Jare"
1672021003,167202,1672,16,Sidorejo
1672021004,167202,1672,16,Nendayung
1672021005,167202,1672,16,"Gunung Dempo"
1672021018,167202,1672,16,"Tebat Giri Indah"
1672021019,167202,1672,16,"Tumbak Ulas"
1672021020,167202,1672,16,"Ulu Rurah"
1672021021,167202,1672,16,"Tanjung Agung"
1672021022,167202,1672,16,"Basemah Sersan"
1672031006,167203,1672,16,"Jangkar Mas"
1672031012,167203,1672,16,"Bumi Agung"
1672031019,167203,1672,16,"Muara Siban"
1672031022,167203,1672,16,"Agung Lawongan"
1672031023,167203,1672,16,"Pagar Wangi"
1672031024,167203,1672,16,"Burung Dinang"
1672031025,167203,1672,16,"Reba Tinggi"
1672041002,167204,1672,16,"Lubuk Buntak"
1672041018,167204,1672,16,"Prabu Dipo"
1672041020,167204,1672,16,"Kance Diwe"
1672041021,167204,1672,16,"Atung Bungsu"
1672041022,167204,1672,16,Penjalang
1672051001,167205,1672,16,"Karang Dalo"
1672051003,167205,1672,16,"Pelang Kenidai"
1672051008,167205,1672,16,Jokoh
1672051011,167205,1672,16,"Padang Temu"
1672051012,167205,1672,16,"Candi Jaya"
1673011001,167301,1673,16,"Air Kuti"
1673011002,167301,1673,16,Majapahit
1673011003,167301,1673,16,"Taba Jemekeh"
1673011004,167301,1673,16,"Nikan Jaya"
1673011005,167301,1673,16,"Taba Lestari"
1673011007,167301,1673,16,"Batu Urip Taba"
1673011015,167301,1673,16,"Taba Koji"
1673011016,167301,1673,16,Watervang
1673021001,167302,1673,16,"Kayu Ara"
1673021002,167302,1673,16,"Lubuk Tanjung"
1673021003,167302,1673,16,"Tanjung Indah"
1673021004,167302,1673,16,"Bandung Ujung"
1673021008,167302,1673,16,"Bandung Kiri"
1673021009,167302,1673,16,Sukajadi
1673021010,167302,1673,16,"Muara Enim"
1673021015,167302,1673,16,"Watas Lubuk Durian"
1673021016,167302,1673,16,"Lubuk Aman"
1673021018,167302,1673,16,"Tanjung Aman"
1673021019,167302,1673,16,"Pelita Jaya"
1673031001,167303,1673,16,"Lubuk Kupang"
1673031003,167303,1673,16,Rahmah
1673031008,167303,1673,16,Jukung
1673031009,167303,1673,16,"Air Kati"
1673031010,167303,1673,16,"Air Teman"
1673031011,167303,1673,16,"Perumnas Rahmah"
1673031012,167303,1673,16,"Lubuk Binjai"
1673041001,167304,1673,16,"Durian Rampak"
1673041002,167304,1673,16,"Tanjung Raya"
1673041003,167304,1673,16,"Sumber Agung"
1673041004,167304,1673,16,"Marga Bakti"
1673041005,167304,1673,16,"Belalau I"
1673041006,167304,1673,16,"Belalau II"
1673041007,167304,1673,16,"Taba Baru"
1673041008,167304,1673,16,Margorejo
1673041009,167304,1673,16,"Petanang Ulu"
1673041010,167304,1673,16,"Petanang Ilir"
1673051001,167305,1673,16,"Jawa Kanan"
1673051002,167305,1673,16,"Jawa Kanan SS"
1673051003,167305,1673,16,"Wira Karya"
1673051004,167305,1673,16,Dempo
1673051005,167305,1673,16,"Jawa Kiri"
1673051006,167305,1673,16,"Karya Bakti"
1673051007,167305,1673,16,"Mesat Jaya"
1673051008,167305,1673,16,"Mesat Seni"
1673051009,167305,1673,16,"Cereme Taba"
1673061001,167306,1673,16,Sidorejo
1673061002,167306,1673,16,"Ulak Lebar"
1673061003,167306,1673,16,"Tapak Lebar"
1673061004,167306,1673,16,"Bandung Kanan"
1673061005,167306,1673,16,Keputraan
1673061006,167306,1673,16,"Lubuklinggau Ilir"
1673061007,167306,1673,16,"Lubuklinggau Ulu"
1673061008,167306,1673,16,"Pasar Permiri"
1673071001,167307,1673,16,"Tanah Periuk"
1673071002,167307,1673,16,"Simpang Periuk"
1673071003,167307,1673,16,"Karang Ketuan"
1673071004,167307,1673,16,"Siring Agung"
1673071005,167307,1673,16,"Eka Marga"
1673071006,167307,1673,16,"Marga Mulya"
1673071007,167307,1673,16,"Marga Rahayu"
1673071008,167307,1673,16,"Taba Pingin"
1673071009,167307,1673,16,"Moneng Sepati"
1673081001,167308,1673,16,"Batu Urip"
1673081002,167308,1673,16,"Ulak Surung"
1673081003,167308,1673,16,Kenanga
1673081004,167308,1673,16,"Pasar Satelit"
1673081005,167308,1673,16,Senalang
1673081006,167308,1673,16,Megang
1673081007,167308,1673,16,Jogoboyo
1673081008,167308,1673,16,"Puncak Kemuning"
1673081009,167308,1673,16,Ponorogo
1673081010,167308,1673,16,"Kali Serayu"
1674011001,167401,1674,16,Prabumulih
1674011007,167401,1674,16,"Patih Galung"
1674011009,167401,1674,16,"Muntang Tapus"
1674011011,167401,1674,16,"Gunung Kemala"
1674011012,167401,1674,16,Payuputat
1674012013,167401,1674,16,"Tanjung Telang"
1674011014,167401,1674,16,"Tebing Tanah Puteh"
1674021003,167402,1674,16,"Karang Raja"
1674021004,167402,1674,16,"Tugu Kecil"
1674021005,167402,1674,16,"Prabu Jaya"
1674021006,167402,1674,16,"Muara Dua"
1674021007,167402,1674,16,"Gunung Ibul"
1674021008,167402,1674,16,"Gunung Ibul Barat"
1674021009,167402,1674,16,Sukajadi
1674021010,167402,1674,16,"Karang Jaya"
1674021011,167402,1674,16,"Muara Dua Barat"
1674021012,167402,1674,16,"Gunung Ibul Timur"
1674021013,167402,1674,16,"Gunung Ibul Selatan"
1674021014,167402,1674,16,"Gunung Ibul Utara"
1674021015,167402,1674,16,"Arimbi Jaya"
1674031001,167403,1674,16,Cambai
1674031002,167403,1674,16,Sindur
1674031005,167403,1674,16,"Sungai Medang"
1674032003,167403,1674,16,Pangkul
1674032004,167403,1674,16,"Muara Sungai"
1674041001,167404,1674,16,"Tanjung Rambang"
1674042003,167404,1674,16,"Karya Mulya"
1674042005,167404,1674,16,"Rambang Senuling"
1674042006,167404,1674,16,Jungai
1674042007,167404,1674,16,"Talang Batu"
1674042008,167404,1674,16,Karangan
1674042009,167404,1674,16,"Karang Bindu"
1674042010,167404,1674,16,"Sinar Rambang"
1674042011,167404,1674,16,"Kemang Tanduk"
1674051001,167405,1674,16,"Pasar Prabumulih I"
1674051002,167405,1674,16,"Pasar Prabumulih II"
1674051003,167405,1674,16,Wonosari
1674051004,167405,1674,16,"Mangga Besar"
1674051005,167405,1674,16,"Anak Petai"
1674051006,167405,1674,16,Sidomulyo
1674051007,167405,1674,16,Sidogede
1674061001,167406,1674,16,Majasari
1674061002,167406,1674,16,"Tanjung Raman"
1674061003,167406,1674,16,Sukaraja
1674062004,167406,1674,16,"Tanjung Menang"
1701012001,170101,1701,17,"Batu Ampar"
1701012002,170101,1701,17,"Rantau Sialang"
1701012003,170101,1701,17,"Bumi Agung"
1701012004,170101,1701,17,"Palak Siring"
1701012005,170101,1701,17,"Keban Agung I"
1701012006,170101,1701,17,"Keban Agung II"
1701012007,170101,1701,17,"Tanjung Alam"
1701012008,170101,1701,17,"Tanjung Negara"
1701012009,170101,1701,17,"Keban Agung III"
1701012010,170101,1701,17,"Suka Nanti"
1701012011,170101,1701,17,"Muara Tiga"
1701012012,170101,1701,17,"Tanjung Besar"
1701012013,170101,1701,17,"Pajar Bulan"
1701012014,170101,1701,17,"Durian Sebatang"
1701012015,170101,1701,17,"Lawang Agung"
1701012027,170101,1701,17,"Nanti Agung"
1701012028,170101,1701,17,"Karang Agung"
1701012029,170101,1701,17,"Lubuk Resam"
1701012030,170101,1701,17,"Muara Tiga Ilir"
1701021024,170102,1701,17,"Pasar Baru"
1701022001,170102,1701,17,"Padang Lebar"
1701022002,170102,1701,17,Sukaraja
1701022004,170102,1701,17,"Tanjung Menang"
1701022005,170102,1701,17,"Darat Sawah"
1701022006,170102,1701,17,"Kota Agung"
1701022007,170102,1701,17,"Babatan Ilir"
1701022008,170102,1701,17,"Babatan Ulu"
1701022009,170102,1701,17,"Muara Danau"
1701022011,170102,1701,17,"Gunung Ayu"
1701022014,170102,1701,17,"Muara Pulutan"
1701022015,170102,1701,17,"Kota Bumi Baru"
1701022016,170102,1701,17,"Sindang Bulan"
1701022017,170102,1701,17,"Muara Payang"
1701022018,170102,1701,17,"Durian Seginim"
1701022020,170102,1701,17,"Banding Agung"
1701022021,170102,1701,17,"Pajar Bulan"
1701022022,170102,1701,17,"Dusun Tengah"
1701022023,170102,1701,17,"Padang Siring"
1701022029,170102,1701,17,"Darat Sawah Ulu"
1701022030,170102,1701,17,"Tanjung Agung"
1701022031,170102,1701,17,"Dusun Baru"
1701031018,170103,1701,17,Masat
1701032001,170103,1701,17,"Tanjung Aur I"
1701032002,170103,1701,17,Anggut
1701032003,170103,1701,17,"Tanjung Eran"
1701032004,170103,1701,17,"Padang Lebar"
1701032005,170103,1701,17,"Gedung Agung"
1701032015,170103,1701,17,"Batu Bandung"
1701032016,170103,1701,17,"Ulak Lebar"
1701032017,170103,1701,17,"Kota Bumi"
1701032019,170103,1701,17,"Air Umban"
1701032020,170103,1701,17,Sebilo
1701032021,170103,1701,17,Ganjuh
1701032022,170103,1701,17,Puding
1701032023,170103,1701,17,"Padang Tambak"
1701032024,170103,1701,17,"Padang Mumpo"
1701032025,170103,1701,17,"Beringin Datar"
1701041022,170104,1701,17,"Kayu Kunyit"
1701042001,170104,1701,17,"Tanjung Raman"
1701042016,170104,1701,17,"Tanjung Besar"
1701042017,170104,1701,17,Manggul
1701042018,170104,1701,17,Terulung
1701042019,170104,1701,17,Ketaping
1701042020,170104,1701,17,"Lubuk Sirih Ulu"
1701042021,170104,1701,17,"Lubuk Sirih Ilir"
1701042023,170104,1701,17,"Kota Padang"
1701042024,170104,1701,17,Mela'o
1701042025,170104,1701,17,"Gunung Sakti"
1701042026,170104,1701,17,"Jeranglah Rendah"
1701042027,170104,1701,17,"Jeranglah Tinggi"
1701042028,170104,1701,17,"Kembang Ayun"
1701042029,170104,1701,17,Tambangan
1701042031,170104,1701,17,"Padang Manis"
1701042032,170104,1701,17,"Padang Pandan"
1701042033,170104,1701,17,"Gunung Kembang"
1701051009,170105,1701,17,"Gunung Ayu"
1701051010,170105,1701,17,"Kota Medan"
1701051016,170105,1701,17,"Kampung Baru"
1701051017,170105,1701,17,"Pasar Baru"
1701051019,170105,1701,17,Ibul
1701051020,170105,1701,17,"Padang Kapuk"
1701052001,170105,1701,17,"Pagar Dewa"
1701052004,170105,1701,17,"Padang Niur"
1701052005,170105,1701,17,"Tebat Kubu"
1701052006,170105,1701,17,Gelumbang
1701052018,170105,1701,17,"Padang Berangin"
1701062001,170106,1701,17,Selali
1701062002,170106,1701,17,"Air Kemang"
1701062003,170106,1701,17,"Pasar Pino"
1701062004,170106,1701,17,"Tanggo Raso"
1701062005,170106,1701,17,"Talang Padang"
1701062006,170106,1701,17,"Tungkal I"
1701062007,170106,1701,17,"Tungkal II"
1701062008,170106,1701,17,"Bandung Ayu"
1701062009,170106,1701,17,"Napal Melintang"
1701062010,170106,1701,17,"Serang Bulan"
1701062011,170106,1701,17,"Suka Bandung"
1701062012,170106,1701,17,"Pagar Gading"
1701062013,170106,1701,17,"Cinto Mandi"
1701062014,170106,1701,17,"Kembang Seri"
1701062015,170106,1701,17,"Karang Cayo"
1701062016,170106,1701,17,"Tanjung Aur II"
1701062017,170106,1701,17,Nanjungan
1701062018,170106,1701,17,"Kemang Manis"
1701062019,170106,1701,17,"Padang Beriang"
1701062020,170106,1701,17,"Padang Serasan"
1701062021,170106,1701,17,"Telaga Dalam"
1701072001,170107,1701,17,"Karang Caya"
