code,district_code,regency_code,province_code,name,latitude,longitude,coordinates
6201011012,620101,6201,62,"Kumai Hulu",,,null
6201012001,620101,6201,62,"Sungai Cabang",,,null
6202012008,620201,6202,62,Kandan,,,null
6202022010,620202,6202,62,"Luwuk Bunter",,,null
6202042025,620204,6202,62,"Karya Bersama",,,null
6202092008,620209,6202,62,Babirah,,,null
6202132005,620213,6202,62,Pelantaran,,,null
6202142001,620214,6202,62,Sebabi,,,null
6202172008,620217,6202,62,"Beringin Agung",,,null
6203022007,620302,6203,62,"Sei Asam",,,null
6203052001,620305,6203,62,"Sei Kayu",,,null
6203052008,620305,6203,62,"Teluk Hiri",,,null
6203062009,620306,6203,62,"Sei Tatas Hilir",,,null
6203082003,620308,6203,62,Basarang,,,null
6203142002,620314,6203,62,"Tumbang Tukun",,,null
6203142007,620314,6203,62,Dandang,,,null
6203152010,620315,6203,62,"Masupa Ria",,,null
6203172007,620317,6203,62,"Terusan Karya",,,null
6203172014,620317,6203,62,"Terusan Raya Hulu",,,null
6204022007,620402,6204,62,"Teluk Timbau",,,null
6204032011,620403,6204,62,"Teluk Sampudau",,,null
6204062020,620406,6204,62,Kalahien,,,null
6205042015,620504,6205,62,"Mampuak II",,,null
6206022006,620602,6206,62,"Banut Kalanaman",,,null
6206042013,620604,6206,62,"Tumbang Tanjung",,,null
6206072017,620607,6206,62,"Batu Panahan",,,null
6206112006,620611,6206,62,"Tewang Tampang",,,null
6206112007,620611,6206,62,"Luwuk Kanan",,,null
6206132010,620613,6206,62,"Tanjung Batik",,,null
6207022013,620702,6207,62,"Bukit Buluh",,,null
6207022018,620702,6207,62,Panyompa,,,null
6207022026,620702,6207,62,"Panca Jaya",,,null
6207052026,620705,6207,62,"Mojang Baru",,,null
6208032007,620803,6208,62,Pempaning,,,null
6208052001,620805,6208,62,Kenawan,,,null
6209042007,620904,6209,62,Merambang,,,null
6210031005,621003,6210,62,Tewah,,,null
6210042002,621004,6210,62,"Batu Tangkui",,,null
6210042008,621004,6210,62,"Tumbang Pasangon",,,null
6210061001,621006,6210,62,"Tumbang Talaken",,,null
6210062002,621006,6210,62,"Tumbang Sepan",,,null
6211022003,621102,6211,62,Kiapak,,,null
6211042009,621104,6211,62,Goha,,,null
6211072008,621107,6211,62,"Tanjung Taruna",,,null
6212012003,621201,6212,62,"Batu Putih",,,null
6212021014,621202,6212,62,Saripoi,,,null
6212032002,621203,6212,62,"Tumbang Bahan",,,null
6212092006,621209,6212,62,"Tumbang Jojang",,,null
6213042003,621304,6213,62,Hayaping,,,null
6213092009,621309,6213,62,Gandrung,,,null
6213102005,621310,6213,62,"Putut Tawuluh",,,null
6271041006,627104,6271,62,Sabaru,,,null
6201022016,620102,6201,62,"Natai Raya",,,null
6201052010,620105,6201,62,"Sungai Melawen",,,null
6202042015,620204,6202,62,"Sari Harapan",,,null
6202051003,620205,6202,62,"Baamang Hulu",,,null
6202062008,620206,6202,62,"Eka Bahurui",,,null
6202102008,620210,6202,62,"Tumbang Sepayang",,,null
6202172005,620217,6202,62,"Rantau Katang",,,null
6203051004,620305,6203,62,Mandomai,,,null
6203072020,620307,6203,62,"Bina Sejahtera",,,null
6203082012,620308,6203,62,"Tarung Manuah",,,null
6203092028,620309,6203,62,"Kaladan Jaya",,,null
