code,province_code,name,latitude,longitude
9201,92,"Kab. Sorong",-1.1243422210078,131.55764395757
9202,92,"Kab. Manokwari",-0.93572393605405,133.80040997945
9203,92,"Kab. Fak Fak",-3.1116570238764,132.84269659275
9204,92,"Kab. Sorong Selatan",-1.7319039656189,132.19614495626
9205,92,"Kab. Raja Ampat",-0.89724190879061,130.56944703738
9206,92,"Kab. Teluk Bintuni",-2.1543765604361,133.45368156638
9207,92,"Kab. Teluk Wondama",-2.8498678033311,134.40412783312
9208,92,"Kab. Kaimana",-3.5853265959023,134.05625008336
9209,92,"Kab. Tambrauw",-0.80116017897507,132.76279566428
9210,92,"Kab. Maybrat",-1.3800095044673,132.51204605289
9211,92,"Kab. Manokwari Selatan",-1.5480007685903,134.01767188293
9212,92,"Kab. Pegunungan Arfak",-1.2865785042568,133.70016941103
9271,92,"Kota Sorong",-0.86662362042418,131.31781136646
