code,district_code,regency_code,province_code,name,postal_code
7401011001,740101,7401,74,"19 Nopember",93560
7401011002,740101,7401,74,Wundulako,93560
7401011003,740101,7401,74,Lamekongga,93560
7401011004,740101,7401,74,Kowioha,93560
7401011005,740101,7401,74,Silea,93560
7401011011,740101,7401,74,Ngapa,93560
7401012006,740101,7401,74,Towua,93560
7401012007,740101,7401,74,Bende,93560
7401012008,740101,7401,74,Unamendaa,93560
7401012009,740101,7401,74,Tikonu,93560
7401012010,740101,7401,74,Sabiona,93560
7401041001,740104,7401,74,Lamokato,93511
7401041002,740104,7401,74,Watuliandu,93515
7401041003,740104,7401,74,Balandete,93517
7401041004,740104,7401,74,Lalombaa,93518
7401041005,740104,7401,74,Sabilambo,93519
7401041006,740104,7401,74,Laloeha,93511
7401041007,740104,7401,74,Tahoa,93511
7401071001,740107,7401,74,Dawi-Dawi,93562
7401071002,740107,7401,74,Pomalaa,93562
7401071009,740107,7401,74,Tonggoni,93562
7401071011,740107,7401,74,Kumoro,93562
7401072003,740107,7401,74,Huko-Huko,93562
7401072004,740107,7401,74,Pelambua,93562
7401072005,740107,7401,74,Tambea,93562
7401072006,740107,7401,74,Sopura,93562
7401072007,740107,7401,74,Pesouha,93562
7401072008,740107,7401,74,Totobo,93562
7401072010,740107,7401,74,Oko-Oko,93562
7401072012,740107,7401,74,Hakatutobu,93562
7401081001,740108,7401,74,Watubangga,93566
7401081006,740108,7401,74,Tandebura,93566
7401081015,740108,7401,74,Wolulu,93566
7401082002,740108,7401,74,Lamundre,93566
7401082007,740108,7401,74,Kukutio,93566
7401082011,740108,7401,74,Langgosipi,93566
7401082012,740108,7401,74,"Sumber Rejeki",93566
7401082016,740108,7401,74,Peoho,93566
7401082017,740108,7401,74,Mataosu,93566
7401082018,740108,7401,74,Polenga,93566
7401082020,740108,7401,74,Kastura,93566
7401082023,740108,7401,74,"Gunung Sari",93566
7401082025,740108,7401,74,"Mataosu Ujung",93566
7401082026,740108,7401,74,Ranoteta,93566
7401101001,740110,7401,74,Wolo,93553
7401101007,740110,7401,74,"Ulu Wolo",93553
7401102002,740110,7401,74,Donggala,93553
7401102003,740110,7401,74,Ululapao-pao,93553
7401102008,740110,7401,74,"Tolowe Ponrewaru",93553
7401102009,740110,7401,74,Lapao-Pao,93553
7401102010,740110,7401,74,Langgomali,93553
7401102011,740110,7401,74,Lalonaha,93553
7401102012,740110,7401,74,Lana,93553
7401102015,740110,7401,74,Lalonggopi,93553
7401102016,740110,7401,74,"Muara Lapao-Pao",93553
7401102018,740110,7401,74,Samaenre,93553
7401102019,740110,7401,74,Iwoimopuro,93553
7401102021,740110,7401,74,"Ulu Rina",93553
7401121001,740112,7401,74,Puundoho,93561
7401122002,740112,7401,74,Longori,93561
7401122003,740112,7401,74,Puubunga,93561
7401122004,740112,7401,74,Puulemo,93561
7401122005,740112,7401,74,Puubenua,93561
7401122006,740112,7401,74,Baula,93561
7401122007,740112,7401,74,Pewutaa,93561
7401122008,740112,7401,74,Watalara,93561
7401122009,740112,7401,74,Puuroda,93561
7401122010,740112,7401,74,"Ulu Baula",93561
7401141001,740114,7401,74,Mangolo,93512
7401141002,740114,7401,74,Kolakaasi,93512
7401141003,740114,7401,74,Sea,93514
7401141004,740114,7401,74,Latambaga,93514
7401141005,740114,7401,74,Sakuli,93514
7401141006,740114,7401,74,Induha,93512
7401141007,740114,7401,74,Ulunggolaka,93512
7401181003,740118,7401,74,Anaiwoi,93564
7401182001,740118,7401,74,Lamedai,93564
7401182002,740118,7401,74,Tanggetada,93564
7401182004,740118,7401,74,"Pewisoa Jaya",93564
7401182005,740118,7401,74,Tondowolio,93564
7401182006,740118,7401,74,Popalia,93564
7401182007,740118,7401,74,Lalonggolosua,93564
7401182008,740118,7401,74,Petudua,93564
7401182009,740118,7401,74,Rahanggada,93564
7401182010,740118,7401,74,Palewai,93564
7401182011,740118,7401,74,Puundaipa,93564
