code,regency_code,province_code,name,latitude,longitude,coordinates
110902,1109,11,Salang,,,null
111115,1111,11,"Peusangan Siblah Krueng",,,null
111201,1112,11,"Blang Pidie",,,null
111602,1116,11,Bendahara,,,null
110320,1103,11,"Simpang Jernih",,,null
110609,1106,11,"Mesjid Raya",,,null
110824,1108,11,"Pirak Timur",,,null
111108,1111,11,Pandrah,,,null
111407,1114,11,"Indra Jaya",,,null
111604,1116,11,Seruway,,,null
111611,1116,11,Tenggulun,,,null
111703,1117,11,"Syiah Utama",,,null
110209,1102,11,"Bukit Tusam",,,null
110211,1102,11,"Babul Rahmah",,,null
110213,1102,11,"Deleng Pokhkisen",,,null
110316,1103,11,Peudawa,,,null
110318,1103,11,"Peureulak Barat",,,null
110512,1105,11,"Panton Reu",,,null
110714,1107,11,"Padang Tiji",,,null
110814,1108,11,"T. Jambo Aye",,,null
110818,1108,11,Langkahan,,,null
111612,1116,11,Sekerak,,,null
117304,1173,11,"Muara Satu",,,null
110108,1101,11,Tapaktuan,,,null
110310,1103,11,"Rantau Peureulak",,,null
110402,1104,11,"Silih Nara",,,null
110410,1104,11,Ketol,,,null
110611,1106,11,"Kuta Baro",,,null
110704,1107,11,Delima,,,null
110707,1107,11,"Indra Jaya",,,null
110711,1107,11,Mila,,,null
110807,1108,11,"Meurah Mulia",,,null
110816,1108,11,Nisam,,,null
110903,1109,11,"Teupah Barat",,,null
111002,1110,11,"Simpang Kanan",,,null
111204,1112,11,Susoh,,,null
111309,1113,11,Blangjerango,,,null
111402,1114,11,"Krueng Sabee",,,null
111605,1116,11,"Kota Kualasinpang",,,null
117405,1174,11,"Langsa Baro",,,null
117504,1175,11,"Sultan Daulat",,,null
110210,1102,11,Semadam,,,null
110303,1103,11,"Idi Rayeuk",,,null
110307,1103,11,Peureulak,,,null
110607,1106,11,"Darul Imarah",,,null
110717,1107,11,Sakti,,,null
110721,1107,11,Tiro/Truseb,,,null
110803,1108,11,"Kuta Makmur",,,null
111206,1112,11,"Babah Rot",,,null
111509,1115,11,"Tripa Makmur",,,null
111601,1116,11,"Manyak Payed",,,null
111607,1116,11,"Tamiang Hulu",,,null
110212,1102,11,Ketambe,,,null
110309,1103,11,"Simpang Ulim",,,null
110507,1105,11,"Arongan Lambalek",,,null
110729,1107,11,"Glumpang Baro",,,null
111116,1111,11,"Peusangan Selatan",,,null
111301,1113,11,Blangkejeren,,,null
111506,1115,11,"Suka Makmue",,,null
111608,1116,11,Rantau,,,null
111610,1116,11,"Bandar Pusaka",,,null
110107,1101,11,Sawang,,,null
110312,1103,11,Madat,,,null
110403,1104,11,Bebesen,,,null
110605,1106,11,Montasik,,,null
110608,1106,11,"Peukan Bada",,,null
110703,1107,11,Batee,,,null
110823,1108,11,Lapang,,,null
111014,1110,11,"Kuala Baru",,,null
111016,1110,11,"Pulau Banyak Barat",,,null
111704,1117,11,Bandar,,,null
117203,1172,11,Sukamakmue,,,null
110115,1101,11,"Bakongan Timur",,,null
110412,1104,11,"Kute Panang",,,null
110602,1106,11,Lhoknga,,,null
110612,1106,11,Darussalam,,,null
110821,1108,11,Nibong,,,null
111302,1113,11,Kutapanjang,,,null
111305,1113,11,Pining,,,null
111505,1115,11,"Darul Makmur",,,null
111801,1118,11,Meureudu,,,null
111803,1118,11,"Jangka Buaya",,,null
111804,1118,11,"Bandar Dua",,,null
117202,1172,11,Sukajaya,,,null
110103,1101,11,"Kluet Selatan",,,null
110215,1102,11,"Tanoh Alas",,,null
110401,1104,11,Linge,,,null
110407,1104,11,Pegasing,,,null
110420,1104,11,Bies,,,null
110511,1105,11,"Woyla Timur",,,null
110705,1107,11,Geumpang,,,null
111009,1110,11,"Kota Baharu",,,null
111205,1112,11,"Kuala Batee",,,null
111304,1113,11,Terangun,,,null
110305,1103,11,Serbajadi,,,null
110815,1108,11,Sawang,,,null
111807,1118,11,Panteraja,,,null
110116,1101,11,"Trumon Timur",,,null
110502,1105,11,"Kaway XVI",,,null
110617,1106,11,"Kuta Malaka",,,null
110709,1107,11,"Kota Sigli",,,null
110727,1107,11,Mane,,,null
111106,1111,11,Makmur,,,null
111202,1112,11,Tangan-Tangan,,,null
111501,1115,11,Kuala,,,null
111702,1117,11,Permata,,,null
110102,1101,11,"Kluet Utara",,,null
110308,1103,11,"Rantau Selamat",,,null
110413,1104,11,Celala,,,null
110510,1105,11,"Woyla Barat",,,null
110825,1108,11,"Geuredong Pase",,,null
110904,1109,11,"Simeulue Timur",,,null
110907,1109,11,"Teupah Selatan",,,null
111310,1113,11,"Teripe Jaya",,,null
111401,1114,11,Teunom,,,null
110207,1102,11,"Darul Hasanah",,,null
110319,1103,11,"Sungai Raya",,,null
110827,1108,11,"Nisam Antara",,,null
111006,1110,11,"Gunung Meriah",,,null
111306,1113,11,Blangpegayon,,,null
117303,1173,11,"Blang Mangat",,,null
117502,1175,11,Penanggalan,,,null
110112,1101,11,"Labuhan Haji Barat",,,null
110117,1101,11,"Kota Bahagia",,,null
110603,1106,11,Indrapuri,,,null
110810,1108,11,"Syamtalira Aron",,,null
111012,1110,11,"Suro Makmur",,,null
111104,1111,11,Jeumpa,,,null
111311,1113,11,"Pantan Cuaca",,,null
117103,1171,11,Meuraxa,,,null
110203,1102,11,Bambel,,,null
110317,1103,11,"Peureulak Timur",,,null
110411,1104,11,Kebayakan,,,null
110418,1104,11,"Atu Lintang",,,null
111507,1115,11,"Kuala Pesisir",,,null
111606,1116,11,"Kejuruan Muda",,,null
111805,1118,11,"Meurah Dua",,,null
117404,1174,11,"Langsa Lama",,,null
110118,1101,11,"Trumon Tengah",,,null
110202,1102,11,"Lawe Sigala-Gala",,,null
110505,1105,11,Samatiga,,,null
110616,1106,11,"Kota Cot Glie",,,null
110622,1106,11,Leupung,,,null
110716,1107,11,Pidie,,,null
110813,1108,11,"Tanah Pasir",,,null
111303,1113,11,"Rikit Gaib",,,null
117301,1173,11,"Muara Dua",,,null
110214,1102,11,"Lawe Sumur",,,null
110601,1106,11,Lhoong,,,null
110820,1108,11,"Paya Bakong",,,null
111107,1111,11,Gandapura,,,null
111111,1111,11,"Simpang Mamplam",,,null
111502,1115,11,Seunagan,,,null
111708,1117,11,"Bener Kelipah",,,null
110105,1101,11,Meukek,,,null
110313,1103,11,"Indra Makmu",,,null
110501,1105,11,"Johan Pahwalan",,,null
110610,1106,11,"Ingin Jaya",,,null
110712,1107,11,"Muara Tiga",,,null
111709,1117,11,Mesidah,,,null
117101,1171,11,Baiturrahman,,,null
117109,1171,11,"Ulee Kareng",,,null
