code,regency_code,province_code,name,latitude,longitude
190101,1901,19,Sungailiat,-1.8792867042354,106.11878018857
190102,1901,19,Belinyu,-1.6267392723063,105.84285686269
190103,1901,19,Merawang,-2.0111133694399,106.08708278651
190104,1901,19,"Mendo Barat",-2.1705272869648,105.91557770642
190105,1901,19,Pemali,-1.8912622853233,106.03530514634
190106,1901,19,Bakam,-1.9111927197401,105.87211090853
190107,1901,19,"Riau Silip",-1.7545266909411,105.92764750904
190108,1901,19,"Puding Besar",-2.0446808128304,105.8570373969
190201,1902,19,"Tanjung Pandan",-2.7571426024106,107.69488266887
190202,1902,19,Membalong,-3.0473059054468,107.69492908512
190203,1902,19,"Selat Nasik",-2.8853449627558,107.42279669671
190204,1902,19,Sijuk,-2.6269220930409,107.77224164238
190205,1902,19,Badau,-2.7994368894268,107.78435874529
190301,1903,19,Toboali,-2.9111582797511,106.50903237118
190302,1903,19,Lepar,-2.9579751524945,106.81205225371
190303,1903,19,Airgegas,-2.7190931869048,106.37391463464
190304,1903,19,"Simpang Rimba",-2.6511400536463,105.98300321906
190305,1903,19,Payung,-2.6236462377962,106.13844974848
190306,1903,19,"Tukak Sadai",-3.0248859880275,106.66608721043
190307,1903,19,Pulaubesar,-2.8007649897351,106.13961586372
190308,1903,19,"Kepulauan Pongok",-2.8717999136955,107.05980726895
190401,1904,19,Koba,-2.4989066095815,106.30544356523
190402,1904,19,"Pangkalan Baru",-2.1928031160753,106.13769263603
190403,1904,19,"Sungai Selan",-2.3916163987465,106.0090420035
190404,1904,19,"Simpang Katis",-2.2812489478555,106.09480026525
190405,1904,19,Namang,-2.3313182336316,106.20280377536
190406,1904,19,"Lubuk Besar",-2.5948857820949,106.60559183724
190501,1905,19,Mentok,-2.0227376080683,105.23018789438
190502,1905,19,"Simpang Teritip",-1.9634285309748,105.40549175527
190503,1905,19,Jebus,-1.7157090420334,105.49282929052
190504,1905,19,Kelapa,-1.8694206818596,105.59829704091
190505,1905,19,Tempilang,-2.0336626206447,105.66620230631
190506,1905,19,Parittiga,-1.6283482420092,105.5616311752
190601,1906,19,Manggar,-2.8436990652262,108.197809303
190602,1906,19,Gantung,-3.037684789297,108.12665299373
190603,1906,19,Dendang,-2.9764155995655,107.88244329514
190604,1906,19,"Kelapa Kampit",-2.701139666585,108.02286063285
190605,1906,19,Damar,-2.7636457049753,108.20326124507
190606,1906,19,"Simpang Renggiang",-2.8814628271944,107.99272738344
190607,1906,19,"Simpang Pesak",-3.1617908980578,108.00575158396
197101,1971,19,"Bukit Intan",-2.1247129225456,106.15082181675
197102,1971,19,"Taman Sari",-2.1225206559655,106.109966403
197103,1971,19,"Pangkal Balam",-2.10130945476,106.12590838764
197104,1971,19,Rangkui,-2.1382850074858,106.10219714194
197105,1971,19,Gerunggang,-2.1014452512155,106.07072795793
197106,1971,19,Gabek,-2.0857013993156,106.11164507417
197107,1971,19,Girimaya,-2.1437078984863,106.11876713352
