code,regency_code,province_code,name,latitude,longitude,coordinates
710105,7101,71,"Sang Tombolang",,,null
710109,7101,71,"Dumoga Barat",,,null
710110,7101,71,"Dumoga Timur",,,null
710111,7101,71,"Dumoga Utara",,,null
710112,7101,71,Lolak,,,null
710113,7101,71,Bolaang,,,null
710114,7101,71,Lolayan,,,null
710119,7101,71,"Passi Barat",,,null
710120,7101,71,Poigar,,,null
710122,7101,71,"Passi Timur",,,null
710131,7101,71,"Bolaang Timur",,,null
710132,7101,71,Bilalang,,,null
710133,7101,71,Dumoga,,,null
710134,7101,71,"Dumoga Tenggara",,,null
710135,7101,71,"Dumoga Tengah",,,null
710201,7102,71,"Tondano Barat",,,null
710202,7102,71,"Tondano Timur",,,null
710203,7102,71,Eris,,,null
710204,7102,71,Kombi,,,null
710205,7102,71,"Lembean Timur",,,null
710206,7102,71,Kakas,,,null
710207,7102,71,Tompaso,,,null
710208,7102,71,Remboken,,,null
710209,7102,71,"Langowan Timur",,,null
710210,7102,71,"Langowan Barat",,,null
710211,7102,71,Sonder,,,null
710212,7102,71,Kawangkoan,,,null
710213,7102,71,Pineleng,,,null
710214,7102,71,Tombulu,,,null
710215,7102,71,Tombariri,,,null
710216,7102,71,"Tondano Utara",,,null
710217,7102,71,"Langowan Selatan",,,null
710218,7102,71,"Tondano Selatan",,,null
710219,7102,71,"Langowan Utara",,,null
710220,7102,71,"Kakas Barat",,,null
710221,7102,71,"Kawangkoan Utara",,,null
710222,7102,71,"Kawangkoan Barat",,,null
710223,7102,71,Mandolang,,,null
710224,7102,71,"Tombariri Timur",,,null
710225,7102,71,"Tompaso Barat",,,null
710308,7103,71,"Tabukan Utara",,,null
710309,7103,71,"Nusa Tabukan",,,null
710310,7103,71,"Manganitu Selatan",,,null
710311,7103,71,Tatoareng,,,null
710312,7103,71,Tamako,,,null
710313,7103,71,Manganitu,,,null
710314,7103,71,"Tabukan Tengah",,,null
710315,7103,71,"Tabukan Selatan",,,null
710316,7103,71,Kendahe,,,null
710317,7103,71,Tahuna,,,null
710319,7103,71,"Tabukan Selatan Tengah",,,null
710320,7103,71,"Tabukan Selatan Tenggara",,,null
710323,7103,71,"Tahuna Barat",,,null
710324,7103,71,"Tahuna Timur",,,null
710325,7103,71,"Kepulauan Marore",,,null
710401,7104,71,Lirung,,,null
710402,7104,71,Beo,,,null
710403,7104,71,Rainis,,,null
710404,7104,71,Essang,,,null
710405,7104,71,Nanusa,,,null
710406,7104,71,Kabaruan,,,null
710407,7104,71,Melonguane,,,null
710408,7104,71,Gemeh,,,null
710409,7104,71,Damau,,,null
710410,7104,71,"Tampan' Amma",,,null
710411,7104,71,Salibabu,,,null
710412,7104,71,Kalongan,,,null
710413,7104,71,Miangas,,,null
710414,7104,71,"Beo Utara",,,null
710415,7104,71,Pulutan,,,null
710416,7104,71,"Melonguane Timur",,,null
710417,7104,71,Moronge,,,null
710418,7104,71,"Beo Selatan",,,null
710419,7104,71,"Essang Selatan",,,null
710501,7105,71,Modoinding,,,null
710502,7105,71,"Tompaso Baru",,,null
710503,7105,71,Ranoyapo,,,null
710507,7105,71,Motoling,,,null
710508,7105,71,Sinonsayang,,,null
710509,7105,71,Tenga,,,null
710510,7105,71,Amurang,,,null
710512,7105,71,Tumpaan,,,null
710513,7105,71,Tareran,,,null
710515,7105,71,Kumelembuai,,,null
710516,7105,71,Maesaan,,,null
710517,7105,71,"Amurang Barat",,,null
