code,district_code,regency_code,province_code,name,postal_code
7101052001,710105,7101,71,Ayong,95742
7101052002,710105,7101,71,Babo,95742
7101052003,710105,7101,71,Bolangat,95742
7101052004,710105,7101,71,Maelang,95742
7101052005,710105,7101,71,"Domisil Moonow",95742
7101052006,710105,7101,71,Pangi,95742
7101052012,710105,7101,71,Lolanan,95742
7101052015,710105,7101,71,Cempaka,95742
7101052017,710105,7101,71,"Batu Merah",95742
7101052018,710105,7101,71,"Pasir Putih",95742
7101052019,710105,7101,71,"Pangi Timur",95742
7101052020,710105,7101,71,"Bolangat Timur",95742
7101092001,710109,7101,71,Matayangan,95731
7101092002,710109,7101,71,Uuan,95731
7101092003,710109,7101,71,Ikhwan,95731
7101092004,710109,7101,71,Doloduo,95731
7101092005,710109,7101,71,"Wangga Baru",95731
7101092010,710109,7101,71,Totaut,95731
7101092011,710109,7101,71,Mekaruo,95731
7101092017,710109,7101,71,"Toraut Utara",95731
7101092018,710109,7101,71,"Doloduo Satu",95731
7101092019,710109,7101,71,"Doloduo Dua",95731
7101092020,710109,7101,71,"Doloduo Tiga",95731
7101092022,710109,7101,71,"Toraut Tengah",95731
7101101003,710110,7101,71,Imandi,95736
7101102001,710110,7101,71,Tonom,95736
7101102002,710110,7101,71,Mogoyunggung,95736
7101102004,710110,7101,71,Modomang,95736
7101102005,710110,7101,71,"Kembang Mertha",95736
7101102006,710110,7101,71,Dumoga,95736
7101102013,710110,7101,71,Pinonobatuan,95736
7101102017,710110,7101,71,"Dumoga II",95736
7101102018,710110,7101,71,"Pinonobatuan Barat",95736
7101102019,710110,7101,71,"Amertha Sari",95736
7101102020,710110,7101,71,"Kembang Sari",95736
7101102021,710110,7101,71,"Amertha Buana",95736
7101102023,710110,7101,71,"Mogoyunggung Satu",95736
7101102024,710110,7101,71,"Mogoyunggung Dua",95736
7101102025,710110,7101,71,"Dumoga Tiga",95736
7101102026,710110,7101,71,"Dumoga Empat",95736
7101112001,710111,7101,71,"Tumokang Baru",95734
7101112002,710111,7101,71,"Mopugad Utara",95734
7101112003,710111,7101,71,"Mopugad Selatan",95734
7101112004,710111,7101,71,"Mopuya Utara",95734
7101112005,710111,7101,71,"Mopuya Selatan",95734
7101112007,710111,7101,71,Dondomon,95734
7101112014,710111,7101,71,"Mopugad Utara Satu",95734
7101112015,710111,7101,71,"Mopugad Utara Dua",95734
7101112016,710111,7101,71,"Mopugad Selatan Satu",95734
7101112017,710111,7101,71,"Mopuya Utara Satu",95734
7101112018,710111,7101,71,"Mopuya Utara Dua",95734
7101112019,710111,7101,71,"Mopuya Selatan Satu",95734
7101112020,710111,7101,71,"Mopuya Selatan Dua",95734
7101112024,710111,7101,71,"Dondomon Utara",95734
7101112025,710111,7101,71,"Dondomon Selatan",95734
7101112026,710111,7101,71,"Tumokang Timur",95734
7101122001,710112,7101,71,Totabuan,95741
7101122002,710112,7101,71,Pindol,95741
7101122003,710112,7101,71,Solog,95741
7101122004,710112,7101,71,Tandu,95741
7101122005,710112,7101,71,Lolak,95741
7101122006,710112,7101,71,Motabang,95741
7101122007,710112,7101,71,Mongkoinit,95741
7101122008,710112,7101,71,"Labuan Uki",95741
7101122009,710112,7101,71,Pinogaluman,95741
7101122010,710112,7101,71,Sauk,95741
7101122011,710112,7101,71,Lalow,95741
7101122012,710112,7101,71,Buntalo,95741
7101122013,710112,7101,71,Bumbung,95741
7101122014,710112,7101,71,Baturapa,95741
7101122015,710112,7101,71,Tuyat,95741
7101122016,710112,7101,71,Pindolili,95741
7101122017,710112,7101,71,"Lolak Tambolango",95741
7101122018,710112,7101,71,"Lolak II",95741
7101122019,710112,7101,71,"Buntalo Timur",95741
7101122020,710112,7101,71,"Buntalo Selatan",95741
7101122021,710112,7101,71,"Baturapa II",95741
7101122022,710112,7101,71,Diat,95741
7101122023,710112,7101,71,"Pinogalum Timur",95741
7101122024,710112,7101,71,"Mongkoinit Barat",95741
7101122025,710112,7101,71,Dulangan,95741
7101122026,710112,7101,71,"Padang Lalow",95741
7101131006,710113,7101,71,Inobonto,95752
7101132001,710113,7101,71,Komangaan,95752
7101132002,710113,7101,71,"Solimandungan II",95752
7101132003,710113,7101,71,"Solimandungan I",95752
7101132004,710113,7101,71,Bangomulunow,95752
7101132005,710113,7101,71,Langagon,95752
7101132007,710113,7101,71,"Inobonto II",95752
7101132014,710113,7101,71,Inobonto,95752
7101132015,710113,7101,71,"Langagon Satu",95752
7101132016,710113,7101,71,"Langagon Dua",95752
7101132017,710113,7101,71,"Solimandungan Baru",95752
7101142001,710114,7101,71,Bombanon,95737
7101142002,710114,7101,71,Abak,95737
7101142003,710114,7101,71,"Tapa Aog",95737
7101142004,710114,7101,71,Mopusi,95737
7101142005,710114,7101,71,"Matali Baru",95737
7101142006,710114,7101,71,Bakan,95737
7101142007,710114,7101,71,"Sanoyan Selatan",95737
7101142008,710114,7101,71,"Tungoi I",95737
7101142009,710114,7101,71,Lolayan,95737
7101142010,710114,7101,71,Mopait,95737
7101142017,710114,7101,71,"Kopandakan II",95737
7101142019,710114,7101,71,"Tanoyan Utara",95737
7101142020,710114,7101,71,"Tungoi II",95737
7101142021,710114,7101,71,Mengkang,95737
7101192001,710119,7101,71,Muntoi,95751
7101192002,710119,7101,71,Poyuyanan,95751
7101192003,710119,7101,71,Lobong,95751
7101192004,710119,7101,71,Passi,95751
7101192017,710119,7101,71,Bintau,95751
7101192018,710119,7101,71,Bulud,95751
7101192019,710119,7101,71,Otam,95751
7101192020,710119,7101,71,Wangga,95751
7101192022,710119,7101,71,Inuai,95751
7101192023,710119,7101,71,"Passi II",95751
7101192024,710119,7101,71,"Muntoi Timur",95751
7101192025,710119,7101,71,"Otam Barat",95751
7101192026,710119,7101,71,"Wangga Satu",95751
7101202001,710120,7101,71,"Mariri Lama",95753
7101202002,710120,7101,71,"Mariri Baru",95753
7101202003,710120,7101,71,"Nonapan II",95753
7101202004,710120,7101,71,"Nonapan I",95753
7101202005,710120,7101,71,Wineru,95753
7101202006,710120,7101,71,Gogaluman,95753
7101202007,710120,7101,71,"Poigar I",95753
7101202008,710120,7101,71,Nanasi,95753
7101202009,710120,7101,71,Pomoman,95753
7101202010,710120,7101,71,Tiberias,95753
7101202011,710120,7101,71,Mondatong,95753
7101202012,710120,7101,71,"Poigar II",95753
7101202013,710120,7101,71,"Poigar III",95753
7101202014,710120,7101,71,"Mariri II",95753
7101202015,710120,7101,71,"Mariri I",95753
7101202016,710120,7101,71,"Nonapan Baru",95753
7101202017,710120,7101,71,"Nanasi Timur",95753
7101202018,710120,7101,71,Nonapan,95753
7101202019,710120,7101,71,"Tanjung Mariri",95753
7101202020,710120,7101,71,"Mondatong Baru",95753
7101222003,710122,7101,71,Pangian,95750
7101222004,710122,7101,71,Poopo,95750
7101222005,710122,7101,71,Manembo,95750
7101222006,710122,7101,71,Sinsingon,95750
7101222007,710122,7101,71,Insil,95750
7101222009,710122,7101,71,Mobuya,95750
7101222012,710122,7101,71,"Insil Baru",95750
7101222013,710122,7101,71,"Pangian Tengah",95750
7101222014,710122,7101,71,"Pangian Barat",95750
7101222015,710122,7101,71,"Poopo Barat",95750
7101222016,710122,7101,71,"Poopo Selatan",95750
7101222017,710122,7101,71,"Sinsingon Barat",95750
7101222018,710122,7101,71,"Sinsingon Timur",95750
7101312001,710131,7101,71,"Ambang I",95754
7101312002,710131,7101,71,"Ambang II",95754
7101312003,710131,7101,71,Tadoy,95754
7101312004,710131,7101,71,Bolaang,95754
7101312005,710131,7101,71,Bantik,95754
7101312006,710131,7101,71,Lolan,95754
7101312007,710131,7101,71,"Tadoy I",95754
7101312008,710131,7101,71,"Bolaang Satu",95754
7101312009,710131,7101,71,"Lolan Dua",95754
7101322001,710132,7101,71,"Bilalang III",95755
7101322002,710132,7101,71,"Bilalang IV",95755
7101322003,710132,7101,71,"Tudu Aog",95755
7101322004,710132,7101,71,"Tudu Aog Baru",95755
7101322005,710132,7101,71,Kolinganga'an,95755
7101322006,710132,7101,71,"Bilalang III Utara",95755
7101322007,710132,7101,71,"Bilalang Baru",95755
7101322008,710132,7101,71,Apado,95755
7101332001,710133,7101,71,Serasi,95733
7101332002,710133,7101,71,Kanaan,95733
7101332003,710133,7101,71,Toruakat,95733
7101332004,710133,7101,71,Pusian,95733
7101332005,710133,7101,71,Ponompiaan,95733
