code,regency_code,province_code,name,latitude,longitude
650101,6501,65,"Tanjung Palas",2.720771215958,117.30973218776
650102,6501,65,"Tanjung Palas Barat",2.7106189670827,117.17597124491
650103,6501,65,"Tanjung Palas Utara",3.0171638588151,117.17426039145
650104,6501,65,"Tanjung Palas Timur",2.5778270073996,117.69901950934
650105,6501,65,"Tanjung Selor",2.7212046481391,117.43923220194
650106,6501,65,"Tanjung Palas Tengah",2.9898599400612,117.47892339148
650107,6501,65,Peso,2.5654406972243,116.50761952534
650108,6501,65,"Peso Hilir",2.7951140045162,116.96598166781
650109,6501,65,Sekatak,3.2389503966191,117.05836668962
650110,6501,65,Bunyu,3.5280245296521,117.66215388484
650201,6502,65,Mentarang,3.5622002123567,116.33673479272
650202,6502,65,"Malinau Kota",3.5723272621385,116.65457420259
650203,6502,65,Pujungan,2.6177201258994,115.63469399936
650204,6502,65,"Kayan Hilir",1.9518571619997,115.56676813329
650205,6502,65,"Kayan Hulu",1.6006250778341,114.81671092641
650206,6502,65,"Malinau Selatan",3.0950892841185,116.53729502418
650207,6502,65,"Malinau Utara",3.7240259053444,116.51109726049
650208,6502,65,"Malinau Barat",3.3681058166905,116.63809231346
650209,6502,65,"Sungai Boh",1.4331379341207,115.33408928686
650210,6502,65,"Kayan Selatan",1.6456753237842,115.07207936832
650211,6502,65,"Bahau Hulu",3.1364935585677,115.76108076274
650212,6502,65,"Mentarang Hulu",3.8171645836281,116.15784291443
650213,6502,65,"Malinau Selatan Hilir",3.3202466414805,116.50036422248
650214,6502,65,"Malinau Selatan Hulu",2.89270905788,116.23668733041
650215,6502,65,"Sungai Tubu",3.2793212154534,116.1124866587
650301,6503,65,Sebatik,4.0657858691015,117.88199117529
650302,6503,65,Nunukan,3.9725039388226,117.52310834148
650303,6503,65,Sembakung,3.8079983012894,117.2708982671
650304,6503,65,Lumbis,4.0794896103656,116.34883558156
650305,6503,65,Krayan,3.8868644303337,115.70095659657
650306,6503,65,Sebuku,3.9783949234831,117.07409172298
650307,6503,65,"Krayan Selatan",3.5863775899309,115.70389354233
650308,6503,65,"Sebatik Barat",4.1146715834344,117.78028536687
650309,6503,65,"Nunukan Selatan",4.0486480131271,117.69625108819
650310,6503,65,"Sebatik Timur",4.116866808346,117.88775079572
650311,6503,65,"Sebatik Utara",4.1494605689108,117.88048513596
650312,6503,65,"Sebatik Tengah",4.1458354483888,117.81845829077
650313,6503,65,"Sei Menggaris",4.2150414502336,117.29151179928
650314,6503,65,"Tulin Onsoi",4.1945972448541,116.91762405032
650315,6503,65,"Lumbis Ogong",4.0691243927765,116.56006444272
650316,6503,65,"Sembakung Atulai",3.807217368115,116.81512185937
650317,6503,65,"Krayan Tengah",3.6887091570699,115.8664109082
650318,6503,65,"Krayan Timur",4.0574596428957,115.82800470958
650319,6503,65,"Krayan Barat",3.7825941027523,115.66180559959
650320,6503,65,"Lumbis Pansiangan",4.246153005676,116.34489473927
650321,6503,65,"Lumbis Hulu",4.3115150535349,116.11021513795
650401,6504,65,Sesayap,3.621208980511,116.90291509007
650402,6504,65,"Sesayap Hilir",3.571647746821,117.23729563159
650403,6504,65,"Tana Lia",3.7015705478847,117.63127870869
650404,6504,65,Betayau,3.4459326940684,117.00821685538
650405,6504,65,"Muruk Rian",3.5295080852204,116.76460863033
657101,6571,65,"Tarakan Barat",3.3339912649129,117.5654445345
657102,6571,65,"Tarakan Tengah",3.3547845573182,117.61595751926
657103,6571,65,"Tarakan Timur",3.2994673904576,117.63587514774
657104,6571,65,"Tarakan Utara",3.402166790903,117.57989592559
