code,district_code,regency_code,province_code,name,postal_code
8201012001,820101,8201,82,Gufasa,97752
8201012002,820101,8201,82,Guaimaadu,97752
8201012003,820101,8201,82,"Jalan Baru",97752
8201012004,820101,8201,82,"Gam Lamo",97752
8201012005,820101,8201,82,Soakonora,97752
8201012006,820101,8201,82,Galala,97752
8201012007,820101,8201,82,Bobanehena,97752
8201012008,820101,8201,82,Payo,97752
8201012009,820101,8201,82,Bobo,97752
8201012010,820101,8201,82,Saria,97752
8201012011,820101,8201,82,"Idam Dehe",97752
8201012012,820101,8201,82,"Idamdehe Gamsungi",97752
8201012013,820101,8201,82,Marmabati,97752
8201012014,820101,8201,82,Gamtala,97752
8201012015,820101,8201,82,Lolory,97752
8201012016,820101,8201,82,Toboso,97752
8201012017,820101,8201,82,"Huku-Huku Kie",97752
8201012018,820101,8201,82,Acango,97752
8201012019,820101,8201,82,Tedeng,97752
8201012020,820101,8201,82,Akediri,97752
8201012021,820101,8201,82,Pornity,97752
8201012022,820101,8201,82,"Buku Matiti",97752
8201012023,820101,8201,82,Todowongi,97752
8201012024,820101,8201,82,Tuada,97752
8201012025,820101,8201,82,Matui,97752
8201012026,820101,8201,82,"Buku Bualawa",97752
8201012027,820101,8201,82,Tauro,97752
8201012034,820101,8201,82,"Hate Bicara",97752
8201012035,820101,8201,82,Guaria,97752
8201012036,820101,8201,82,Pateng,97752
8201012037,820101,8201,82,"Bobo Jiko",97752
8201012038,820101,8201,82,Ulo,97752
8201012039,820101,8201,82,Kuripasai,97752
8201012040,820101,8201,82,"Buku Maadu",97752
8201022001,820102,8201,82,Kedi,97755
8201022002,820102,8201,82,Soasio,97755
8201022003,820102,8201,82,Totala,97755
8201022004,820102,8201,82,Tolofuo,97755
8201022005,820102,8201,82,Tuguis,97755
8201022006,820102,8201,82,Tasye,97755
8201022007,820102,8201,82,"Laba Besar",97755
8201022008,820102,8201,82,"Laba Kecil",97755
8201022010,820102,8201,82,Bakun,97755
8201022011,820102,8201,82,Buo,97755
8201022018,820102,8201,82,Kahatola,97755
8201022019,820102,8201,82,Bosala,97755
8201022020,820102,8201,82,Salu,97755
8201022023,820102,8201,82,Bantoli,97755
8201022024,820102,8201,82,Linggua,97755
8201022025,820102,8201,82,Tomodo,97755
8201022026,820102,8201,82,"Totala Jaya",97755
