code,regency_code,province_code,name
820101,8201,82,Jailolo
820102,8201,82,Loloda
820103,8201,82,Ibu
820104,8201,82,Sahu
820105,8201,82,"Jailolo Selatan"
820107,8201,82,"Ibu Utara"
820108,8201,82,"Ibu Selatan"
820109,8201,82,"Sahu Timur"
820110,8201,82,"Loloda Tengah"
820201,8202,82,Weda
820202,8202,82,Patani
820203,8202,82,"Pulau Gebe"
820204,8202,82,"Weda Utara"
820205,8202,82,"Weda Selatan"
820206,8202,82,"Patani Utara"
820207,8202,82,"Weda Tengah"
820208,8202,82,"Patani Barat"
820209,8202,82,"Weda Timur"
820210,8202,82,"Patani Timur"
820304,8203,82,Galela
820305,8203,82,Tobelo
820306,8203,82,"Tobelo Selatan"
820307,8203,82,Kao
820308,8203,82,Malifut
820309,8203,82,"Loloda Utara"
820310,8203,82,"Tobelo Utara"
820311,8203,82,"Tobelo Tengah"
820312,8203,82,"Tobelo Timur"
820313,8203,82,"Tobelo Barat"
820314,8203,82,"Galela Barat"
820315,8203,82,"Galela Utara"
820316,8203,82,"Galela Selatan"
820319,8203,82,"Loloda Kepulauan"
820320,8203,82,"Kao Utara"
820321,8203,82,"Kao Barat"
820322,8203,82,"Kao Teluk"
820401,8204,82,"Pulau Makian"
820402,8204,82,Kayoa
820403,8204,82,"Gane Timur"
820404,8204,82,"Gane Barat"
820405,8204,82,"Obi Selatan"
820406,8204,82,Obi
820407,8204,82,"Bacan Timur"
820408,8204,82,Bacan
820409,8204,82,"Bacan Barat"
820410,8204,82,"Makian Barat"
820411,8204,82,"Kayoa Barat"
820412,8204,82,"Kayoa Selatan"
820413,8204,82,"Kayoa Utara"
820414,8204,82,"Bacan Barat Utara"
820415,8204,82,"Kasiruta Barat"
820416,8204,82,"Kasiruta Timur"
820417,8204,82,"Bacan Selatan"
820418,8204,82,"Kepulauan Botanglomang"
820419,8204,82,"Mandioli Selatan"
820420,8204,82,"Mandioli Utara"
820421,8204,82,"Bacan Timur Selatan"
820422,8204,82,"Bacan Timur Tengah"
820423,8204,82,"Gane Barat Selatan"
820424,8204,82,"Gane Barat Utara"
820425,8204,82,"Kepulauan Joronga"
820426,8204,82,"Gane Timur Selatan"
820427,8204,82,"Gane Timur Tengah"
820428,8204,82,"Obi Barat"
820429,8204,82,"Obi Timur"
820430,8204,82,"Obi Utara"
820501,8205,82,"Mangoli Timur"
820502,8205,82,Sanana
820503,8205,82,"Sulabesi Barat"
820506,8205,82,"Mangoli Barat"
820507,8205,82,"Sulabesi Tengah"
820508,8205,82,"Sulabesi Timur"
820509,8205,82,"Sulabesi Selatan"
820510,8205,82,"Mangoli Utara Timur"
820511,8205,82,"Mangoli Tengah"
820512,8205,82,"Mangoli Selatan"
820513,8205,82,"Mangoli Utara"
820518,8205,82,"Sanana Utara"
820601,8206,82,Wasile
820602,8206,82,Maba
820603,8206,82,"Maba Selatan"
820604,8206,82,"Wasile Selatan"
820605,8206,82,"Wasile Tengah"
820606,8206,82,"Wasile Utara"
820607,8206,82,"Wasile Timur"
820608,8206,82,"Maba Tengah"
820609,8206,82,"Maba Utara"
820610,8206,82,"Kota Maba"
820701,8207,82,"Morotai Selatan"
820702,8207,82,"Morotai Selatan Barat"
820703,8207,82,"Morotai Jaya"
820704,8207,82,"Morotai Utara"
820705,8207,82,"Morotai Timur"
820706,8207,82,"Pulau Rao"
820801,8208,82,"Taliabu Barat"
820802,8208,82,"Taliabu Barat Laut"
820803,8208,82,Lede
820804,8208,82,"Taliabu Utara"
820805,8208,82,"Taliabu Timur"
820806,8208,82,"Taliabu Timur Selatan"
820807,8208,82,"Taliabu Selatan"
820808,8208,82,Tabona
827101,8271,82,"Pulau Ternate"
827102,8271,82,"Kota Ternate Selatan"
827103,8271,82,"Kota Ternate Utara"
827104,8271,82,Moti
827105,8271,82,"Pulau Batang Dua"
827106,8271,82,"Kota Ternate Tengah"
827107,8271,82,"Pulau Hiri"
827108,8271,82,"Ternate Barat"
827201,8272,82,Tidore
827202,8272,82,"Oba Utara"
827203,8272,82,Oba
827204,8272,82,"Tidore Selatan"
827205,8272,82,"Tidore Utara"
827206,8272,82,"Oba Tengah"
827207,8272,82,"Oba Selatan"
827208,8272,82,"Tidore Timur"
