code,regency_code,province_code,name,latitude,longitude
510101,5101,51,Negara,-8.3301060379326,114.59972213427
510102,5101,51,Mendoyo,-8.318564357877,114.7419367032
510103,5101,51,Pekutatan,-8.3988412027141,114.86900517944
510104,5101,51,Melaya,-8.2460835129721,114.54471659263
510105,5101,51,Jembrana,-8.3192019953567,114.65106888619
510201,5102,51,Selemadeg,-8.4582364774457,115.04126894658
510202,5102,51,"Selemadeg Timur",-8.4914158406553,115.06211399953
510203,5102,51,"Selemadeg Barat",-8.4579405517953,114.98075771346
510204,5102,51,Kerambitan,-8.5263791465574,115.087073142
510205,5102,51,Tabanan,-8.5281983354142,115.11930208036
510206,5102,51,Kediri,-8.5822956676874,115.12280783876
510207,5102,51,Marga,-8.4641636244754,115.17283529407
510208,5102,51,Penebel,-8.39680122149,115.12314620161
510209,5102,51,Baturiti,-8.3348830292793,115.17769315583
510210,5102,51,Pupuan,-8.3609470999787,115.00907326036
510301,5103,51,Kuta,-8.7262877587825,115.17336599952
510302,5103,51,Mengwi,-8.5635957059452,115.16984631195
510303,5103,51,Abiansemal,-8.5311870152646,115.22113617986
510304,5103,51,Petang,-8.3261617193152,115.22127716528
510305,5103,51,"Kuta Selatan",-8.8120466771636,115.16512048655
510306,5103,51,"Kuta Utara",-8.6462602399119,115.1597643329
510401,5104,51,Sukawati,-8.5948191351679,115.27362828938
510402,5104,51,Blahbatuh,-8.5722603603988,115.31186383331
510403,5104,51,Gianyar,-8.5264790396176,115.33225260288
510404,5104,51,Tampaksiring,-8.4502459330638,115.30678926093
510405,5104,51,Ubud,-8.5176700551721,115.25938979622
510406,5104,51,Tegallalang,-8.4024274327945,115.2924832056
510407,5104,51,Payangan,-8.3855302492741,115.25662483579
510501,5105,51,"Nusa Penida",-8.7363581244357,115.53617772274
510502,5105,51,Banjarangkan,-8.5186547771367,115.3770080556
510503,5105,51,Klungkung,-8.5304273967349,115.40404107588
510504,5105,51,Dawan,-8.5376785302217,115.44674150781
510601,5106,51,Susut,-8.4188869815322,115.34078272366
510602,5106,51,Bangli,-8.3972841006938,115.36141117855
510603,5106,51,Tembuku,-8.4143173978843,115.38926135646
510604,5106,51,Kintamani,-8.2436162112148,115.34039418183
510701,5107,51,Rendang,-8.3691945904617,115.43719664274
510702,5107,51,Sidemen,-8.483310991407,115.4388055461
510703,5107,51,Manggis,-8.4911591603865,115.51809138509
510704,5107,51,Karangasem,-8.4428246957729,115.63158080733
510705,5107,51,Abang,-8.3669855577454,115.62036669056
510706,5107,51,Bebandem,-8.4063533597914,115.54211729162
510707,5107,51,Selat,-8.4170306831701,115.48390743056
510708,5107,51,Kubu,-8.2694102647693,115.51252341583
510801,5108,51,Gerokgak,-8.1879102655648,114.66579101189
510802,5108,51,Seririt,-8.2461576283724,114.91166979835
510803,5108,51,Busungbiu,-8.3084034422207,114.94855752142
510804,5108,51,Banjar,-8.2369523490579,115.03720829083
510805,5108,51,Sukasada,-8.2033418461635,115.11034647533
510806,5108,51,Buleleng,-8.1292684697728,115.09904207654
510807,5108,51,Sawan,-8.1539991182097,115.17315298157
510808,5108,51,Kubutambahan,-8.1403059494018,115.21846648751
510809,5108,51,Tejakula,-8.1404149397533,115.3340393602
517101,5171,51,"Denpasar Selatan",-8.7054880577164,115.22579799775
517102,5171,51,"Denpasar Timur",-8.6448969615314,115.24392565366
517103,5171,51,"Denpasar Barat",-8.665151360157,115.19319930025
517104,5171,51,"Denpasar Utara",-8.6253261482359,115.21322927076
