code,regency_code,province_code,name,latitude,longitude,coordinates
170209,1702,17,Curup,,,null
170311,1703,17,"Batik Nau",,,null
170313,1703,17,"Napal Putih",,,null
170415,1704,17,"Padang Guci Hulu",,,null
170322,1703,17,"Tanjung Agung Palik",,,null
170701,1707,17,"Lebong Utara",,,null
170704,1707,17,"Lebong Selatan",,,null
170102,1701,17,Seginim,,,null
170105,1701,17,"Kota Manna",,,null
170109,1701,17,"Ulu Manna",,,null
170414,1704,17,"Padang Guci Hilir",,,null
170804,1708,17,Kepahiang,,,null
170222,1702,17,"Sindang Dataran",,,null
170508,1705,17,"Seluma Barat",,,null
170513,1705,17,"Ulu Talo",,,null
170801,1708,17,"Bermani Ilir",,,null
170802,1708,17,"Ujan Mas",,,null
177105,1771,17,"Kampung Melayu",,,null
170307,1703,17,"Kota Arga Makmur",,,null
170316,1703,17,"Air Napal",,,null
170903,1709,17,"Pondok Kelapa",,,null
177103,1771,17,"Teluk Segara",,,null
170507,1705,17,"Lubuk Sandi",,,null
170512,1705,17,"Talo Kecil",,,null
170103,1701,17,Pino,,,null
170206,1702,17,"Kota Padang",,,null
170217,1702,17,"Curup Timur",,,null
170221,1702,17,"Sindang Beliti Ulu",,,null
170404,1704,17,"Kaur Tengah",,,null
170405,1704,17,"Kaur Selatan",,,null
170407,1704,17,Nasal,,,null
170409,1704,17,"Kelam Tengah",,,null
170708,1707,17,"Lebong Sakti",,,null
170910,1709,17,"Bang Haji",,,null
170111,1701,17,"Pasar Manna",,,null
170321,1703,17,"Arma Jaya",,,null
170406,1704,17,Maje,,,null
170504,1705,17,"Semidang Alas",,,null
170608,1706,17,"Teramang Jaya",,,null
170806,1708,17,Kebawetan,,,null
177102,1771,17,"Gading Cempaka",,,null
177108,1771,17,"Sungai Serut",,,null
170401,1704,17,Kinal,,,null
170403,1704,17,"Kaur Utara",,,null
170706,1707,17,Topos,,,null
170216,1702,17,"Curup Utara",,,null
170514,1705,17,"Ilir Talo",,,null
170611,1706,17,"XIV Koto",,,null
170808,1708,17,"Muara Kemumu",,,null
170908,1709,17,"Merigi Sakti",,,null
170703,1707,17,"Lebong Tengah",,,null
170904,1709,17,"Pematang Tiga",,,null
170211,1702,17,"Selupu Rejang",,,null
170320,1703,17,"Air Padang",,,null
170408,1704,17,"Semidang Gumay",,,null
170502,1705,17,Seluma,,,null
170805,1708,17,Merigi,,,null
170807,1708,17,"Seberang Musi",,,null
170110,1701,17,"Bunga Mas",,,null
170607,1706,17,"Air Rami",,,null
177106,1771,17,"Ratu Agung",,,null
177107,1771,17,"Ratu Samban",,,null
177109,1771,17,"Singaran Pati",,,null
170106,1701,17,"Pino Raya",,,null
170709,1707,17,Pelabai,,,null
170101,1701,17,Kedurang,,,null
170505,1705,17,"Semidang Alas Maras",,,null
170711,1707,17,"Uram Jaya",,,null
170902,1709,17,"Talang Empat",,,null
170308,1703,17,"Giri Mulya",,,null
170901,1709,17,"Karang Tinggi",,,null
170219,1702,17,"Curup Tengah",,,null
170220,1702,17,Binduriang,,,null
170224,1702,17,"Bermani Ulu Raya",,,null
170702,1707,17,"Lebong Atas",,,null
170905,1709,17,"Pagar Jati",,,null
170207,1702,17,"Padang Ulak Tanding",,,null
170411,1704,17,"Muara Sahung",,,null
170501,1705,17,Sukaraja,,,null
170506,1705,17,"Air Periukan",,,null
170605,1706,17,Ipuh,,,null
170610,1706,17,Penarik,,,null
170614,1706,17,"Air Dikit",,,null
170707,1707,17,"Bingin Kuning",,,null
177104,1771,17,"Muara Bangka Hulu",,,null
170601,1706,17,"Lubuk Pinang",,,null
170606,1706,17,"Malin Deman",,,null
170210,1702,17,"Bermani Ulu",,,null
170223,1702,17,"Sindang Beliti Ilir",,,null
170325,1703,17,"Marga Sakti Sebelat",,,null
170412,1704,17,Tetap,,,null
170615,1706,17,"Sungai Rumbai",,,null
170710,1707,17,Amen,,,null
170309,1703,17,"Padang Jaya",,,null
170319,1703,17,"Hulu Palik",,,null
170410,1704,17,Luas,,,null
170602,1706,17,"Kota Mukomuko",,,null
170107,1701,17,"Kedurang Ilir",,,null
170314,1703,17,"Putri Hijau",,,null
170413,1704,17,"Lungkang Kule",,,null
170911,1709,17,"Semidang Lagan",,,null
170218,1702,17,"Curup Selatan",,,null
170315,1703,17,"Air Besi",,,null
170609,1706,17,"Selagan Raya",,,null
170612,1706,17,"V Koto",,,null
170503,1705,17,Talo,,,null
170509,1705,17,"Seluma Timur",,,null
170604,1706,17,"Pondok Suguh",,,null
170108,1701,17,"Air Nipis",,,null
170208,1702,17,"Sindang Kelingi",,,null
170510,1705,17,"Seluma Utara",,,null
170603,1706,17,"Teras Terunjam",,,null
170906,1709,17,"Taba Penanjung",,,null
170907,1709,17,"Merigi Kelindang",,,null
170909,1709,17,"Pondok Kubang",,,null
170104,1701,17,Manna,,,null
170306,1703,17,Kerkap,,,null
170323,1703,17,"Ulok Kupai",,,null
170402,1704,17,"Tanjung Kemuning",,,null
170613,1706,17,"Air Majunto",,,null
177101,1771,17,Selebar,,,null
170310,1703,17,Lais,,,null
170324,1703,17,"Pinang Raya",,,null
170511,1705,17,"Seluma Selatan",,,null
170705,1707,17,"Rimbo Pengadang",,,null
170301,1703,17,Enggano,,,null
170312,1703,17,Ketahun,,,null
170712,1707,17,"Pinang Belapis",,,null
170803,1708,17,"Tebat Karai",,,null
