code,district_code,regency_code,province_code,name,latitude,longitude,coordinates
1701012002,170101,1701,17,"Rantau Sialang",,,null
1701022030,170102,1701,17,"Tanjung Agung",,,null
1701022031,170102,1701,17,"Dusun Baru",,,null
1701032004,170103,1701,17,"Padang Lebar",,,null
1701052005,170105,1701,17,"Tebat Kubu",,,null
1701052006,170105,1701,17,Gelumbang,,,null
1701102001,170110,1701,17,"Tumbak Tebing",,,null
1701102006,170110,1701,17,"Padang Nibung",,,null
1702091025,170209,1702,17,"Air Rambai",,,null
1702102002,170210,1702,17,"Tebat Tenong Dalam",,,null
1702171001,170217,1702,17,Sukaraja,,,null
1702191009,170219,1702,17,"Banyu Mas",,,null
1702202003,170220,1702,17,"Simpang Beliti",,,null
1702212003,170221,1702,17,"Lubuk Alai",,,null
1702222002,170222,1702,17,"Air Rusa",,,null
1703152008,170315,1703,17,"Kota Agung",,,null
1703222006,170322,1703,17,"Sawang Lebar",,,null
1703252005,170325,1703,17,"Suka Baru",,,null
1703252009,170325,1703,17,"Karya Jaya",,,null
1704012002,170401,1704,17,Penandingan,,,null
1704012004,170401,1704,17,"Tanjung Alam",,,null
1704022015,170402,1704,17,"Pelajaran II",,,null
1704042009,170404,1704,17,"Padang Baru",,,null
1704052012,170405,1704,17,"Pasar Baru",,,null
1704052016,170405,1704,17,"Jembatan Dua",,,null
1704072017,170407,1704,17,"Air Batang",,,null
1704082009,170408,1704,17,Nusuk,,,null
1704132009,170413,1704,17,"Aur Gading",,,null
1704142005,170414,1704,17,"Air Kering",,,null
1704142007,170414,1704,17,"Ulak Agung",,,null
1705042015,170504,1705,17,"Talang Durian",,,null
1705052010,170505,1705,17,"Talang Alai",,,null
1705052025,170505,1705,17,"Maras Bantan",,,null
1705112002,170511,1705,17,"Tanjung Seru",,,null
1705132006,170513,1705,17,"Air Keruh",,,null
1706042010,170604,1706,17,"Air Hitam",,,null
1706102011,170610,1706,17,Wonosobo,,,null
1706112009,170611,1706,17,"Lubuk Sanai III",,,null
1706152004,170615,1706,17,"Mekar Sari",,,null
1708012025,170801,1708,17,"Air Raman",,,null
1708062011,170806,1708,17,"Sumber Sari",,,null
1708072002,170807,1708,17,"Air Selimang",,,null
1709022004,170902,1709,17,"Taba Pasmah",,,null
1709042021,170904,1709,17,"Pematang Tiga Lama",,,null
1709052012,170905,1709,17,"Karang Are",,,null
1709072005,170907,1709,17,"Lubuk Unen",,,null
1709092005,170909,1709,17,"Talang Tengah I",,,null
1771071007,177107,1771,17,"Anggut Dalam",,,null
1701062012,170106,1701,17,"Pagar Gading",,,null
1701062013,170106,1701,17,"Cinto Mandi",,,null
1701082007,170108,1701,17,"Pino Baru",,,null
1701102002,170110,1701,17,"Gunung Kayo",,,null
1702061015,170206,1702,17,"Bedeng SS.",,,null
1702222006,170222,1702,17,"Talang Belitar",,,null
1703012001,170301,1703,17,"Banjar Sari",,,null
1703062001,170306,1703,17,"Talang Jambu",,,null
1703062028,170306,1703,17,"Tanjung Putus",,,null
1703072002,170307,1703,17,"Lubuk Sahung",,,null
1703072009,170307,1703,17,"Gunung Selan",,,null
1703102013,170310,1703,17,"Lubuk Lesung",,,null
1703112005,170311,1703,17,"Suka Marga",,,null
1703162008,170316,1703,17,"Pasar Tebat",,,null
1703162014,170316,1703,17,"Pasar Palik",,,null
1703162015,170316,1703,17,"Tebing Kandang",,,null
1703212007,170321,1703,17,Gardu,,,null
1703222010,170322,1703,17,"Padang Sepan",,,null
1703242002,170324,1703,17,"Air Sekamanak",,,null
1703242003,170324,1703,17,"Air Simpang",,,null
1704012009,170401,1704,17,"Talang Padang",,,null
1704032006,170403,1704,17,"Guru Agung",,,null
1704032029,170403,1704,17,"Pancur Negara",,,null
1704042005,170404,1704,17,Penyandingan,,,null
1704082005,170408,1704,17,"Suka Merindu",,,null
1704102012,170410,1704,17,"Serdang Indah",,,null
1704152006,170415,1704,17,"Manau IX Dua",,,null
1705011001,170501,1705,17,Babatan,,,null
1705021013,170502,1705,17,"Dusun Baru",,,null
1705072009,170507,1705,17,"Tanjung Kuaw",,,null
1706032008,170603,1706,17,"Teras Terunjam",,,null
1706032013,170603,1706,17,"Setia Budi",,,null
1706052035,170605,1706,17,"Mundam Marap",,,null
1706062004,170606,1706,17,"Gajah Makmur",,,null
1706072012,170607,1706,17,"Bukit Mulya",,,null
1706082005,170608,1706,17,"Bandar Jaya",,,null
1706122005,170612,1706,17,"Sungai Lintang",,,null
1706132004,170613,1706,17,"Agung Jaya",,,null
1707011004,170701,1707,17,"Kampung Jawa",,,null
1707072002,170707,1707,17,"Bukit Nibung",,,null
1707091001,170709,1707,17,"Tanjung Agung",,,null
1708022001,170802,1708,17,Daspeta,,,null
1708042002,170804,1708,17,"Tebat Monok",,,null
1708042012,170804,1708,17,"Kuto Rejo",,,null
1708082005,170808,1708,17,"Sosokan Taba",,,null
1709062004,170906,1709,17,"Karang Tengah",,,null
1709062008,170906,1709,17,"Taba Teret",,,null
1709082015,170908,1709,17,"Pagar Besi",,,null
1771031001,177103,1771,17,Berkas,,,null
1771061006,177106,1771,17,"Sawah Lebar",,,null
1771091002,177109,1771,17,"Jembatan Kecil",,,null
1701022004,170102,1701,17,"Tanjung Menang",,,null
1701022021,170102,1701,17,"Pajar Bulan",,,null
1701032021,170103,1701,17,Ganjuh,,,null
1701052004,170105,1701,17,"Padang Niur",,,null
1701062019,170106,1701,17,"Padang Beriang",,,null
1701082001,170108,1701,17,"Keban Jati",,,null
1702062018,170206,1702,17,"Kota Padang Baru",,,null
1702091047,170209,1702,17,"Timbul Rejo",,,null
1702232005,170223,1702,17,"LB. Belimbing I",,,null
1703092005,170309,1703,17,"Padang Jaya",,,null
1703112003,170311,1703,17,"Air Lakok",,,null
1703112006,170311,1703,17,"Batik Nau",,,null
1703112013,170311,1703,17,"Samban Jaya",,,null
1703152016,170315,1703,17,"Dusun Curup",,,null
1703252003,170325,1703,17,"Karya Pelita",,,null
1703252004,170325,1703,17,"Suka Maju",,,null
1704012021,170401,1704,17,Jawi,,,null
1704062020,170406,1704,17,"Tanjung Beringin",,,null
1704082003,170408,1704,17,"Lubuk Gung",,,null
1704082011,170408,1704,17,"Gunung Tiga II",,,null
1704152003,170415,1704,17,"Bungin Tambun II",,,null
1704152011,170415,1704,17,"Jati Mulyo",,,null
1705021010,170502,1705,17,"Pasar Tais",,,null
1705032015,170503,1705,17,"Lubuk Ngantungan",,,null
1705032036,170503,1705,17,"Lubuk Gadis",,,null
1705042018,170504,1705,17,"Padang Serunaian",,,null
1705062010,170506,1705,17,"Kungkai Baru",,,null
1705072013,170507,1705,17,Sakaian,,,null
1705142009,170514,1705,17,"Penago II",,,null
1706012006,170601,1706,17,"Lubuk Pinang",,,null
1706092009,170609,1706,17,"Aur Cina",,,null
1706102002,170610,1706,17,"Lubuk Mukti",,,null
1706132007,170613,1706,17,"Sinar Jaya",,,null
1707012033,170701,1707,17,"Gandung Baru",,,null
1708022024,170802,1708,17,"Daspetah II",,,null
1708062012,170806,1708,17,"Mekar Sari",,,null
1708062013,170806,1708,17,"Sido Makmur",,,null
1709042003,170904,1709,17,"Talang Tengah II",,,null
1709072004,170907,1709,17,"Taba Durian Sebakul",,,null
1709082001,170908,1709,17,Komering,,,null
1709112001,170911,1709,17,"Pagar Gunung",,,null
1701012005,170101,1701,17,"Keban Agung I",,,null
1701032024,170103,1701,17,"Padang Mumpo",,,null
1701051020,170105,1701,17,"Padang Kapuk",,,null
1701062001,170106,1701,17,Selali,,,null
1701062021,170106,1701,17,"Telaga Dalam",,,null
1701072005,170107,1701,17,"Suka Rami",,,null
1701111005,170111,1701,17,"Belakang Gedung",,,null
1701112002,170111,1701,17,"Batu Lambang",,,null
1702072021,170207,1702,17,"Taba Tinggi",,,null
1702082002,170208,1702,17,"Sindang Jati",,,null
1702082013,170208,1702,17,"Cahaya Negeri",,,null
1703112007,170311,1703,17,"Pagar Ruyung",,,null
1703112015,170311,1703,17,"Air Mangayau",,,null
1704012008,170401,1704,17,"Gunung Terang",,,null
1704052009,170405,1704,17,Sekunyit,,,null
1704052026,170405,1704,17,"Sawah Jangkung",,,null
1704072002,170407,1704,17,"Gedung Menung",,,null
1704132006,170413,1704,17,"Tanjung Kurung",,,null
1704132007,170413,1704,17,Senak,,,null
1704142001,170414,1704,17,"Pulau Panggung",,,null
1705012034,170501,1705,17,"Kuti Agung",,,null
1705012036,170501,1705,17,"Sido Luhur",,,null
1705042017,170504,1705,17,"Kayu Elang",,,null
1705122009,170512,1705,17,"Suka Bulan",,,null
1705132008,170513,1705,17,"Mekar Jaya",,,null
1706042014,170604,1706,17,"Pondok Kandang",,,null
1706052015,170605,1706,17,"Tanjung Harapan",,,null
1706082010,170608,1706,17,"Nelan Indah",,,null
1706082011,170608,1706,17,"Mandi Angin Jaya",,,null
1706082012,170608,1706,17,"Batu Ejung",,,null
1706122009,170612,1706,17,"Lubuk Cabau",,,null
1706142003,170614,1706,17,"Pondok Lunang",,,null
1707012014,170701,1707,17,"Nangai Amen",,,null
1707042014,170704,1707,17,"Suka Sari",,,null
1707062008,170706,1707,17,"Talang Baru II",,,null
1707122004,170712,1707,17,"Tambang Saweak",,,null
1708022021,170802,1708,17,"Meranti Jaya",,,null
1708082007,170808,1708,17,"Renah Kurung",,,null
1709082002,170908,1709,17,"Bajak Tiga",,,null
1709102006,170910,1709,17,"Padang Berunai",,,null
1771011003,177101,1771,17,"Pekan Sabtu",,,null
1771031002,177103,1771,17,"Pasar Baru",,,null
1771031011,177103,1771,17,"Kebun Keling",,,null
1701072001,170107,1701,17,"Karang Caya",,,null
1702061016,170206,1702,17,"Dusun Baru",,,null
1702082014,170208,1702,17,"Tanjung Aur",,,null
1702091031,170209,1702,17,"Jalan Baru",,,null
1702112003,170211,1702,17,Sambirejo,,,null
1702112009,170211,1702,17,"Sumber Urip",,,null
1702162008,170216,1702,17,"Suka Datang",,,null
1702222003,170222,1702,17,Bengko,,,null
1702232008,170223,1702,17,"Sari Pulau",,,null
1703072012,170307,1703,17,"Gunung Agung",,,null
1703112004,170311,1703,17,Bintunan,,,null
1703122019,170312,1703,17,"Melati Harjo",,,null
1703162003,170316,1703,17,"Pasar Kerkap",,,null
1703162005,170316,1703,17,"Air Napal",,,null
1703252010,170325,1703,17,"Suka Negara",,,null
1704012003,170401,1704,17,Geramat,,,null
1704032009,170403,1704,17,"Gunung Agung",,,null
1704062004,170406,1704,17,"Way Hawang",,,null
1704062008,170406,1704,17,"Tanjung Aur",,,null
1704072016,170407,1704,17,"Tri Jaya",,,null
1704082004,170408,1704,17,"Gunung Tiga",,,null
1704102003,170410,1704,17,"Padang Jati",,,null
1704102007,170410,1704,17,Umbul,,,null
1704122010,170412,1704,17,"Kasuk Baru",,,null
1704142002,170414,1704,17,"Talang Besar",,,null
1705012035,170501,1705,17,"Riak Siabun I",,,null
1705021009,170502,1705,17,"Lubuk Kebur",,,null
1705042001,170504,1705,17,"Maras Jauh",,,null
1705042019,170504,1705,17,"Teba Gunung",,,null
1705052006,170505,1705,17,"Karang Anyar",,,null
1705082003,170508,1705,17,"Talang Perapat",,,null
1705102010,170510,1705,17,"Talang Empat",,,null
1705142004,170514,1705,17,"Tanah Abang",,,null
1705142010,170514,1705,17,"Rawah Indah",,,null
1706052006,170605,1706,17,"Pasar Ipuh",,,null
1706062001,170606,1706,17,"Talang Arah",,,null
1706092011,170609,1706,17,"Sungai Ipuh Satu",,,null
1707082006,170708,1707,17,"Lemeu Pit",,,null
1707101009,170710,1707,17,Amen,,,null
1708022018,170802,1708,17,"Suro Bali",,,null
1708022020,170802,1708,17,"Pungguk Meringang",,,null
1708032020,170803,1708,17,"Tebing Penyamun",,,null
1708041003,170804,1708,17,Pensiunan,,,null
1708042014,170804,1708,17,"Taba Tebelet",,,null
1709012009,170901,1709,17,"Karang Tinggi",,,null
1709082006,170908,1709,17,"Arga Indah II",,,null
1771031007,177103,1771,17,"Tengah Padang",,,null
1771061003,177106,1771,17,"Nusa Indah",,,null
1771061007,177106,1771,17,"Sawah Lebar Baru",,,null
1771071006,177107,1771,17,"Anggut Atas",,,null
1701072006,170107,1701,17,"Padang Bindu",,,null
1701082002,170108,1701,17,"Tanjung Beringin",,,null
1701082004,170108,1701,17,Sukarami,,,null
1702072009,170207,1702,17,"Belumai I",,,null
1702102001,170210,1702,17,"Air Mundu",,,null
1702102017,170210,1702,17,"Pagar Gunung",,,null
1702212007,170221,1702,17,Jabi,,,null
1702242003,170224,1702,17,"Pal Seratus",,,null
1703062005,170306,1703,17,"Salam Harjo",,,null
1703162011,170316,1703,17,Pukur,,,null
1703232003,170323,1703,17,"Tanjung Dalam",,,null
1703242006,170324,1703,17,"Bumi Harjo",,,null
1704012006,170401,1704,17,Pengurung,,,null
1704022011,170402,1704,17,"Tanjung Iman",,,null
1704052011,170405,1704,17,"Air Dingin",,,null
1704062015,170406,1704,17,"Tanjung Agung",,,null
1704122009,170412,1704,17,"Muara Tetap",,,null
1704122012,170412,1704,17,"Suka Raja",,,null
1705092003,170509,1705,17,"Kota Agung",,,null
1706012009,170601,1706,17,"Tanjung Alai",,,null
1706052004,170605,1706,17,"Air Buluh",,,null
1707012002,170701,1707,17,Gandung,,,null
1707042016,170704,1707,17,Mangkurajo,,,null
1708032019,170803,1708,17,"Tapak Gedung",,,null
1708052001,170805,1708,17,"Pulo Geto",,,null
1708072011,170807,1708,17,"Talang Babatan",,,null
1709012001,170901,1709,17,"Taba Terunjam",,,null
1709022009,170902,1709,17,"Pulau Panggung",,,null
1709052018,170905,1709,17,"Arga Indah I",,,null
1709052022,170905,1709,17,Keroya,,,null
1709092006,170909,1709,17,"Paku Haji",,,null
1709102005,170910,1709,17,"Taba Tengah",,,null
1771061002,177106,1771,17,"Tanah Patah",,,null
1701022001,170102,1701,17,"Padang Lebar",,,null
1701032022,170103,1701,17,Puding,,,null
1701072002,170107,1701,17,Betungan,,,null
1701082009,170108,1701,17,"Suka Bandung",,,null
1701092005,170109,1701,17,"Simpang Pino",,,null
1701102010,170110,1701,17,"Padang Burnai",,,null
1701111009,170111,1701,17,"Pasar Bawah",,,null
1702062002,170206,1702,17,"Taba Anyar",,,null
1702072027,170207,1702,17,"Air Kati",,,null
1702111008,170211,1702,17,"Simpang Nangka",,,null
1702112011,170211,1702,17,"Karang Jaya",,,null
1702162010,170216,1702,17,Pahlawan,,,null
1702192010,170219,1702,17,"Air Merah",,,null
1702232006,170223,1702,17,"LB Belimbing II",,,null
1702242007,170224,1702,17,"Bangun Jaya",,,null
1703062006,170306,1703,17,"Yogja Baru",,,null
1703122004,170312,1703,17,Kualalangi,,,null
1703142019,170314,1703,17,"Karang Pulau",,,null
1703152005,170315,1703,17,"Datar Mancang",,,null
1703152006,170315,1703,17,"Tanjung Genting",,,null
1703162001,170316,1703,17,"Pasar Bembah",,,null
1703202002,170320,1703,17,"Kembang Manis",,,null
1703202003,170320,1703,17,"Teluk Ajang",,,null
1703232010,170323,1703,17,"Talang Berantai",,,null
1703242007,170324,1703,17,"Sumber Mulya",,,null
1704022018,170402,1704,17,"Padang Kedondong",,,null
1704022024,170402,1704,17,"Tanjung Iman II",,,null
1704042002,170404,1704,17,"Pajar Bulan",,,null
1704042008,170404,1704,17,"Tanjung Pandan",,,null
1704082012,170408,1704,17,"Padang Panjang",,,null
1704112001,170411,1704,17,"Muara Sahung",,,null
1704122006,170412,1704,17,Babat,,,null
1705012043,170501,1705,17,"Air Kemuning",,,null
1705062015,170506,1705,17,"Lubuk Gilang",,,null
1705072012,170507,1705,17,"Rena Panjang",,,null
1705082002,170508,1705,17,"Air Latak",,,null
1705092002,170509,1705,17,Kunduran,,,null
1705101003,170510,1705,17,Puguk,,,null
1705122010,170512,1705,17,"Tebat Sibun",,,null
1705142002,170514,1705,17,"Dusun Baru",,,null
1705142012,170514,1705,17,"Padang Batu",,,null
1706021009,170602,1706,17,"Pasar Muko-Muko",,,null
1706022011,170602,1706,17,"Tanah Rekah",,,null
1706052014,170605,1706,17,"Retak Ilir",,,null
1706082003,170608,1706,17,"Pondok Baru",,,null
1706082006,170608,1706,17,"Teramang Jaya",,,null
1706152002,170615,1706,17,"Padang Gading",,,null
1707052013,170705,1707,17,Bajok,,,null
1707122005,170712,1707,17,"Air Kopras",,,null
1708012010,170801,1708,17,"Taba Baru",,,null
1708012029,170801,1708,17,"Cinta Mandi Baru",,,null
1708022017,170802,1708,17,"Ujan Mas Bawah",,,null
1709032015,170903,1709,17,"Padang Betuah",,,null
1709062024,170906,1709,17,"Taba Baru",,,null
1709072006,170907,1709,17,"Pungguk Ketupak",,,null
1701012030,170101,1701,17,"Muara Tiga Ilir",,,null
1701051019,170105,1701,17,Ibul,,,null
1701072009,170107,1701,17,Sukaraja,,,null
1701082008,170108,1701,17,Penandingan,,,null
1701092003,170109,1701,17,"Bandar Agung",,,null
1701092007,170109,1701,17,"Keban Jati",,,null
1702062005,170206,1702,17,"Lubuk Mumpo",,,null
1702062020,170206,1702,17,"Tanjung Gelang",,,null
1702082005,170208,1702,17,"Kayu Manis",,,null
1702182005,170218,1702,17,Teladan,,,null
1702242001,170224,1702,17,"Dataran Tapus",,,null
1703072003,170307,1703,17,"Kuro Tidur",,,null
1703102017,170310,1703,17,"Talang Rasau",,,null
1703122014,170312,1703,17,"Talang Baru",,,null
1703122020,170312,1703,17,"Bukit Indah",,,null
1703192001,170319,1703,17,"Kota Lekat",,,null
1703202006,170320,1703,17,Mesigit,,,null
1703222007,170322,1703,17,"Sawang Lebar Ilir",,,null
1703232007,170323,1703,17,"Tanjung Sari",,,null
1704012005,170401,1704,17,"Tanjung Baru",,,null
1704022004,170402,1704,17,"Aur Ringit",,,null
1704042001,170404,1704,17,Sukarami,,,null
1704042003,170404,1704,17,"Padang Hangat",,,null
1704082008,170408,1704,17,"Awat Mata",,,null
1704092010,170409,1704,17,"Talang Tais",,,null
1704112006,170411,1704,17,"Cinta Makmur",,,null
1704132005,170413,1704,17,"Lawang Agung",,,null
1705032046,170503,1705,17,"Harapan Mulya",,,null
1705042006,170504,1705,17,"Petai Kayu",,,null
1705042014,170504,1705,17,"Nanti Agung",,,null
1705102006,170510,1705,17,Simpang,,,null
1705112007,170511,1705,17,"Tangga Batu",,,null
1706012005,170601,1706,17,"Suka Pindah",,,null
1706102006,170610,1706,17,"Sumber Mulya",,,null
1707032020,170703,1707,17,"Suka Damai",,,null
1707082003,170708,1707,17,"Ujung Tanjung II",,,null
1707102002,170710,1707,17,"Nangai Tayau I",,,null
1707102003,170710,1707,17,"Pyang Mbik",,,null
1708032006,170803,1708,17,"Taba Santing",,,null
1708042023,170804,1708,17,Sukamerindu,,,null
1708052004,170805,1708,17,"Lubuk Penyamun",,,null
1708061005,170806,1708,17,"Tangsi Baru",,,null
1709012004,170901,1709,17,"Durian Demang",,,null
1709092002,170909,1709,17,"Batu Raja",,,null
1709092003,170909,1709,17,"Dusun Anyar",,,null
1709102012,170910,1709,17,"Sungkai Berayun",,,null
1709112003,170911,1709,17,Semidang,,,null
1709112006,170911,1709,17,"Lagan Bungin",,,null
1771041002,177104,1771,17,Bentiring,,,null
1701012006,170101,1701,17,"Keban Agung II",,,null
1701012008,170101,1701,17,"Tanjung Negara",,,null
1701012010,170101,1701,17,"Suka Nanti",,,null
1701032015,170103,1701,17,"Batu Bandung",,,null
1701062015,170106,1701,17,"Karang Cayo",,,null
1701062020,170106,1701,17,"Padang Serasan",,,null
1701082003,170108,1701,17,"Suka Negeri",,,null
1702072008,170207,1702,17,"Belumai II",,,null
1702232009,170223,1702,17,"Suka Merindu",,,null
1703062011,170306,1703,17,"Simpang Ketenong",,,null
1703132005,170313,1703,17,"Napal Putih",,,null
1703132007,170313,1703,17,"Teluk Anggung",,,null
1703152011,170315,1703,17,"Talang Pungguk",,,null
1703212006,170321,1703,17,"Pagar Banyu",,,null
1703242004,170324,1703,17,"Bukit Makmur",,,null
1703252002,170325,1703,17,"Suka Makmur",,,null
1704031010,170403,1704,17,"Simpang Tiga",,,null
1704052023,170405,1704,17,"Pasar Saoh",,,null
1704062007,170406,1704,17,Kedataran,,,null
1704062014,170406,1704,17,"Muara Jaya",,,null
1704062021,170406,1704,17,"Sinar Mulya",,,null
1704092005,170409,1704,17,"Rigangan III",,,null
1704112003,170411,1704,17,"Ulak Lebar",,,null
1704152002,170415,1704,17,"Bungin Tambun",,,null
1705032003,170503,1705,17,"Serambi Gunung",,,null
1705042008,170504,1705,17,"Renah Gajah Mati I",,,null
1705062001,170506,1705,17,Sukamaju,,,null
1705062009,170506,1705,17,Sukasari,,,null
1705072007,170507,1705,17,"Arang Sapat",,,null
1705102005,170510,1705,17,Selingsingan,,,null
1705111010,170511,1705,17,"Padang Rambun",,,null
1705122005,170512,1705,17,Taba,,,null
1705142005,170514,1705,17,"Penago Baru",,,null
1705142015,170514,1705,17,"Mekar Sari",,,null
1706102004,170610,1706,17,"Suka Maju",,,null
1706102009,170610,1706,17,"Sendang Mulyo",,,null
1706132001,170613,1706,17,"Pondok Makmur",,,null
1706142002,170614,1706,17,"Air Dikit",,,null
1707032015,170703,1707,17,"Semelako Atas",,,null
1707062003,170706,1707,17,"Suka Negeri",,,null
1707082001,170708,1707,17,"Ujung Tanjung I",,,null
1707112007,170711,1707,17,Tangua,,,null
1708042013,170804,1708,17,"Karang Anyar",,,null
1708062015,170806,1708,17,"Bandung Jaya",,,null
1708072006,170807,1708,17,"Lubuk Saung",,,null
1708072013,170807,1708,17,"Sungai Jernih",,,null
1709012003,170901,1709,17,"Padang Tambak",,,null
1709012012,170901,1709,17,"Ujung Karang",,,null
1709042004,170904,1709,17,"Kota Titik",,,null
1709042023,170904,1709,17,"Genting Dabuk",,,null
1709062013,170906,1709,17,Penum,,,null
1709072012,170907,1709,17,"Padang Kedeper",,,null
1771071002,177107,1771,17,"Kebun Dahri",,,null
1701022017,170102,1701,17,"Muara Payang",,,null
1701062017,170106,1701,17,Nanjungan,,,null
1701092010,170109,1701,17,"Air Tenam Dalam",,,null
1702062001,170206,1702,17,Derati,,,null
1702112005,170211,1702,17,"Suban Ayam",,,null
1702112016,170211,1702,17,"Talang Lahat",,,null
1702182008,170218,1702,17,"Pungguk Lalang",,,null
1702182009,170218,1702,17,"Turan Baru",,,null
1703062007,170306,1703,17,"Talang Pasak",,,null
1703071026,170307,1703,17,Purwodadi,,,null
1703142007,170314,1703,17,"Talang Arah",,,null
1704052014,170405,1704,17,"Pasar Lama",,,null
1704072015,170407,1704,17,"Pasar Baru",,,null
1704092011,170409,1704,17,"Pagar Dewa",,,null
1704132008,170413,1704,17,"Datar Lebar II",,,null
1704142008,170414,1704,17,"Talang Padang",,,null
1705032002,170503,1705,17,"Napal Melintang",,,null
1705052007,170505,1705,17,"Ujung Padang",,,null
1705052011,170505,1705,17,"Padang Bakung",,,null
1705052013,170505,1705,17,"Gunung Kembang",,,null
1705082008,170508,1705,17,Purbosari,,,null
1705132005,170513,1705,17,"Simpur Ijang",,,null
1705142007,170514,1705,17,"Talang Panjang",,,null
1706152003,170615,1706,17,"Gajah Mati",,,null
1706152008,170615,1706,17,"Gading Jaya",,,null
1707082009,170708,1707,17,"Suka Bumi",,,null
1707092004,170709,1707,17,"Gunung Alam",,,null
1707112002,170711,1707,17,"Embong I",,,null
1708012003,170801,1708,17,"Pagar Agung",,,null
1708012028,170801,1708,17,"Langgar Jaya",,,null
1708022007,170802,1708,17,"Suro Baru",,,null
1708032013,170803,1708,17,"Taba Air Pauh",,,null
1708062004,170806,1708,17,"Suka Sari",,,null
1708082003,170808,1708,17,"Batu Bandung",,,null
1709061007,170906,1709,17,"Taba Penanjung",,,null
1709112004,170911,1709,17,"Gajah Mati",,,null
1771031010,177103,1771,17,"Pondok Besi",,,null
1771031019,177103,1771,17,"Kampung Bali",,,null
1771051005,177105,1771,17,"Padang Serai",,,null
1771091005,177109,1771,17,"Timur Indah",,,null
1701012001,170101,1701,17,"Batu Ampar",,,null
