code,district_code,regency_code,province_code,name,postal_code,latitude,longitude
5301042003,530104,5301,53,Bokonusan,85352,-10.227483835856,123.37960557878
5301042004,530104,5301,53,Otan,85352,-10.179288043411,123.39298592246
5301042005,530104,5301,53,Uitao,85352,-10.185717078478,123.41601796679
5301042006,530104,5301,53,Uiasa,85352,-10.151366972393,123.45322556132
5301042008,530104,5301,53,Hansisi,85352,-10.173347041969,123.48331018505
5301042009,530104,5301,53,Huilelot,85352,-10.206163283098,123.43561246413
5301042011,530104,5301,53,Batuinan,85352,-10.150891513673,123.40065907551
5301042013,530104,5301,53,Letbaun,85352,-10.146550606024,123.42056832129
5301051001,530105,5301,53,Oenesu,85351,-10.277708001472,123.57166020592
5301051002,530105,5301,53,Batakte,85351,-10.25756281858,123.55497352148
5301052003,530105,5301,53,"Manulai I",85351,-10.233838748764,123.56677451798
5301052004,530105,5301,53,Sumlili,85351,-10.311077119925,123.54587570587
5301052005,530105,5301,53,Lifuleo,85351,-10.337039932797,123.49055605703
5301052006,530105,5301,53,Tesabela,85351,-10.304316264784,123.50716936092
5301052007,530105,5301,53,Oematnunu,85351,-10.27864463844,123.53251124405
5301052008,530105,5301,53,Kuanheun,85351,-10.253682689417,123.51295355651
5301052009,530105,5301,53,Nitneo,85351,-10.225269219293,123.53159985819
5301052010,530105,5301,53,Bolok,85351,-10.234307766009,123.51322672753
5301052011,530105,5301,53,Tablolong,85351,-10.316262468074,123.48516300322
5301052012,530105,5301,53,Oenaek,85351,-10.288856762588,123.51574743837
5301061001,530106,5301,53,Babau,85362,-10.085663315881,123.79592096682
5301061003,530106,5301,53,Naibonat,85362,-10.088462102914,123.84546335853
5301061004,530106,5301,53,Oesao,85362,-10.115198238599,123.81212385847
5301061005,530106,5301,53,Merdeka,85362,-10.082061518654,123.77750765055
5301061008,530106,5301,53,Tuatuka,85362,-10.158963459362,123.83893604886
5301062002,530106,5301,53,Nunkurus,85362,-10.055645193626,123.83640563953
5301062006,530106,5301,53,Tuapukan,85362,-10.109622740062,123.77340060722
5301062007,530106,5301,53,Oefafi,85362,-10.151296405613,123.78781166127
5301062011,530106,5301,53,Pukdale,85362,-10.121202103375,123.83687257333
5301062015,530106,5301,53,Oesao,85362,-10.140247171621,123.81521248391
5301062016,530106,5301,53,Manusak,85362,-10.100945392601,123.88292862971
5301062017,530106,5301,53,"Tanah Putih",85362,-10.128408223244,123.76630608963
5301062018,530106,5301,53,Oelatimo,85362,-10.017430127577,123.84641077097
5301071001,530107,5301,53,Sulamu,85368,-10.01619491192,123.60377319823
5301072002,530107,5301,53,Pitai,85368,-9.9868627684075,123.65314208866
5301072003,530107,5301,53,Pariti,85368,-9.9892419652694,123.72511851812
5301072004,530107,5301,53,Oeteta,85368,-9.9942926831691,123.77085210524
5301072005,530107,5301,53,Bipolo,85368,-9.9950720740235,123.81301111482
5301072006,530107,5301,53,"Pantai Beringin",85368,-9.9940699391914,123.68279446345
5301072007,530107,5301,53,Pantulan,85368,-9.9700794780639,123.6061524864
5301081007,530108,5301,53,Tarus,85361,-10.142333467417,123.68693511081
5301082006,530108,5301,53,Oelnasi,85361,-10.165308589866,123.73133145692
5301082008,530108,5301,53,Noelbaki,85361,-10.127695707496,123.71311901063
5301082009,530108,5301,53,Oelpuah,85361,-10.156486796547,123.75736651958
5301082010,530108,5301,53,Oebelo,85361,-10.112423549671,123.75149276487
5301082011,530108,5301,53,"Penfui Timur",85361,-10.163484076725,123.69091155778
5301082012,530108,5301,53,"Tanah Merah",85361,-10.113158515967,123.73288674885
5301082013,530108,5301,53,"Mata Air",85361,-10.133103037954,123.69370193564
5301091002,530109,5301,53,Nonbes,85367,-10.195168788972,123.83113047802
5301092001,530109,5301,53,Oesena,85367,-10.215115831736,123.8063140781
5301092003,530109,5301,53,Ponain,85367,-10.21270910166,123.85907790455
5301092004,530109,5301,53,Kotabes,85367,-10.24613863486,123.83774365431
5301092005,530109,5301,53,Tesbatan,85367,-10.211905709043,123.88190445835
5301092006,530109,5301,53,Oenoni,85367,-10.211064420462,123.92874151067
5301092007,530109,5301,53,Apren,85367,-10.238101929798,123.94472533924
5301092008,530109,5301,53,"Oenoni II",85367,-10.194502392606,123.95593477921
5301092009,530109,5301,53,"Tesbatan II",85367,-10.212288365364,123.90079333144
5301101001,530110,5301,53,"Camplong I",85371,-10.04719758516,123.89964629292
5301102007,530110,5301,53,"Camplong II",85371,-10.015957974432,123.91451020112
5301102008,530110,5301,53,Naunnu,85371,-10.081213151572,123.92779649663
5301102009,530110,5301,53,Oebola,85371,-10.079600638835,124.0013406807
5301102010,530110,5301,53,Sillu,85371,-10.038373230568,124.04566454023
5301102011,530110,5301,53,Ekateta,85371,-9.9813450649552,123.95601746389
5301102012,530110,5301,53,Kuimasi,85371,-10.066744661458,123.88864206257
5301102013,530110,5301,53,Tolnaku,85371,-9.9924985569466,123.88916872331
5301102014,530110,5301,53,"Oebola Dalam",85371,-10.066402656381,123.950814096
5301102015,530110,5301,53,Kiuoni,85371,-9.9281889088473,123.94773640133
5301111007,530111,5301,53,Takari,85369,-9.9924989582086,124.05888339827
5301112001,530111,5301,53,Noelmina,85369,-9.9946783287401,124.10409881025
5301112002,530111,5301,53,Benu,85369,-9.9501260673217,124.03178596384
5301112003,530111,5301,53,Hueknutu,85369,-9.8725751954076,124.02672619157
5301112004,530111,5301,53,Oelnaineno,85369,-9.8305555157711,123.94862844955
