code,district_code,regency_code,province_code,name,postal_code
9401011001,940101,9401,94,Wonorejo,98813
9401011002,940101,9401,94,"Kali Bobo",98818
9401011003,940101,9401,94,Morgo,98811
9401011004,940101,9401,94,Girimulyo,98814
9401011005,940101,9401,94,"Karang Tumaritis",98812
9401011006,940101,9401,94,Oyehe,98816
9401011007,940101,9401,94,"Karang Mulia",98815
9401011008,940101,9401,94,Nabarua,
9401011009,940101,9401,94,Siriwini,98817
9401012010,940101,9401,94,Kalisusu,
9401012011,940101,9401,94,"Kali Harapan",98821
9401012012,940101,9401,94,Sanoba,98822
9401022001,940102,9401,94,Napan,98862
9401022002,940102,9401,94,Masipawa,
9401022003,940102,9401,94,Weinami,
9401032001,940103,9401,94,Yaur,98852
9401032002,940103,9401,94,Akudiomi,98852
9401032003,940103,9401,94,Sima,
9401032004,940103,9401,94,Wami,98852
9401042001,940104,9401,94,Topo,
9401042002,940104,9401,94,Urumusu,
9401042003,940104,9401,94,"Marga Jaya",
9401042004,940104,9401,94,"Argo Mulyo",
9401042005,940104,9401,94,"Topo Jaya",98842
9401042006,940104,9401,94,"Gamei Jaya",
9401052001,940105,9401,94,"Bumi Mulia",98854
9401052002,940105,9401,94,Karadiri,
9401052003,940105,9401,94,"Wanggar Makmur",
9401062001,940106,9401,94,Unipo,98841
9401062002,940106,9401,94,Aibore,98841
9401062003,940106,9401,94,Epomani,98841
9401062004,940106,9401,94,Tibai,98841
9401062005,940106,9401,94,Mabou,98841
9401062006,940106,9401,94,Ugida,98841
9401072001,940107,9401,94,Makimi,98863
9401072002,940107,9401,94,Nifasi,98863
9401072003,940107,9401,94,Biha,98863
9401072004,940107,9401,94,"Lagari Jaya",98863
9401072005,940107,9401,94,Maidei,98863
9401072006,940107,9401,94,"Manunggal Jaya",98863
9401082001,940108,9401,94,"Napan Yaur",98851
9401082002,940108,9401,94,Yeretuar,98851
9401082003,940108,9401,94,Bawei,98851
9401082004,940108,9401,94,Goni,98851
9401092001,940109,9401,94,Samabusa,98834
9401092002,940109,9401,94,Waharia,98835
9401092003,940109,9401,94,Kimi,98832
9401092004,940109,9401,94,Lani,98833
9401092005,940109,9401,94,"Air Mandidi",98831
9401102001,940110,9401,94,"Wanggar Sari",98853
9401102002,940110,9401,94,Wiraska,98853
9401102003,940110,9401,94,"Yaro Makmur",98853
9401102004,940110,9401,94,"Jaya Mukti",98853
9401102005,940110,9401,94,"Wanggar Pantai",98853
9401102006,940110,9401,94,Ororodo,98853
9401102007,940110,9401,94,Bomopai,98853
9401102008,940110,9401,94,Parauto,98853
9401112001,940111,9401,94,Totoberi,98861
9401112002,940111,9401,94,Samanui,98861
9401112003,940111,9401,94,Kamarisano,98861
9401112004,940111,9401,94,Taumi,98861
9401112005,940111,9401,94,Keuw,98861
9401122001,940112,9401,94,"Bumi Raya",98856
9401122002,940112,9401,94,Waroki,98856
9401122003,940112,9401,94,"Gerbang Sadu",98856
9401122004,940112,9401,94,"Kali Semen",98856
