code,district_code,regency_code,province_code,name,postal_code
2101041005,210104,2101,21,Kawal,29155
2101042001,210104,2101,21,"Gunung Kijang",29155
2101042002,210104,2101,21,"Malang Rapat",29155
2101042003,210104,2101,21,"Teluk Bakau",29155
2101061008,210106,2101,21,"Kijang Kota",29150
2101061009,210106,2101,21,"Sungai Lekop",29150
2101061010,210106,2101,21,"Gunung Lengkuas",29150
2101061011,210106,2101,21,"Sungai Enam",29150
2101071001,210107,2101,21,"Tanjung Uban Kota",29152
2101071002,210107,2101,21,"Tanjung Uban Utara",29152
2101071003,210107,2101,21,"Tanjung Uban Selatan",29152
2101071011,210107,2101,21,"Tanjung Uban Timur",29152
2101072005,210107,2101,21,"Lancang Kuning",29152
2101081006,210108,2101,21,"Tembeling Tanjung",29132
2101082001,210108,2101,21,"Bintan Buyu",29133
2101082002,210108,2101,21,Pangkil,29136
2101082003,210108,2101,21,Penaga,29134
2101082004,210108,2101,21,Pengujan,29135
2101082005,210108,2101,21,Tembeling,29132
2101091001,210109,2101,21,"Teluk Sekuni",29193
2101092002,210109,2101,21,"Batu Lepuk",29193
2101092003,210109,2101,21,"Kampung Hilir",29193
2101092004,210109,2101,21,"Kampung Melayu",29193
2101092005,210109,2101,21,"Pulau Mentebung",29193
2101092006,210109,2101,21,"Pulau Pinang",29193
2101092007,210109,2101,21,Kukup,29193
2101092008,210109,2101,21,Pengikik,29193
2101101007,210110,2101,21,"Kota Baru",29154
2101102001,210110,2101,21,Berakit,29154
2101102002,210110,2101,21,"Ekang Anculai",29154
2101102003,210110,2101,21,Pengudang,29154
2101102004,210110,2101,21,"Sebong Lagoi",29154
2101102005,210110,2101,21,"Sebong Pereh",29154
2101102006,210110,2101,21,"Sri Bintan",29154
2101121004,210112,2101,21,"Toapaya Asri",29157
2101122001,210112,2101,21,Toapaya,29157
2101122002,210112,2101,21,"Toapaya Utara",29157
2101122003,210112,2101,21,"Toapaya Selatan",29157
2101132001,210113,2101,21,"Mantang Baru",29156
2101132002,210113,2101,21,"Mantang Besar",29156
2101132003,210113,2101,21,"Mantang Lama",29156
2101132004,210113,2101,21,Dendun,29156
2101142001,210114,2101,21,Kelong,29151
2101142002,210114,2101,21,Mapur,29151
2101142003,210114,2101,21,Numbing,29151
2101142004,210114,2101,21,"Air Gelubi",29151
2101151003,210115,2101,21,"Teluk Lobam",29153
2101151005,210115,2101,21,"Tanjung Permai",29153
2101152001,210115,2101,21,Busung,29153
2101152002,210115,2101,21,"Teluk Sasah",29153
2101152004,210115,2101,21,"Kuala Sempang",29153
2102011003,210201,2102,21,Moro,29663
2102011010,210201,2102,21,"Moro Timur",29663
2102012004,210201,2102,21,Pauh,29663
2102012005,210201,2102,21,Sugie,
2102012006,210201,2102,21,Keban,
2102012007,210201,2102,21,"Selat Mie",
2102012008,210201,2102,21,"Tanjung Pelanduk",
